phase,epoch,duration_s,gpu_j,cpu_package-0@intel-rapl:0_j,cpu_core@intel-rapl:0:0_j,cpu_package_total_j,hw_total_j
train,1,26.581747,8911.704,1421.077358,30.426009,1421.077358,10332.781358
eval,1,1.44679,356.061,80.628826,1.712329,80.628826,436.689826
train,2,26.561309,8928.226,1432.333032,43.916674,1432.333032,10360.559032
eval,2,1.433331,358.8,79.087707,1.907266,79.087707,437.887707
train,3,26.631713,9041.433,1428.385498,37.084035,1428.385498,10469.818498
eval,3,1.427177,358.685,79.726071,1.990773,79.726071,438.411071
train,4,26.681435,9058.211,1436.110882,46.229649,1436.110882,10494.321882
eval,4,1.445013,338.586,80.286208,1.397175,80.286208,418.872208
train,5,26.69596,9049.395,1449.029678,35.722701,1449.029678,10498.424678
eval,5,1.427292,346.843,79.137371,1.934623,79.137371,425.980371
train,6,26.727166,9053.023,1456.81164,42.778184,1456.81164,10509.83464
eval,6,1.432883,348.557,79.79702,1.836301,79.79702,428.35402
train,7,26.708306,9062.093,1454.947829,38.109419,1454.947829,10517.040829
eval,7,1.435507,385.852,79.95137,1.995075,79.95137,465.80337
train,8,26.720165,9020.885,1462.918822,36.632535,1462.918822,10483.803822
eval,8,1.456866,383.073,82.224615,1.505873,82.224615,465.297615
train,9,26.719682,9047.265,1454.976896,40.496212,1454.976896,10502.241896
eval,9,1.423985,346.794,79.835929,1.972768,79.835929,426.629929
train,10,26.72501,9063.458,1459.234183,42.608942,1459.234183,10522.692183
eval,10,1.428434,397.752,80.448064,1.979741,80.448064,478.200064
train,11,26.701941,9045.202,1462.346753,38.211342,1462.346753,10507.548753
eval,11,1.427067,353.231,80.212923,1.972402,80.212923,433.443923
train,12,26.72168,9074.293,1468.276165,40.051228,1468.276165,10542.569165
eval,12,1.434691,364.415,80.895841,2.055115,80.895841,445.310841
train,13,26.713849,9024.195,1466.571144,36.319014,1466.571144,10490.766144
eval,13,1.436634,341.62,80.509631,1.897134,80.509631,422.129631
train,14,26.729255,9028.513,1477.675337,52.707144,1477.675337,10506.188337
eval,14,1.431516,353.759,81.910239,1.714312,81.910239,435.669239
train,15,26.727175,9023.819,1471.991397,39.737141,1471.991397,10495.810397
eval,15,1.441138,376.634,81.686129,1.750459,81.686129,458.320129
train,16,26.703566,9001.342,1480.061536,26.054927,1480.061536,10481.403536
eval,16,1.427282,379.342,81.157302,1.771698,81.157302,460.499302
train,17,26.701257,9057.975,1481.691487,41.996409,1481.691487,10539.666487
eval,17,1.424843,391.193,80.975351,1.890359,80.975351,472.168351
train,18,26.712252,9046.644,1478.861281,35.219324,1478.861281,10525.505281
eval,18,1.439733,364.633,81.465697,1.829251,81.465697,446.098697
train,19,26.722758,9070.411,1475.881851,43.689727,1475.881851,10546.292851
eval,19,1.420673,363.329,80.555283,1.905572,80.555283,443.884283
train,20,26.69563,9041.142,1471.215237,35.674943,1471.215237,10512.357237
eval,20,1.428258,384.428,81.734345,2.113553,81.734345,466.162345
train,21,26.709259,9005.925,1474.758251,42.128116,1474.758251,10480.683251
eval,21,1.426663,349.551,80.663461,1.948706,80.663461,430.214461
train,22,26.71338,9042.315,1479.79832,43.858786,1479.79832,10522.11332
eval,22,1.443114,386.16,82.063734,1.551387,82.063734,468.223734
train,23,26.702106,9059.905,1486.430576,31.139472,1486.430576,10546.335576
eval,23,1.439594,361.367,81.498425,1.916237,81.498425,442.865425
train,24,26.716418,9086.819,1480.484946,41.218892,1480.484946,10567.303946
eval,24,1.431916,354.626,81.204235,2.1988,81.204235,435.830235
train,25,26.712959,9087.676,1481.23306,42.992314,1481.23306,10568.90906
eval,25,1.432662,356.716,81.426667,1.898813,81.426667,438.142667
train,26,26.709311,9021.586,1480.523273,46.445856,1480.523273,10502.109273
eval,26,1.424938,376.149,82.988521,2.127667,82.988521,459.137521
train,27,26.705274,9005.736,1478.54132,42.555889,1478.54132,10484.27732
eval,27,1.440994,347.683,81.297691,1.972142,81.297691,428.980691
train,28,26.706733,9019.227,1482.215996,39.898633,1482.215996,10501.442996
eval,28,1.441832,392.552,81.647343,2.004382,81.647343,474.199343
train,29,26.697551,9054.23,1480.1132,36.167685,1480.1132,10534.3432
eval,29,1.431145,354.419,81.200589,2.167887,81.200589,435.619589
train,30,26.713278,9107.27,1485.539494,41.615111,1485.539494,10592.809494
eval,30,1.432364,348.36,81.487119,1.541302,81.487119,429.847119
