ecosystem,model,dataset,repetition,seed,epoch,train_loss,train_acc,test_loss,test_acc
R/torch,vgg16,tinyimagenet,4,1004,1,5.186986,,5.087524,0.99
R/torch,vgg16,tinyimagenet,4,1004,2,4.988007,,4.84199,2.69
R/torch,vgg16,tinyimagenet,4,1004,3,4.728296,,4.535145,5.39
R/torch,vgg16,tinyimagenet,4,1004,4,4.49497,,4.36403,6.63
R/torch,vgg16,tinyimagenet,4,1004,5,4.34402,,4.224226,8.41
R/torch,vgg16,tinyimagenet,4,1004,6,4.172446,,4.103549,10.22
R/torch,vgg16,tinyimagenet,4,1004,7,3.999243,,4.007664,12.19
R/torch,vgg16,tinyimagenet,4,1004,8,3.822178,,3.943148,13.57
R/torch,vgg16,tinyimagenet,4,1004,9,3.651042,,3.82831,15.28
R/torch,vgg16,tinyimagenet,4,1004,10,3.476558,,3.826084,16.12
R/torch,vgg16,tinyimagenet,4,1004,11,3.272919,,3.789238,17.07
R/torch,vgg16,tinyimagenet,4,1004,12,3.06158,,3.832327,18.52
R/torch,vgg16,tinyimagenet,4,1004,13,2.830433,,3.978538,18.09
R/torch,vgg16,tinyimagenet,4,1004,14,2.594643,,4.181477,18.02
R/torch,vgg16,tinyimagenet,4,1004,15,2.354106,,4.418011,17.46
R/torch,vgg16,tinyimagenet,4,1004,16,2.111098,,4.739247,17.28
R/torch,vgg16,tinyimagenet,4,1004,17,1.865397,,5.101963,17.57
R/torch,vgg16,tinyimagenet,4,1004,18,1.647277,,5.483813,17.21
R/torch,vgg16,tinyimagenet,4,1004,19,1.446996,,5.836226,17.37
R/torch,vgg16,tinyimagenet,4,1004,20,1.263681,,6.306441,16.97
R/torch,vgg16,tinyimagenet,4,1004,21,1.104858,,6.917254,16.56
R/torch,vgg16,tinyimagenet,4,1004,22,0.97136,,7.290208,16.96
R/torch,vgg16,tinyimagenet,4,1004,23,0.858434,,7.820304,16.2
R/torch,vgg16,tinyimagenet,4,1004,24,0.770421,,8.289321,16.39
R/torch,vgg16,tinyimagenet,4,1004,25,0.684004,,8.74348,16.69
R/torch,vgg16,tinyimagenet,4,1004,26,0.623931,,9.269364,16.42
R/torch,vgg16,tinyimagenet,4,1004,27,0.558986,,9.059954,16.0
R/torch,vgg16,tinyimagenet,4,1004,28,0.515066,,10.06491,16.63
R/torch,vgg16,tinyimagenet,4,1004,29,0.475887,,9.694798,16.91
R/torch,vgg16,tinyimagenet,4,1004,30,0.441567,,9.986063,15.77
