phase,epoch,duration_s,gpu_j,cpu_package-0@intel-rapl:0_j,cpu_core@intel-rapl:0:0_j,cpu_package_total_j,hw_total_j
train,1,100.817175,12497.228,5452.604006,122.938085,5452.604006,17949.832006
eval,1,13.885796,1654.064,727.336867,16.570112,727.336867,2381.400867
train,2,99.437813,12451.713,5375.042527,119.046258,5375.042527,17826.755527
eval,2,13.922971,1682.549,726.321738,17.109192,726.321738,2408.870738
train,3,101.084893,12665.8,5441.797925,124.137272,5441.797925,18107.597925
eval,3,14.012926,1664.286,731.370991,16.533523,731.370991,2395.656991
train,4,100.302199,12597.576,5417.946802,117.878883,5417.946802,18015.522802
eval,4,13.921532,1674.281,727.399699,17.227655,727.399699,2401.680699
train,5,100.407153,12570.14,5420.189408,111.696372,5420.189408,17990.329408
eval,5,13.980456,1628.814,732.093961,15.927903,732.093961,2360.907961
train,6,99.273617,12471.355,5356.483657,108.674632,5356.483657,17827.838657
eval,6,13.956268,1643.709,736.880578,13.895461,736.880578,2380.589578
train,7,100.194473,12544.29,5397.625588,110.638444,5397.625588,17941.915588
eval,7,14.219611,1681.762,746.533307,17.406403,746.533307,2428.295307
train,8,100.25851,12543.568,5383.631546,120.377365,5383.631546,17927.199546
eval,8,13.979579,1682.117,732.423945,16.938668,732.423945,2414.540945
train,9,100.167223,12524.803,5369.659459,122.967121,5369.659459,17894.462459
eval,9,13.892234,1637.019,725.976662,17.149778,725.976662,2362.995662
train,10,100.36331,12536.84,5393.653473,111.212418,5393.653473,17930.493473
eval,10,13.930943,1622.042,727.550678,16.481082,727.550678,2349.592678
train,11,100.537997,12545.287,5400.565942,118.913635,5400.565942,17945.852942
eval,11,13.902193,1680.527,728.597544,13.494511,728.597544,2409.124544
train,12,100.764187,12581.697,5420.77385,109.15236,5420.77385,18002.47085
eval,12,13.870819,1650.652,722.081249,16.679726,722.081249,2372.733249
train,13,99.943417,12499.972,5386.74285,113.045897,5386.74285,17886.71485
eval,13,13.926117,1643.927,726.19296,16.636102,726.19296,2370.11996
train,14,100.545665,12556.52,5416.091384,112.773404,5416.091384,17972.611384
eval,14,13.979895,1623.89,726.872993,15.57767,726.872993,2350.762993
train,15,100.041351,12500.035,5390.633685,110.576527,5390.633685,17890.668685
eval,15,14.003654,1646.88,728.952644,16.174869,728.952644,2375.832644
train,16,100.362967,12514.111,5380.000599,120.365037,5380.000599,17894.111599
eval,16,14.012922,1644.341,727.502813,16.4603,727.502813,2371.843813
train,17,100.507479,12577.387,5409.653439,111.119376,5409.653439,17987.040439
eval,17,13.881394,1653.063,723.949545,16.801117,723.949545,2377.012545
train,18,99.156716,12394.472,5346.365314,107.59165,5346.365314,17740.837314
eval,18,13.929343,1672.175,724.850973,15.520758,724.850973,2397.025973
train,19,100.829278,12607.419,5475.739774,115.302371,5475.739774,18083.158774
eval,19,13.979969,1683.916,728.571483,16.659234,728.571483,2412.487483
train,20,100.209898,12533.123,5394.156346,122.984256,5394.156346,17927.279346
eval,20,14.027635,1653.544,731.80795,16.552245,731.80795,2385.35195
train,21,100.190786,12543.26,5385.656648,120.098739,5385.656648,17928.916648
eval,21,14.183823,1699.312,737.898241,16.746296,737.898241,2437.210241
train,22,99.493811,12443.754,5378.291108,104.875909,5378.291108,17822.045108
eval,22,13.946823,1650.84,731.573235,13.756201,731.573235,2382.413235
train,23,99.701219,12481.547,5384.937813,105.769829,5384.937813,17866.484813
eval,23,13.895776,1652.292,728.057655,13.784534,728.057655,2380.349655
train,24,100.735079,12598.816,5419.957318,115.362946,5419.957318,18018.773318
eval,24,13.862593,1668.45,724.902438,15.538869,724.902438,2393.352438
train,25,100.838872,12628.342,5439.783366,109.725024,5439.783366,18068.125366
eval,25,13.881627,1644.45,722.906234,16.335444,722.906234,2367.356234
train,26,100.001278,12513.841,5381.038784,121.462209,5381.038784,17894.879784
eval,26,13.895808,1622.021,724.119337,16.472491,724.119337,2346.140337
train,27,100.549567,12584.759,5418.112794,107.901677,5418.112794,18002.871794
eval,27,14.020824,1664.301,732.434245,15.873401,732.434245,2396.735245
train,28,99.995775,12527.296,5392.536037,112.165449,5392.536037,17919.832037
eval,28,13.865765,1652.615,726.215648,16.082832,726.215648,2378.830648
train,29,100.187038,12534.416,5393.071334,117.698594,5393.071334,17927.487334
eval,29,13.841297,1647.903,724.269964,15.89197,724.269964,2372.172964
train,30,100.064224,12562.005,5393.70445,114.59266,5393.70445,17955.70945
eval,30,13.926666,1645.55,726.199399,16.595196,726.199399,2371.749399
