ecosystem,model,dataset,repetition,seed,epoch,train_loss,train_acc,test_loss,test_acc
R/torch,resnet18,tinyimagenet,3,1003,1,4.703387,,4.375978,9.25
R/torch,resnet18,tinyimagenet,3,1003,2,4.074287,,4.177328,11.7
R/torch,resnet18,tinyimagenet,3,1003,3,3.711675,,3.82866,17.14
R/torch,resnet18,tinyimagenet,3,1003,4,3.419433,,3.7146,18.98
R/torch,resnet18,tinyimagenet,3,1003,5,3.155776,,3.686359,19.56
R/torch,resnet18,tinyimagenet,3,1003,6,2.88662,,3.733767,19.97
R/torch,resnet18,tinyimagenet,3,1003,7,2.600678,,3.731848,20.44
R/torch,resnet18,tinyimagenet,3,1003,8,2.29119,,3.819997,20.48
R/torch,resnet18,tinyimagenet,3,1003,9,1.967899,,4.12021,18.54
R/torch,resnet18,tinyimagenet,3,1003,10,1.633401,,4.156008,19.32
R/torch,resnet18,tinyimagenet,3,1003,11,1.315826,,4.281414,18.81
R/torch,resnet18,tinyimagenet,3,1003,12,1.030464,,4.624567,18.04
R/torch,resnet18,tinyimagenet,3,1003,13,0.793451,,4.840151,17.39
R/torch,resnet18,tinyimagenet,3,1003,14,0.603742,,5.096531,17.21
R/torch,resnet18,tinyimagenet,3,1003,15,0.48393,,5.285727,16.68
R/torch,resnet18,tinyimagenet,3,1003,16,0.410011,,5.44886,17.07
R/torch,resnet18,tinyimagenet,3,1003,17,0.354709,,5.647616,16.62
R/torch,resnet18,tinyimagenet,3,1003,18,0.335541,,5.959503,16.33
R/torch,resnet18,tinyimagenet,3,1003,19,0.306975,,5.969089,16.05
R/torch,resnet18,tinyimagenet,3,1003,20,0.300905,,5.957247,17.3
R/torch,resnet18,tinyimagenet,3,1003,21,0.266435,,6.019143,17.5
R/torch,resnet18,tinyimagenet,3,1003,22,0.248675,,6.217861,16.65
R/torch,resnet18,tinyimagenet,3,1003,23,0.249854,,6.358764,16.72
R/torch,resnet18,tinyimagenet,3,1003,24,0.247596,,6.37716,17.03
R/torch,resnet18,tinyimagenet,3,1003,25,0.226301,,6.514167,16.77
R/torch,resnet18,tinyimagenet,3,1003,26,0.203133,,6.512455,16.72
R/torch,resnet18,tinyimagenet,3,1003,27,0.222205,,6.568354,17.34
R/torch,resnet18,tinyimagenet,3,1003,28,0.210892,,6.594424,17.37
R/torch,resnet18,tinyimagenet,3,1003,29,0.18396,,6.709663,16.81
R/torch,resnet18,tinyimagenet,3,1003,30,0.199558,,6.736699,16.67
