phase,epoch,duration_s,gpu_j,cpu_package-0@intel-rapl:0_j,cpu_core@intel-rapl:0:0_j,cpu_package_total_j,hw_total_j
train,1,40.644723,7687.053,2065.635059,46.45208,2065.635059,9752.688059
eval,1,2.125342,433.404,110.361144,2.500969,110.361144,543.765144
train,2,39.504912,7749.705,1980.29412,44.941065,1980.29412,9729.99912
eval,2,2.049696,441.695,105.53594,2.420865,105.53594,547.23094
train,3,39.711964,7805.055,1989.959484,46.562015,1989.959484,9795.014484
eval,3,2.043109,439.381,105.490257,2.422482,105.490257,544.871257
train,4,40.073628,7925.831,2010.015895,46.296846,2010.015895,9935.846895
eval,4,2.147248,435.493,112.375749,2.934754,112.375749,547.868749
train,5,40.679921,8010.182,2043.861679,46.992611,2043.861679,10054.043679
eval,5,2.102094,439.437,107.258293,2.657044,107.258293,546.695293
train,6,40.2894,7938.295,2026.834575,46.293932,2026.834575,9965.129575
eval,6,2.106238,445.804,110.051118,2.54923,110.051118,555.855118
train,7,40.636968,8006.611,2047.45062,46.614762,2047.45062,10054.06162
eval,7,2.088761,436.722,107.404083,2.25054,107.404083,544.126083
train,8,40.605435,8008.534,2046.703741,47.183671,2046.703741,10055.237741
eval,8,2.104544,436.409,107.928363,2.707105,107.928363,544.337363
train,9,40.570611,7985.378,2043.152686,47.694417,2043.152686,10028.530686
eval,9,1.832776,393.914,92.931306,1.983479,92.931306,486.845306
train,10,40.820418,8028.992,2056.563475,47.527572,2056.563475,10085.555475
eval,10,2.106493,435.146,110.051072,2.410962,110.051072,545.197072
train,11,40.727634,7996.473,2052.9982,47.907328,2052.9982,10049.4712
eval,11,2.095196,445.878,107.282431,2.654815,107.282431,553.160431
train,12,40.774539,8025.306,2055.622195,49.930432,2055.622195,10080.928195
eval,12,2.138903,438.234,109.344245,2.681013,109.344245,547.578245
train,13,40.540941,7971.04,2042.836906,47.311686,2042.836906,10013.876906
eval,13,2.083703,437.337,106.962883,2.538931,106.962883,544.299883
train,14,40.819074,8005.052,2066.190114,48.095139,2066.190114,10071.242114
eval,14,2.106347,435.988,111.288068,2.243857,111.288068,547.276068
train,15,40.781182,8005.893,2058.88939,46.71316,2058.88939,10064.78239
eval,15,2.129861,437.852,109.466858,2.187753,109.466858,547.318858
train,16,40.51169,7959.163,2045.549824,44.084772,2045.549824,10004.712824
eval,16,2.034272,431.17,104.136674,2.305057,104.136674,535.306674
train,17,40.781302,7979.31,2062.21275,47.090201,2062.21275,10041.52275
eval,17,2.083616,438.888,107.038105,2.649598,107.038105,545.926105
train,18,40.813189,8013.336,2058.837178,48.523903,2058.837178,10072.173178
eval,18,2.124467,456.009,109.251369,2.68173,109.251369,565.260369
train,19,40.921501,8040.776,2064.860654,49.483754,2064.860654,10105.636654
eval,19,1.83315,411.289,92.69383,2.028414,92.69383,503.98283
train,20,40.802024,8033.237,2057.072452,48.454663,2057.072452,10090.309452
eval,20,2.101606,439.385,108.003127,2.722104,108.003127,547.388127
train,21,40.872972,8016.397,2061.008711,47.803024,2061.008711,10077.405711
eval,21,2.118168,433.764,108.293487,2.733608,108.293487,542.057487
train,22,40.741205,7984.497,2052.66167,48.536934,2052.66167,10037.15867
eval,22,2.133948,460.193,109.677891,2.838034,109.677891,569.870891
train,23,40.447134,7959.393,2035.034667,48.356355,2035.034667,9994.427667
eval,23,2.405171,492.39,124.349862,3.130865,124.349862,616.739862
train,24,39.742583,7849.707,1998.769925,46.931014,1998.769925,9848.476925
eval,24,2.015451,420.934,103.114617,2.34102,103.114617,524.048617
train,25,40.167039,7897.744,2021.697969,47.463183,2021.697969,9919.441969
eval,25,2.059271,438.088,105.469003,2.410764,105.469003,543.557003
train,26,40.008614,7885.773,2016.918798,46.547352,2016.918798,9902.691798
eval,26,2.060201,439.765,105.968122,2.539465,105.968122,545.733122
train,27,39.931382,7868.292,2010.585888,47.063789,2010.585888,9878.877888
eval,27,2.037788,426.12,104.547114,2.361008,104.547114,530.667114
train,28,39.850768,7853.174,2006.020176,45.680468,2006.020176,9859.194176
eval,28,2.041008,419.449,104.684451,2.60628,104.684451,524.133451
train,29,39.870593,7865.223,2007.750281,45.685748,2007.750281,9872.973281
eval,29,2.08448,425.037,106.821517,2.477991,106.821517,531.858517
train,30,39.98323,7869.117,2014.050522,46.663297,2014.050522,9883.167522
eval,30,2.056818,425.117,106.433049,2.601825,106.433049,531.550049
