ecosystem,model,dataset,repetition,seed,epoch,train_loss,train_acc,test_loss,test_acc
Java/DL4J,resnet18,cifar100,4,1004,1,3.835978,,nan,17.81
Java/DL4J,resnet18,cifar100,4,1004,2,3.398027,,nan,22.15
Java/DL4J,resnet18,cifar100,4,1004,3,2.72622,,nan,24.28
Java/DL4J,resnet18,cifar100,4,1004,4,2.528154,,nan,25.31
Java/DL4J,resnet18,cifar100,4,1004,5,1.998504,,nan,25.89
Java/DL4J,resnet18,cifar100,4,1004,6,1.725598,,nan,24.83
Java/DL4J,resnet18,cifar100,4,1004,7,1.172791,,nan,25.32
Java/DL4J,resnet18,cifar100,4,1004,8,0.832436,,nan,24.98
Java/DL4J,resnet18,cifar100,4,1004,9,0.421902,,nan,25.19
Java/DL4J,resnet18,cifar100,4,1004,10,0.257791,,nan,25.4
Java/DL4J,resnet18,cifar100,4,1004,11,0.289256,,nan,25.27
Java/DL4J,resnet18,cifar100,4,1004,12,0.293813,,nan,24.45
Java/DL4J,resnet18,cifar100,4,1004,13,0.256843,,nan,24.68
Java/DL4J,resnet18,cifar100,4,1004,14,0.450992,,nan,23.98
Java/DL4J,resnet18,cifar100,4,1004,15,0.253847,,nan,24.59
Java/DL4J,resnet18,cifar100,4,1004,16,0.134119,,nan,24.98
Java/DL4J,resnet18,cifar100,4,1004,17,0.161608,,nan,25.37
Java/DL4J,resnet18,cifar100,4,1004,18,0.076779,,nan,25.75
Java/DL4J,resnet18,cifar100,4,1004,19,0.106319,,nan,24.7
Java/DL4J,resnet18,cifar100,4,1004,20,0.292051,,nan,24.06
Java/DL4J,resnet18,cifar100,4,1004,21,0.266304,,nan,25.33
Java/DL4J,resnet18,cifar100,4,1004,22,0.189829,,nan,25.54
Java/DL4J,resnet18,cifar100,4,1004,23,0.102615,,nan,25.74
Java/DL4J,resnet18,cifar100,4,1004,24,0.143132,,nan,25.64
Java/DL4J,resnet18,cifar100,4,1004,25,0.209364,,nan,24.56
Java/DL4J,resnet18,cifar100,4,1004,26,0.359503,,nan,24.55
Java/DL4J,resnet18,cifar100,4,1004,27,0.126613,,nan,25.13
Java/DL4J,resnet18,cifar100,4,1004,28,0.130479,,nan,25.84
Java/DL4J,resnet18,cifar100,4,1004,29,0.045713,,nan,26.46
Java/DL4J,resnet18,cifar100,4,1004,30,0.060241,,nan,26.15
