ecosystem,model,dataset,repetition,seed,precision,epoch,train_loss,test_loss,test_acc
Python/PyTorch,vgg16,fashionmnist,1,1001,fp32,1,0.659286829773585,0.40715640268325803,85.01
Python/PyTorch,vgg16,fashionmnist,1,1001,fp32,2,0.3426267311175664,0.33154193148612976,88.28
Python/PyTorch,vgg16,fashionmnist,1,1001,fp32,3,0.2769419715642929,0.2714628345310688,90.07
Python/PyTorch,vgg16,fashionmnist,1,1001,fp32,4,0.23338946108818054,0.25185694893971083,90.98
Python/PyTorch,vgg16,fashionmnist,1,1001,fp32,5,0.2080285182952881,0.25574183914512394,91.08
Python/PyTorch,vgg16,fashionmnist,1,1001,fp32,6,0.18182071461677551,0.22320173055380582,92.33
Python/PyTorch,vgg16,fashionmnist,1,1001,fp32,7,0.15832868117491405,0.25020542178303,91.41
Python/PyTorch,vgg16,fashionmnist,1,1001,fp32,8,0.13953045714298884,0.233420052292943,91.88
Python/PyTorch,vgg16,fashionmnist,1,1001,fp32,9,0.12152684732675552,0.23281601613701786,92.33
Python/PyTorch,vgg16,fashionmnist,1,1001,fp32,10,0.10569212830861409,0.2539085380495526,92.28
Python/PyTorch,vgg16,fashionmnist,1,1001,fp32,11,0.09343709783156713,0.2722879658702819,91.89
Python/PyTorch,vgg16,fashionmnist,1,1001,fp32,12,0.08361433846751849,0.2773968785890145,92.01
Python/PyTorch,vgg16,fashionmnist,1,1001,fp32,13,0.06816945851941904,0.32293789948429913,92.1
Python/PyTorch,vgg16,fashionmnist,1,1001,fp32,14,0.06514049046635628,0.2888654968587293,92.14
Python/PyTorch,vgg16,fashionmnist,1,1001,fp32,15,0.05693605228513479,0.31803469281345603,92.37
Python/PyTorch,vgg16,fashionmnist,1,1001,fp32,16,0.04794422522311409,0.39293307132879274,92.33
Python/PyTorch,vgg16,fashionmnist,1,1001,fp32,17,0.04741833953410387,0.3790933271616697,92.05
Python/PyTorch,vgg16,fashionmnist,1,1001,fp32,18,0.03626148861112694,0.35977964771725235,92.13
Python/PyTorch,vgg16,fashionmnist,1,1001,fp32,19,0.03794419395575921,0.40491562939899156,92.07
Python/PyTorch,vgg16,fashionmnist,1,1001,fp32,20,0.035902109544475876,0.44374067555648616,92.05
Python/PyTorch,vgg16,fashionmnist,1,1001,fp32,21,0.03514342468554775,0.3551318273553625,92.47
Python/PyTorch,vgg16,fashionmnist,1,1001,fp32,22,0.033353967699905236,0.3659107787967543,92.15
Python/PyTorch,vgg16,fashionmnist,1,1001,fp32,23,0.024079340357426555,0.3698240311126807,92.57
Python/PyTorch,vgg16,fashionmnist,1,1001,fp32,24,0.032982622718562685,0.3307821887254715,92.45
Python/PyTorch,vgg16,fashionmnist,1,1001,fp32,25,0.026545692382007838,0.4196766527703585,92.5
Python/PyTorch,vgg16,fashionmnist,1,1001,fp32,26,0.0251531077189371,0.4670810247481277,92.14
Python/PyTorch,vgg16,fashionmnist,1,1001,fp32,27,0.022559987215449412,0.4028581023335805,92.06
Python/PyTorch,vgg16,fashionmnist,1,1001,fp32,28,0.023142671174183487,0.43638746589384975,91.93
Python/PyTorch,vgg16,fashionmnist,1,1001,fp32,29,0.02034371770446499,0.4280777386804981,92.25
Python/PyTorch,vgg16,fashionmnist,1,1001,fp32,30,0.02530614128387533,0.4434095549923484,92.02
