phase,epoch,duration_s,gpu_j,cpu_package-0@intel-rapl:0_j,cpu_core@intel-rapl:0:0_j,cpu_package_total_j,hw_total_j
train,1,14.461074,2759.623,775.820338,18.402217,775.820338,3535.443338
eval,1,0.910144,144.312,49.723183,1.053763,49.723183,194.035183
train,2,7.197109,1808.95,422.32606,10.030639,422.32606,2231.27606
eval,2,0.710741,88.927,39.688317,1.043037,39.688317,128.615317
train,3,6.827794,1787.598,399.527129,11.836989,399.527129,2187.125129
eval,3,0.693193,91.1,38.997998,0.930937,38.997998,130.097998
train,4,6.867416,1794.958,402.655248,11.553998,402.655248,2197.613248
eval,4,0.706634,97.756,40.178189,0.887406,40.178189,137.934189
train,5,7.065529,1846.75,413.620409,9.980319,413.620409,2260.370409
eval,5,0.726678,91.074,40.696687,0.994684,40.696687,131.770687
train,6,6.914407,1819.464,405.432646,10.858142,405.432646,2224.896646
eval,6,0.729306,103.69,42.18068,0.919157,42.18068,145.87068
train,7,6.866783,1821.826,401.334012,11.660011,401.334012,2223.160012
eval,7,0.718595,94.293,40.444869,0.987268,40.444869,134.737869
train,8,6.803091,1821.445,398.079877,10.298311,398.079877,2219.524877
eval,8,0.734362,94.769,41.269488,0.936948,41.269488,136.038488
train,9,6.948184,1857.516,410.105241,11.190675,410.105241,2267.621241
eval,9,0.691437,87.254,39.045161,0.888581,39.045161,126.299161
train,10,6.908296,1821.774,403.071486,12.871008,403.071486,2224.845486
eval,10,0.731238,110.351,41.389477,0.814121,41.389477,151.740477
train,11,7.055288,1859.668,421.179619,10.899537,421.179619,2280.847619
eval,11,0.699239,97.129,39.595212,0.984705,39.595212,136.724212
train,12,7.029553,1861.56,410.034322,12.983414,410.034322,2271.594322
eval,12,0.700447,96.955,39.414374,1.145921,39.414374,136.369374
train,13,6.981544,1863.966,409.647409,14.299828,409.647409,2273.613409
eval,13,0.723225,102.637,40.696352,1.053031,40.696352,143.333352
train,14,6.873523,1829.454,403.394605,11.380302,403.394605,2232.848605
eval,14,0.731177,106.186,41.205907,1.03614,41.205907,147.391907
train,15,6.972611,1858.556,406.700373,13.954692,406.700373,2265.256373
eval,15,0.728837,94.073,41.665295,0.98704,41.665295,135.738295
train,16,6.964574,1862.126,410.565163,11.546477,410.565163,2272.691163
eval,16,0.716878,99.893,40.405915,1.183258,40.405915,140.298915
train,17,7.083448,1878.431,415.370594,11.766008,415.370594,2293.801594
eval,17,0.728211,103.775,42.36074,0.877488,42.36074,146.13574
train,18,7.097336,1843.645,416.762871,11.871411,416.762871,2260.407871
eval,18,0.68044,91.164,38.533637,0.927808,38.533637,129.697637
train,19,6.887123,1841.383,405.499888,11.973258,405.499888,2246.882888
eval,19,0.73188,97.478,41.244465,0.800587,41.244465,138.722465
train,20,7.039122,1875.782,417.51361,11.339303,417.51361,2293.29561
eval,20,0.728415,102.756,41.236683,0.99441,41.236683,143.992683
train,21,7.077289,1861.751,414.799685,11.545546,414.799685,2276.550685
eval,21,0.72784,106.074,41.227421,0.877838,41.227421,147.301421
train,22,7.034463,1879.656,419.907896,12.238869,419.907896,2299.563896
eval,22,0.685299,86.982,38.839392,1.01838,38.839392,125.821392
train,23,6.982268,1856.835,412.359122,11.455172,412.359122,2269.194122
eval,23,0.730982,94.419,41.370083,0.820819,41.370083,135.789083
train,24,7.008813,1853.049,416.869403,11.559323,416.869403,2269.918403
eval,24,0.740107,105.887,41.840534,1.159196,41.840534,147.727534
train,25,7.179095,1881.42,452.761635,15.41026,452.761635,2334.181635
eval,25,0.726555,94.117,41.18119,0.833605,41.18119,135.29819
train,26,7.027384,1863.063,411.71644,13.14167,411.71644,2274.77944
eval,26,0.732254,105.487,41.623427,1.189987,41.623427,147.110427
train,27,6.906773,1853.288,406.445091,12.15852,406.445091,2259.733091
eval,27,0.700223,88.272,39.564284,1.181565,39.564284,127.836284
train,28,7.018696,1878.687,413.39183,10.8947,413.39183,2292.07883
eval,28,0.706331,89.461,40.864098,0.985819,40.864098,130.325098
train,29,6.977533,1853.909,411.367093,13.257051,411.367093,2265.276093
eval,29,0.711329,95.833,40.137298,1.123691,40.137298,135.970298
train,30,6.946011,1837.759,407.053611,13.921537,407.053611,2244.812611
eval,30,0.71562,91.849,40.449263,0.834506,40.449263,132.298263
