ecosystem,model,dataset,repetition,seed,precision,epoch,train_loss,test_loss,test_acc
Python/PyTorch,resnet18,fashionmnist,3,1003,fp32,1,0.43583894205888113,0.3608685770392418,86.52
Python/PyTorch,resnet18,fashionmnist,3,1003,fp32,2,0.27615571586290993,0.3233704851388931,88.25
Python/PyTorch,resnet18,fashionmnist,3,1003,fp32,3,0.2229832284530004,0.3234443890243769,88.6
Python/PyTorch,resnet18,fashionmnist,3,1003,fp32,4,0.18452230727672578,0.3261984838604927,88.85
Python/PyTorch,resnet18,fashionmnist,3,1003,fp32,5,0.15182733330726625,0.3418326210141182,88.57
Python/PyTorch,resnet18,fashionmnist,3,1003,fp32,6,0.12925377999146778,0.3493286957204342,88.78
Python/PyTorch,resnet18,fashionmnist,3,1003,fp32,7,0.10873269952138265,0.3372434322506189,89.87
Python/PyTorch,resnet18,fashionmnist,3,1003,fp32,8,0.09282808677752813,0.3729651810057461,89.37
Python/PyTorch,resnet18,fashionmnist,3,1003,fp32,9,0.08399810148278872,0.3989509013882838,88.87
Python/PyTorch,resnet18,fashionmnist,3,1003,fp32,10,0.07274612222711245,0.4121370574622415,89.65
Python/PyTorch,resnet18,fashionmnist,3,1003,fp32,11,0.06622370761036873,0.39561395077873024,89.28
Python/PyTorch,resnet18,fashionmnist,3,1003,fp32,12,0.05673863133589427,0.4360000652521849,89.48
Python/PyTorch,resnet18,fashionmnist,3,1003,fp32,13,0.05316550570825736,0.4212539827018976,89.77
Python/PyTorch,resnet18,fashionmnist,3,1003,fp32,14,0.05081436614990235,0.4542479758966481,89.7
Python/PyTorch,resnet18,fashionmnist,3,1003,fp32,15,0.04603682173391183,0.47622046659529443,89.0
Python/PyTorch,resnet18,fashionmnist,3,1003,fp32,16,0.0425503567074736,0.5019825058592483,88.99
Python/PyTorch,resnet18,fashionmnist,3,1003,fp32,17,0.03860436950375636,0.520040199286677,88.65
Python/PyTorch,resnet18,fashionmnist,3,1003,fp32,18,0.03763045264283816,0.4913023952549382,88.9
Python/PyTorch,resnet18,fashionmnist,3,1003,fp32,19,0.0372231903920571,0.46016149473935364,89.73
Python/PyTorch,resnet18,fashionmnist,3,1003,fp32,20,0.034110037902990976,0.4920545757639222,89.69
Python/PyTorch,resnet18,fashionmnist,3,1003,fp32,21,0.03173439461663365,0.4707928447816521,89.51
Python/PyTorch,resnet18,fashionmnist,3,1003,fp32,22,0.03176101943850517,0.5314563417546451,89.32
Python/PyTorch,resnet18,fashionmnist,3,1003,fp32,23,0.02679132370141645,0.5123592385569354,90.06
Python/PyTorch,resnet18,fashionmnist,3,1003,fp32,24,0.030866430817296106,0.5253363725099712,89.66
Python/PyTorch,resnet18,fashionmnist,3,1003,fp32,25,0.028247229307020703,0.5195112803336233,89.61
Python/PyTorch,resnet18,fashionmnist,3,1003,fp32,26,0.024668826846033335,0.5190436111398041,89.67
Python/PyTorch,resnet18,fashionmnist,3,1003,fp32,27,0.02358475492199262,0.523013270487776,90.11
Python/PyTorch,resnet18,fashionmnist,3,1003,fp32,28,0.026696678394575915,0.5137710666583851,89.95
Python/PyTorch,resnet18,fashionmnist,3,1003,fp32,29,0.022870390441268682,0.5290000854585596,90.01
Python/PyTorch,resnet18,fashionmnist,3,1003,fp32,30,0.0245416067323337,0.5217677180858562,89.54
