phase,epoch,duration_s,gpu_j,cpu_package-0@intel-rapl:0_j,cpu_core@intel-rapl:0:0_j,cpu_package_total_j,hw_total_j
train,1,52.02254,16694.134,2639.284134,53.777737,2639.284134,19333.418134
eval,1,2.825833,928.224,149.189444,2.796593,149.189444,1077.413444
train,2,48.997851,16576.737,2470.899348,56.276158,2470.899348,19047.636348
eval,2,2.793109,945.292,145.424197,3.212557,145.424197,1090.716197
train,3,48.961311,16520.848,2486.517864,51.310198,2486.517864,19007.365864
eval,3,2.818138,984.587,147.33642,3.293989,147.33642,1131.92342
train,4,49.026699,16509.34,2503.85466,57.118049,2503.85466,19013.19466
eval,4,2.795718,952.876,147.374139,3.301114,147.374139,1100.250139
train,5,49.045532,16515.218,2525.901601,58.143035,2525.901601,19041.119601
eval,5,2.795475,956.17,149.386623,3.29582,149.386623,1105.556623
train,6,49.027668,16541.108,2553.742796,55.671254,2553.742796,19094.850796
eval,6,2.792509,962.008,148.875113,3.293348,148.875113,1110.883113
train,7,49.008468,16602.349,2562.057247,59.436166,2562.057247,19164.406247
eval,7,2.795024,937.511,151.108823,3.536789,151.108823,1088.619823
train,8,49.071336,16555.846,2582.241842,60.533796,2582.241842,19138.087842
eval,8,2.796464,940.519,152.014615,3.61195,152.014615,1092.533615
train,9,49.032034,16550.999,2580.518314,58.579887,2580.518314,19131.517314
eval,9,2.81764,960.889,152.486316,3.519258,152.486316,1113.375316
train,10,49.004629,16530.313,2584.950518,59.367169,2584.950518,19115.263518
eval,10,2.804999,963.488,153.097124,3.512682,153.097124,1116.585124
train,11,49.031152,16583.2,2588.377999,60.60206,2588.377999,19171.577999
eval,11,2.810447,945.958,152.636669,3.633631,152.636669,1098.594669
train,12,49.073976,16581.317,2591.532697,61.147884,2591.532697,19172.849697
eval,12,2.807968,935.22,151.399733,3.565596,151.399733,1086.619733
train,13,48.998685,16644.261,2590.786337,60.905481,2590.786337,19235.047337
eval,13,2.825932,931.997,152.224763,3.602765,152.224763,1084.221763
train,14,49.091267,16564.225,2598.492649,60.938942,2598.492649,19162.717649
eval,14,2.820486,924.45,152.963861,3.517014,152.963861,1077.413861
train,15,49.078062,16530.219,2601.268445,60.731524,2601.268445,19131.487445
eval,15,2.81148,915.645,152.184177,3.487567,152.184177,1067.829177
train,16,49.158697,16544.789,2609.756608,59.842959,2609.756608,19154.545608
eval,16,2.824285,930.992,153.253656,3.038219,153.253656,1084.245656
train,17,49.188111,16535.957,2616.000167,61.738277,2616.000167,19151.957167
eval,17,2.817511,957.401,152.392342,3.634318,152.392342,1109.793342
train,18,49.170218,16541.3,2616.043088,62.054103,2616.043088,19157.343088
eval,18,2.834387,946.623,153.22253,3.602368,153.22253,1099.84553
train,19,49.213818,16562.842,2619.761736,62.111199,2619.761736,19182.603736
eval,19,2.827884,910.483,152.900204,3.640208,152.900204,1063.383204
train,20,49.141427,16527.006,2616.059215,60.503067,2616.059215,19143.065215
eval,20,2.842717,950.702,154.139734,3.563719,154.139734,1104.841734
train,21,49.170957,16490.006,2621.985101,61.148541,2621.985101,19111.991101
eval,21,2.820918,953.622,153.148193,3.621456,153.148193,1106.770193
train,22,49.204891,16497.594,2620.225641,61.575963,2620.225641,19117.819641
eval,22,2.828038,918.46,153.37488,3.526887,153.37488,1071.83488
train,23,49.171667,16501.894,2625.692582,60.62188,2625.692582,19127.586582
eval,23,2.820898,915.715,153.613501,3.814699,153.613501,1069.328501
train,24,49.155197,16457.029,2620.027485,61.300663,2620.027485,19077.056485
eval,24,2.831412,917.596,153.893713,3.900357,153.893713,1071.489713
train,25,49.152279,16501.922,2621.639111,61.250831,2621.639111,19123.561111
eval,25,2.833166,910.542,155.786163,3.631312,155.786163,1066.328163
train,26,49.230355,16453.695,2634.374552,59.372448,2634.374552,19088.069552
eval,26,2.840159,927.078,154.968976,3.739568,154.968976,1082.046976
train,27,49.331949,16419.575,2639.953212,63.17111,2639.953212,19059.528212
eval,27,2.828921,915.591,156.140073,3.527223,156.140073,1071.731073
train,28,49.316793,16431.699,2641.25594,61.944825,2641.25594,19072.95494
eval,28,2.827646,903.354,154.627242,3.516328,154.627242,1057.981242
train,29,49.327852,16442.44,2643.065799,62.817522,2643.065799,19085.505799
eval,29,2.832465,941.583,155.050225,3.628535,155.050225,1096.633225
train,30,49.295764,16399.683,2640.364111,62.562393,2640.364111,19040.047111
eval,30,2.841368,922.871,155.387121,3.633418,155.387121,1078.258121
