ecosystem,model,dataset,repetition,seed,precision,epoch,train_loss,test_loss,test_acc
Python/PyTorch,vgg16,fashionmnist,3,1003,fp32,1,0.6497691514174143,0.4098380858898163,85.16
Python/PyTorch,vgg16,fashionmnist,3,1003,fp32,2,0.34328478004137675,0.350500795006752,87.41
Python/PyTorch,vgg16,fashionmnist,3,1003,fp32,3,0.2761979482650757,0.27610043688341973,90.19
Python/PyTorch,vgg16,fashionmnist,3,1003,fp32,4,0.23746157779693602,0.27744257671236994,89.92
Python/PyTorch,vgg16,fashionmnist,3,1003,fp32,5,0.2053754742940267,0.24511501088142396,91.77
Python/PyTorch,vgg16,fashionmnist,3,1003,fp32,6,0.18356172965765,0.23351613424420356,91.85
Python/PyTorch,vgg16,fashionmnist,3,1003,fp32,7,0.15978081793785096,0.23030408733338117,91.83
Python/PyTorch,vgg16,fashionmnist,3,1003,fp32,8,0.14417611220677692,0.24005392643921078,92.11
Python/PyTorch,vgg16,fashionmnist,3,1003,fp32,9,0.12857138459682466,0.2513229681544006,92.03
Python/PyTorch,vgg16,fashionmnist,3,1003,fp32,10,0.11035904613335927,0.2688967611044529,91.44
Python/PyTorch,vgg16,fashionmnist,3,1003,fp32,11,0.09666962207158407,0.2661089719578624,92.36
Python/PyTorch,vgg16,fashionmnist,3,1003,fp32,12,0.08516371083259583,0.26061006577536466,92.29
Python/PyTorch,vgg16,fashionmnist,3,1003,fp32,13,0.07397145368854205,0.2857882242500782,92.15
Python/PyTorch,vgg16,fashionmnist,3,1003,fp32,14,0.06798999603192012,0.2910888114094734,92.12
Python/PyTorch,vgg16,fashionmnist,3,1003,fp32,15,0.05737088790188233,0.313244789407053,92.52
Python/PyTorch,vgg16,fashionmnist,3,1003,fp32,16,0.05262097583860159,0.34038078479170797,92.35
Python/PyTorch,vgg16,fashionmnist,3,1003,fp32,17,0.047017247596383094,0.32212198883295057,92.61
Python/PyTorch,vgg16,fashionmnist,3,1003,fp32,18,0.04176862706715862,0.3663640335123986,92.72
Python/PyTorch,vgg16,fashionmnist,3,1003,fp32,19,0.03718617024670044,0.3143578481402248,92.71
Python/PyTorch,vgg16,fashionmnist,3,1003,fp32,20,0.03626640044786036,0.4006920195605815,93.02
Python/PyTorch,vgg16,fashionmnist,3,1003,fp32,21,0.03709952929032346,0.33121393448598685,93.07
Python/PyTorch,vgg16,fashionmnist,3,1003,fp32,22,0.032252611511511105,0.39017019325608854,92.8
Python/PyTorch,vgg16,fashionmnist,3,1003,fp32,23,0.027931087583551804,0.4185241398997023,92.77
Python/PyTorch,vgg16,fashionmnist,3,1003,fp32,24,0.03140367558225989,0.35438347977416124,92.76
Python/PyTorch,vgg16,fashionmnist,3,1003,fp32,25,0.02943758116165797,0.38538029354968895,92.79
Python/PyTorch,vgg16,fashionmnist,3,1003,fp32,26,0.022625293765527507,0.3614239737570014,92.32
Python/PyTorch,vgg16,fashionmnist,3,1003,fp32,27,0.026808379417223235,0.3918624296831433,92.51
Python/PyTorch,vgg16,fashionmnist,3,1003,fp32,28,0.02174881845864778,0.4060108367189765,92.73
Python/PyTorch,vgg16,fashionmnist,3,1003,fp32,29,0.02295144028176243,0.35901914861630646,92.61
Python/PyTorch,vgg16,fashionmnist,3,1003,fp32,30,0.02222769565389802,0.4549308719291235,92.68
