timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-08-21T20:47:12,Python-JAX_resnet18_cifar100_rep4,f078a956-8664-42bb-9cfe-496dbd40aecd,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,6.151718417997472,2.486249008611803e-05,4.041552034205648e-06,38.37720975098302,202.68639548084948,20.0,2.647176117739035e-05,0.0001286970474030369,8.77771358322611e-06,0.00016394652216365335,0.0,Denmark,DNK,capital region,,,Linux-7.0.0-29-generic-x86_64-with-glibc2.43,3.11.15,3.3.0,24,AMD Ryzen 9 5900X 12-Core Processor,1,1 x NVIDIA GeForce RTX 3090,12.5683,55.7056,30.241161346435547,machine,2.1,84.0,21.4,6.4661865234375,N,1.0,0.0
