ecosystem,model,dataset,repetition,seed,epoch,train_loss,train_acc,test_loss,test_acc
C++/LibTorch,resnet18,tinyimagenet,3,1003,1,4.785921,,4.408945,8.59
C++/LibTorch,resnet18,tinyimagenet,3,1003,2,4.15334,,4.172821,12.06
C++/LibTorch,resnet18,tinyimagenet,3,1003,3,3.778482,,3.922232,15.44
C++/LibTorch,resnet18,tinyimagenet,3,1003,4,3.465723,,3.857082,16.82
C++/LibTorch,resnet18,tinyimagenet,3,1003,5,3.175291,,3.806566,18.1
C++/LibTorch,resnet18,tinyimagenet,3,1003,6,2.861801,,3.899419,17.77
C++/LibTorch,resnet18,tinyimagenet,3,1003,7,2.526178,,4.000338,17.33
C++/LibTorch,resnet18,tinyimagenet,3,1003,8,2.166358,,4.116395,17.12
C++/LibTorch,resnet18,tinyimagenet,3,1003,9,1.798878,,4.223544,17.11
C++/LibTorch,resnet18,tinyimagenet,3,1003,10,1.441266,,4.41647,16.24
C++/LibTorch,resnet18,tinyimagenet,3,1003,11,1.112352,,4.688889,15.73
C++/LibTorch,resnet18,tinyimagenet,3,1003,12,0.83064,,4.996682,15.12
C++/LibTorch,resnet18,tinyimagenet,3,1003,13,0.608843,,5.203901,14.6
C++/LibTorch,resnet18,tinyimagenet,3,1003,14,0.449776,,5.418756,14.87
C++/LibTorch,resnet18,tinyimagenet,3,1003,15,0.356349,,5.700911,15.06
C++/LibTorch,resnet18,tinyimagenet,3,1003,16,0.315021,,5.886774,14.92
C++/LibTorch,resnet18,tinyimagenet,3,1003,17,0.264536,,6.188834,13.59
C++/LibTorch,resnet18,tinyimagenet,3,1003,18,0.25492,,6.220983,14.22
C++/LibTorch,resnet18,tinyimagenet,3,1003,19,0.232894,,6.342498,14.42
C++/LibTorch,resnet18,tinyimagenet,3,1003,20,0.217606,,6.540883,14.04
C++/LibTorch,resnet18,tinyimagenet,3,1003,21,0.211057,,6.626851,13.84
C++/LibTorch,resnet18,tinyimagenet,3,1003,22,0.20216,,6.723647,14.46
C++/LibTorch,resnet18,tinyimagenet,3,1003,23,0.195202,,6.911426,13.63
C++/LibTorch,resnet18,tinyimagenet,3,1003,24,0.187293,,7.183153,12.8
C++/LibTorch,resnet18,tinyimagenet,3,1003,25,0.181352,,7.018764,14.33
C++/LibTorch,resnet18,tinyimagenet,3,1003,26,0.178285,,7.070151,14.38
C++/LibTorch,resnet18,tinyimagenet,3,1003,27,0.171464,,7.185518,13.74
C++/LibTorch,resnet18,tinyimagenet,3,1003,28,0.155955,,7.25406,13.88
C++/LibTorch,resnet18,tinyimagenet,3,1003,29,0.161066,,7.308527,13.66
C++/LibTorch,resnet18,tinyimagenet,3,1003,30,0.165072,,7.45411,13.06
