ecosystem,model,dataset,repetition,seed,epoch,train_loss,train_acc,test_loss,test_acc
Rust/tch,resnet18,cifar100,3,1003,1,3.809227,,3.388725,19.43
Rust/tch,resnet18,cifar100,3,1003,2,3.067544,,3.101457,25.15
Rust/tch,resnet18,cifar100,3,1003,3,2.648711,,2.961877,27.7
Rust/tch,resnet18,cifar100,3,1003,4,2.275289,,2.891129,29.34
Rust/tch,resnet18,cifar100,3,1003,5,1.907383,,2.908383,29.78
Rust/tch,resnet18,cifar100,3,1003,6,1.536366,,2.976878,30.2
Rust/tch,resnet18,cifar100,3,1003,7,1.158273,,3.001598,30.65
Rust/tch,resnet18,cifar100,3,1003,8,0.819302,,3.211729,29.8
Rust/tch,resnet18,cifar100,3,1003,9,0.536933,,3.306945,29.29
Rust/tch,resnet18,cifar100,3,1003,10,0.322709,,3.455053,29.6
Rust/tch,resnet18,cifar100,3,1003,11,0.199976,,3.629851,29.01
Rust/tch,resnet18,cifar100,3,1003,12,0.153209,,3.709704,29.5
Rust/tch,resnet18,cifar100,3,1003,13,0.114013,,3.820789,29.64
Rust/tch,resnet18,cifar100,3,1003,14,0.118556,,3.941712,29.4
Rust/tch,resnet18,cifar100,3,1003,15,0.189039,,4.217055,27.29
Rust/tch,resnet18,cifar100,3,1003,16,0.188069,,4.17996,28.88
Rust/tch,resnet18,cifar100,3,1003,17,0.111557,,4.193924,29.9
Rust/tch,resnet18,cifar100,3,1003,18,0.080031,,4.220267,29.65
Rust/tch,resnet18,cifar100,3,1003,19,0.077177,,4.367833,29.04
Rust/tch,resnet18,cifar100,3,1003,20,0.168651,,4.51109,29.12
Rust/tch,resnet18,cifar100,3,1003,21,0.152912,,4.472303,29.3
Rust/tch,resnet18,cifar100,3,1003,22,0.079696,,4.491646,29.76
Rust/tch,resnet18,cifar100,3,1003,23,0.060598,,4.561823,29.65
Rust/tch,resnet18,cifar100,3,1003,24,0.066674,,4.654319,29.07
Rust/tch,resnet18,cifar100,3,1003,25,0.14877,,4.859371,27.54
Rust/tch,resnet18,cifar100,3,1003,26,0.132901,,4.702975,30.19
Rust/tch,resnet18,cifar100,3,1003,27,0.065362,,4.677604,30.21
Rust/tch,resnet18,cifar100,3,1003,28,0.058919,,4.768108,29.6
Rust/tch,resnet18,cifar100,3,1003,29,0.069311,,4.775683,29.67
Rust/tch,resnet18,cifar100,3,1003,30,0.099405,,5.075498,27.62
