ecosystem,model,dataset,repetition,seed,epoch,train_loss,train_acc,test_loss,test_acc
Rust/tch,vgg16,fashionmnist,0,1000,1,0.677315,,0.421751,84.82
Rust/tch,vgg16,fashionmnist,0,1000,2,0.33216,,0.348058,87.44
Rust/tch,vgg16,fashionmnist,0,1000,3,0.269233,,0.273852,89.61
Rust/tch,vgg16,fashionmnist,0,1000,4,0.22894,,0.249862,91.07
Rust/tch,vgg16,fashionmnist,0,1000,5,0.199821,,0.257009,91.04
Rust/tch,vgg16,fashionmnist,0,1000,6,0.177718,,0.267783,90.91
Rust/tch,vgg16,fashionmnist,0,1000,7,0.153121,,0.232147,92.04
Rust/tch,vgg16,fashionmnist,0,1000,8,0.136686,,0.260875,91.34
Rust/tch,vgg16,fashionmnist,0,1000,9,0.120874,,0.261359,91.5
Rust/tch,vgg16,fashionmnist,0,1000,10,0.107793,,0.255884,91.67
Rust/tch,vgg16,fashionmnist,0,1000,11,0.092388,,0.302832,91.89
Rust/tch,vgg16,fashionmnist,0,1000,12,0.0793,,0.299253,91.78
Rust/tch,vgg16,fashionmnist,0,1000,13,0.069097,,0.299994,91.71
Rust/tch,vgg16,fashionmnist,0,1000,14,0.065196,,0.298446,92.43
Rust/tch,vgg16,fashionmnist,0,1000,15,0.052338,,0.318491,92.53
Rust/tch,vgg16,fashionmnist,0,1000,16,0.049599,,0.365455,91.72
Rust/tch,vgg16,fashionmnist,0,1000,17,0.045748,,0.365676,91.57
Rust/tch,vgg16,fashionmnist,0,1000,18,0.046382,,0.31135,91.52
Rust/tch,vgg16,fashionmnist,0,1000,19,0.038741,,0.416556,91.75
Rust/tch,vgg16,fashionmnist,0,1000,20,0.035973,,0.429666,92.18
Rust/tch,vgg16,fashionmnist,0,1000,21,0.032515,,0.376601,92.22
Rust/tch,vgg16,fashionmnist,0,1000,22,0.030756,,0.399461,92.4
Rust/tch,vgg16,fashionmnist,0,1000,23,0.024637,,0.493864,92.62
Rust/tch,vgg16,fashionmnist,0,1000,24,0.030133,,0.392358,92.59
Rust/tch,vgg16,fashionmnist,0,1000,25,0.026194,,0.455973,92.1
Rust/tch,vgg16,fashionmnist,0,1000,26,0.02061,,0.462633,92.28
Rust/tch,vgg16,fashionmnist,0,1000,27,0.024981,,0.478517,92.03
Rust/tch,vgg16,fashionmnist,0,1000,28,0.026448,,0.418899,92.16
Rust/tch,vgg16,fashionmnist,0,1000,29,0.023883,,0.377482,92.45
Rust/tch,vgg16,fashionmnist,0,1000,30,0.022917,,0.329308,92.72
