ecosystem,model,dataset,repetition,seed,epoch,train_loss,train_acc,test_loss,test_acc
R/torch,resnet18,tinyimagenet,4,1004,1,4.704914,,4.385401,9.24
R/torch,resnet18,tinyimagenet,4,1004,2,4.07672,,4.113426,13.06
R/torch,resnet18,tinyimagenet,4,1004,3,3.718599,,4.018993,15.11
R/torch,resnet18,tinyimagenet,4,1004,4,3.427946,,3.73064,18.93
R/torch,resnet18,tinyimagenet,4,1004,5,3.163172,,3.781874,18.93
R/torch,resnet18,tinyimagenet,4,1004,6,2.898416,,3.692161,20.65
R/torch,resnet18,tinyimagenet,4,1004,7,2.606778,,3.724319,20.6
R/torch,resnet18,tinyimagenet,4,1004,8,2.303495,,3.792513,20.74
R/torch,resnet18,tinyimagenet,4,1004,9,1.976758,,4.005091,19.63
R/torch,resnet18,tinyimagenet,4,1004,10,1.646731,,4.138166,20.12
R/torch,resnet18,tinyimagenet,4,1004,11,1.329246,,4.329952,18.92
R/torch,resnet18,tinyimagenet,4,1004,12,1.034659,,4.600938,18.5
R/torch,resnet18,tinyimagenet,4,1004,13,0.795485,,4.931396,17.38
R/torch,resnet18,tinyimagenet,4,1004,14,0.604155,,5.172639,16.96
R/torch,resnet18,tinyimagenet,4,1004,15,0.481131,,5.343422,16.54
R/torch,resnet18,tinyimagenet,4,1004,16,0.408159,,5.421845,17.46
R/torch,resnet18,tinyimagenet,4,1004,17,0.382789,,5.570243,17.07
R/torch,resnet18,tinyimagenet,4,1004,18,0.315005,,5.741448,17.5
R/torch,resnet18,tinyimagenet,4,1004,19,0.303926,,6.022826,16.62
R/torch,resnet18,tinyimagenet,4,1004,20,0.28176,,6.093385,16.75
R/torch,resnet18,tinyimagenet,4,1004,21,0.274427,,6.14282,17.11
R/torch,resnet18,tinyimagenet,4,1004,22,0.260939,,6.336449,16.46
R/torch,resnet18,tinyimagenet,4,1004,23,0.242673,,6.343182,17.11
R/torch,resnet18,tinyimagenet,4,1004,24,0.23873,,6.385191,16.67
R/torch,resnet18,tinyimagenet,4,1004,25,0.230216,,6.530193,16.77
R/torch,resnet18,tinyimagenet,4,1004,26,0.228058,,6.589378,17.31
R/torch,resnet18,tinyimagenet,4,1004,27,0.205902,,6.620637,16.88
R/torch,resnet18,tinyimagenet,4,1004,28,0.200039,,6.70673,17.47
R/torch,resnet18,tinyimagenet,4,1004,29,0.189652,,6.767617,17.17
R/torch,resnet18,tinyimagenet,4,1004,30,0.203032,,6.80961,16.96
