ecosystem,model,dataset,repetition,seed,epoch,train_loss,train_acc,test_loss,test_acc
R/torch,vgg16,cifar100,2,1002,1,4.36151,,4.004569,7.4
R/torch,vgg16,cifar100,2,1002,2,3.959837,,3.749433,11.62
R/torch,vgg16,cifar100,2,1002,3,3.727482,,3.559272,14.91
R/torch,vgg16,cifar100,2,1002,4,3.526063,,3.396342,17.76
R/torch,vgg16,cifar100,2,1002,5,3.35295,,3.201697,21.43
R/torch,vgg16,cifar100,2,1002,6,3.163941,,3.063539,23.58
R/torch,vgg16,cifar100,2,1002,7,2.979781,,2.883633,27.25
R/torch,vgg16,cifar100,2,1002,8,2.79726,,2.750949,30.12
R/torch,vgg16,cifar100,2,1002,9,2.609629,,2.655022,32.08
R/torch,vgg16,cifar100,2,1002,10,2.437955,,2.588629,33.79
R/torch,vgg16,cifar100,2,1002,11,2.263703,,2.516459,34.89
R/torch,vgg16,cifar100,2,1002,12,2.085155,,2.475396,36.4
R/torch,vgg16,cifar100,2,1002,13,1.90412,,2.448541,37.43
R/torch,vgg16,cifar100,2,1002,14,1.710942,,2.619221,36.32
R/torch,vgg16,cifar100,2,1002,15,1.537773,,2.692026,35.86
R/torch,vgg16,cifar100,2,1002,16,1.355712,,2.738209,37.0
R/torch,vgg16,cifar100,2,1002,17,1.183959,,2.898293,36.4
R/torch,vgg16,cifar100,2,1002,18,1.021517,,3.014535,37.02
R/torch,vgg16,cifar100,2,1002,19,0.881456,,3.274019,35.99
R/torch,vgg16,cifar100,2,1002,20,0.765458,,3.394957,36.4
R/torch,vgg16,cifar100,2,1002,21,0.637994,,3.664232,36.86
R/torch,vgg16,cifar100,2,1002,22,0.558324,,3.812883,36.9
R/torch,vgg16,cifar100,2,1002,23,0.50183,,4.158782,35.55
R/torch,vgg16,cifar100,2,1002,24,0.424076,,4.018957,35.8
R/torch,vgg16,cifar100,2,1002,25,0.368109,,4.450359,35.35
R/torch,vgg16,cifar100,2,1002,26,0.342735,,4.555939,36.11
R/torch,vgg16,cifar100,2,1002,27,0.304572,,4.448447,36.68
R/torch,vgg16,cifar100,2,1002,28,0.270333,,4.792695,35.9
R/torch,vgg16,cifar100,2,1002,29,0.249751,,4.724746,36.19
R/torch,vgg16,cifar100,2,1002,30,0.21921,,4.882799,36.59
