ecosystem,model,dataset,repetition,seed,epoch,train_loss,train_acc,test_loss,test_acc
Rust/tch,resnet18,fashionmnist,2,1002,1,0.445843,,0.372609,86.04
Rust/tch,resnet18,fashionmnist,2,1002,2,0.2848,,0.329913,87.56
Rust/tch,resnet18,fashionmnist,2,1002,3,0.227747,,0.297981,88.98
Rust/tch,resnet18,fashionmnist,2,1002,4,0.18438,,0.306441,89.23
Rust/tch,resnet18,fashionmnist,2,1002,5,0.152286,,0.327768,88.43
Rust/tch,resnet18,fashionmnist,2,1002,6,0.125796,,0.337057,89.07
Rust/tch,resnet18,fashionmnist,2,1002,7,0.104906,,0.335241,89.14
Rust/tch,resnet18,fashionmnist,2,1002,8,0.090901,,0.375093,88.66
Rust/tch,resnet18,fashionmnist,2,1002,9,0.083031,,0.362777,89.77
Rust/tch,resnet18,fashionmnist,2,1002,10,0.066397,,0.399491,89.3
Rust/tch,resnet18,fashionmnist,2,1002,11,0.06168,,0.399834,89.42
Rust/tch,resnet18,fashionmnist,2,1002,12,0.051874,,0.395825,90.11
Rust/tch,resnet18,fashionmnist,2,1002,13,0.048936,,0.428489,89.81
Rust/tch,resnet18,fashionmnist,2,1002,14,0.046804,,0.442723,89.05
Rust/tch,resnet18,fashionmnist,2,1002,15,0.043632,,0.42079,90.04
Rust/tch,resnet18,fashionmnist,2,1002,16,0.037272,,0.430118,89.83
Rust/tch,resnet18,fashionmnist,2,1002,17,0.039188,,0.472396,89.31
Rust/tch,resnet18,fashionmnist,2,1002,18,0.035643,,0.467003,88.96
Rust/tch,resnet18,fashionmnist,2,1002,19,0.032472,,0.474465,89.61
Rust/tch,resnet18,fashionmnist,2,1002,20,0.029933,,0.471372,90.01
Rust/tch,resnet18,fashionmnist,2,1002,21,0.029586,,0.458302,90.23
Rust/tch,resnet18,fashionmnist,2,1002,22,0.027678,,0.493269,89.78
Rust/tch,resnet18,fashionmnist,2,1002,23,0.030164,,0.484065,90.08
Rust/tch,resnet18,fashionmnist,2,1002,24,0.026119,,0.482316,89.63
Rust/tch,resnet18,fashionmnist,2,1002,25,0.022788,,0.512079,89.06
Rust/tch,resnet18,fashionmnist,2,1002,26,0.024661,,0.498896,90.11
Rust/tch,resnet18,fashionmnist,2,1002,27,0.025001,,0.483272,89.97
Rust/tch,resnet18,fashionmnist,2,1002,28,0.024696,,0.478728,90.39
Rust/tch,resnet18,fashionmnist,2,1002,29,0.022736,,0.549254,89.56
Rust/tch,resnet18,fashionmnist,2,1002,30,0.0187,,0.529784,89.84
