unix_s,utilisation_pct,power_w,sm_clock_mhz,memory_used_mib
1788184637,28,336.65,1890,22607
1788184638,0,175.58,1890,22607
1788184639,0,146.67,1740,22607
1788184640,40,140.28,1770,22607
1788184641,0,184.56,1770,22607
1788184642,0,143.56,1770,22607
1788184643,0,129.86,1740,22607
1788184644,89,137.87,1845,22607
1788184645,92,341.80,1830,22607
1788184646,93,348.00,1830,22607
1788184647,92,347.95,1830,22607
1788184648,93,348.51,1830,22607
1788184649,0,316.69,1890,22607
1788184650,0,173.43,1890,22607
1788184651,0,146.27,1740,22607
1788184652,0,146.27,1740,22607
1788184653,0,171.58,1755,22607
1788184654,0,140.34,1755,22607
1788184655,0,128.61,1740,22607
1788184656,93,147.60,1845,22607
1788184657,93,340.40,1830,22607
1788184658,93,347.91,1830,22607
1788184659,93,347.79,1830,22607
1788184661,93,348.16,1830,22607
1788184662,0,299.80,1890,22607
1788184663,0,174.89,1890,22607
1788184664,0,146.66,1740,22607
1788184665,0,137.17,1740,22607
1788184666,39,158.93,1755,22607
1788184667,0,164.04,1755,22607
1788184668,0,139.75,1740,22607
1788184669,0,127.97,1740,22607
1788184670,0,127.40,1740,22607
1788184671,62,143.37,1905,185
1788184672,0,151.13,1905,185
1788184673,0,143.58,390,185
1788184674,0,91.38,225,185
1788184675,0,36.76,210,185
1788184676,0,31.70,210,185
1788184677,0,29.67,210,185
1788184678,0,29.47,210,185
1788184679,0,29.32,210,185
1788184680,0,33.58,210,185
1788184681,0,34.83,210,185
1788184682,0,30.22,210,185
1788184683,0,29.32,210,185
1788184684,0,29.08,210,185
1788184685,0,28.88,210,185
1788184686,0,28.93,210,185
1788184687,0,28.90,210,185
1788184688,0,28.86,210,185
1788184689,0,28.76,210,185
1788184690,0,28.58,210,185
1788184692,0,28.81,210,185
1788184693,0,28.64,210,185
1788184694,0,28.63,210,185
1788184695,0,28.83,210,185
1788184696,0,28.51,210,185
1788184697,0,28.42,210,185
1788184698,0,28.41,210,185
1788184699,0,28.30,210,185
1788184700,0,28.12,210,185
1788184701,0,28.07,210,185
1788184702,0,28.37,210,185
1788184703,0,28.19,210,185
1788184704,0,27.90,210,185
1788184705,0,28.03,210,185
1788184706,0,27.95,210,185
1788184707,0,28.15,210,185
1788184708,0,28.20,210,185
1788184709,0,27.83,210,185
1788184710,0,27.78,210,185
1788184711,0,27.89,210,185
1788184712,0,28.00,210,185
1788184713,0,27.95,210,185
1788184714,0,27.73,210,185
1788184715,0,27.68,210,185
1788184716,0,27.71,210,185
1788184717,0,27.79,210,185
1788184718,0,27.74,210,185
1788184720,0,27.51,210,185
1788184721,0,27.50,210,185
1788184722,0,27.80,210,185
1788184723,0,27.67,210,185
1788184724,0,27.45,210,185
1788184725,0,27.57,210,185
1788184726,0,27.38,210,185
1788184727,0,27.52,210,185
1788184728,0,27.60,210,185
1788184729,0,27.28,210,185
1788184730,0,27.29,210,185
1788184731,0,27.39,210,185
1788184732,0,27.47,210,185
1788184733,0,59.33,1740,18555
1788184734,0,118.88,1740,18555
1788184735,0,120.54,1740,18559
1788184736,0,121.23,1740,18559
1788184737,0,121.64,1740,18559
1788184738,0,122.55,1740,18559
1788184739,0,121.40,1740,18559
1788184740,0,119.35,1740,18559
1788184741,0,119.45,1740,18559
1788184742,42,126.56,1740,18571
1788184743,27,198.17,1935,18571
1788184744,0,177.49,1935,18571
1788184745,0,220.13,1920,18571
1788184746,0,156.97,1920,18571
1788184747,0,136.10,1740,18571
1788184749,0,120.38,1740,18571
1788184750,100,138.75,1815,18573
1788184751,100,343.30,1815,18573
1788184752,100,347.99,1815,18573
1788184753,100,348.41,1815,18573
1788184754,100,348.81,1815,18573
1788184755,100,348.62,1815,18573
1788184756,57,225.78,1920,18573
1788184757,0,194.74,1920,18573
1788184758,72,191.31,1920,18573
1788184759,0,191.65,1920,18573
1788184760,0,144.23,1740,18573
1788184761,6,124.99,1740,18573
1788184762,0,123.85,1740,18573
1788184763,0,179.65,1920,18573
1788184764,0,166.27,1920,18573
1788184765,0,141.54,1740,18573
1788184766,10,121.91,1740,18573
1788184767,43,212.88,1920,18573
1788184768,0,178.07,1920,18573
1788184769,0,144.98,1740,18573
1788184770,0,124.07,1740,18573
1788184771,0,121.93,1740,18573
1788184772,100,162.45,1815,18573
1788184773,100,348.98,1800,18573
1788184774,100,348.77,1800,18573
1788184775,100,348.71,1800,18573
1788184776,100,348.80,1800,18573
1788184778,100,348.60,1800,18575
1788184779,0,235.76,1905,18575
1788184780,0,179.89,1740,18575
1788184781,0,144.45,1740,18575
1788184782,45,139.34,1920,18577
1788184783,0,203.24,1920,18577
1788184784,0,165.54,1740,18577
1788184785,0,138.71,1740,18577
1788184786,100,205.85,1815,18577
1788184787,100,349.10,1800,18577
1788184788,100,349.14,1800,18577
1788184789,100,348.94,1800,18577
1788184790,100,348.77,1800,18577
1788184791,100,349.00,1785,18577
1788184792,0,222.35,1905,18577
1788184793,0,167.15,1740,18577
1788184794,0,144.02,1740,18577
1788184795,44,147.79,1905,18577
1788184796,0,198.47,1905,18577
1788184797,0,165.43,1740,18577
1788184798,0,139.64,1740,18577
1788184799,50,129.23,1800,18577
1788184800,100,349.29,1800,18577
1788184801,100,349.11,1800,18577
1788184802,100,349.39,1800,18577
1788184803,100,349.07,1785,18577
1788184804,100,349.01,1785,18577
1788184805,0,204.88,1905,18577
1788184806,0,167.82,1740,18577
1788184807,0,144.82,1740,18577
1788184809,43,154.98,1905,18577
1788184810,0,192.24,1905,18577
1788184811,0,168.24,1740,18577
1788184812,0,140.78,1740,18577
1788184813,100,137.19,1800,18577
1788184814,100,345.20,1800,18577
1788184815,100,347.51,1800,18577
1788184816,100,349.20,1785,18577
1788184817,100,349.02,1785,18577
1788184818,100,349.05,1770,18577
1788184819,0,194.12,1905,18577
1788184820,0,175.58,1740,18577
1788184821,0,146.12,1740,18577
1788184822,42,160.18,1905,18577
1788184823,0,185.34,1905,18577
1788184824,0,160.76,1740,18577
1788184825,0,143.07,1740,18577
1788184826,100,147.35,1800,18577
1788184827,100,347.02,1785,18577
1788184828,100,347.89,1785,18577
1788184829,100,348.13,1785,18577
1788184830,100,348.14,1785,18577
1788184831,100,348.74,1845,18577
1788184832,0,179.55,1905,18577
1788184833,0,146.39,1740,18577
1788184834,0,136.50,1740,18577
1788184835,43,165.80,1905,18577
1788184836,0,176.41,1905,18577
1788184837,0,164.30,1740,18577
1788184838,0,143.66,1740,18577
1788184840,100,154.70,1800,18577
1788184841,100,349.11,1785,18577
1788184842,100,348.64,1785,18577
1788184843,100,348.56,1785,18577
1788184844,100,348.61,1785,18577
1788184845,100,348.61,1845,18577
1788184846,0,168.17,1890,18577
1788184847,0,145.20,1740,18577
1788184848,0,136.05,1740,18577
1788184849,40,172.04,1905,18577
1788184850,0,169.39,1905,18577
1788184851,0,144.08,1740,18577
1788184852,0,135.05,1740,18577
1788184853,100,160.37,1800,18577
1788184854,100,349.36,1785,18577
1788184855,100,348.98,1785,18577
1788184856,100,348.86,1785,18577
1788184857,100,348.99,1770,18577
1788184858,100,349.24,1830,18577
1788184859,0,249.71,1890,18577
1788184860,0,149.99,1740,18577
1788184861,0,140.43,1740,18577
1788184862,45,186.42,1905,18577
1788184863,0,164.07,1905,18577
1788184864,0,143.00,1740,18577
1788184865,0,134.86,1740,18577
1788184866,100,218.72,1785,18577
1788184867,100,349.31,1785,18577
1788184868,100,349.18,1785,18577
1788184870,100,349.28,1785,18577
1788184871,100,349.65,1785,18577
1788184872,100,349.44,1875,18577
1788184873,0,218.04,1875,18577
1788184874,0,180.72,1740,18577
1788184875,0,144.76,1740,18577
1788184876,44,148.63,1905,18577
1788184877,0,202.11,1905,18577
1788184878,0,142.93,1740,18577
1788184879,0,135.04,1740,18577
1788184880,100,219.62,1800,18577
1788184881,100,349.18,1785,18577
1788184882,100,349.15,1785,18577
1788184883,100,349.12,1785,18577
1788184884,100,349.20,1785,18577
1788184885,100,349.14,1830,18577
1788184886,0,214.47,1890,18577
1788184887,0,177.99,1740,18577
1788184888,0,148.11,1740,18577
1788184889,43,154.68,1905,18577
1788184890,0,198.52,1905,18577
1788184891,0,162.33,1740,18577
1788184892,0,144.65,1740,18577
1788184893,100,234.08,1800,18577
1788184894,100,349.50,1785,18577
1788184895,100,348.85,1785,18577
1788184896,100,348.68,1785,18577
1788184897,100,349.24,1785,18577
1788184898,100,349.10,1860,18577
1788184900,0,200.12,1890,18577
1788184901,0,181.91,1740,18577
1788184902,0,148.39,1740,18577
1788184903,42,159.01,1905,18577
1788184904,0,187.71,1905,18577
1788184905,0,164.92,1740,18577
1788184906,0,144.85,1740,18577
1788184907,100,147.42,1785,18577
1788184908,100,348.94,1785,18577
1788184909,100,349.36,1785,18577
1788184910,100,349.05,1770,18577
1788184911,100,349.06,1770,18577
1788184912,100,348.90,1890,18577
1788184913,0,183.53,1890,18577
1788184914,0,148.82,1740,18577
1788184915,0,138.62,1740,18577
1788184916,41,165.91,1905,18577
1788184917,0,179.92,1905,18577
1788184918,0,167.75,1740,18577
1788184919,0,145.42,1740,18577
1788184920,100,154.66,1785,18577
1788184921,100,349.37,1785,18577
1788184922,100,348.75,1785,18577
1788184923,100,348.96,1770,18577
1788184924,100,348.81,1770,18577
1788184925,100,348.61,1890,18577
1788184926,0,171.79,1890,18577
1788184927,0,147.03,1740,18577
1788184928,0,138.37,1740,18577
1788184929,43,173.56,1905,18577
1788184931,0,170.88,1905,18577
1788184932,0,145.50,1740,18577
1788184933,0,136.75,1740,18577
1788184934,100,164.65,1785,18577
1788184935,100,349.15,1785,18577
1788184936,100,349.09,1785,18577
1788184937,100,348.96,1770,18577
1788184938,100,349.11,1770,18577
1788184939,20,334.40,1890,18577
1788184940,0,173.70,1890,18577
1788184941,0,146.83,1740,18577
1788184942,0,137.75,1740,18577
1788184943,42,219.04,1905,18577
1788184944,0,163.21,1905,18577
1788184945,0,143.60,1740,18577
1788184946,0,135.70,1740,18577
1788184947,100,170.66,1785,18577
1788184948,100,349.13,1785,18577
1788184949,100,349.06,1785,18577
1788184950,100,349.02,1770,18577
1788184951,100,349.16,1770,18577
1788184952,100,349.39,1890,18577
1788184953,0,182.97,1890,18577
1788184954,0,147.47,1740,18577
1788184955,0,138.12,1740,18577
1788184956,15,215.92,1905,18577
1788184957,0,167.23,1905,18577
1788184958,0,143.98,1740,18577
1788184959,0,135.86,1740,18577
1788184960,100,216.40,1785,18577
1788184962,100,349.29,1785,18577
1788184963,100,349.33,1785,18577
1788184964,100,348.83,1785,18577
1788184965,100,348.45,1770,18577
1788184966,100,348.39,1890,18577
1788184967,0,223.85,1890,18577
1788184968,0,187.66,1740,18577
1788184969,0,151.03,1740,18577
1788184970,0,203.72,1905,18577
1788184971,0,172.41,1905,18577
1788184972,0,143.66,1740,18577
1788184973,0,135.96,1740,18577
1788184974,100,219.05,1785,18577
1788184975,100,348.93,1785,18577
1788184976,100,349.40,1785,18577
1788184977,100,348.86,1770,18577
1788184978,100,348.75,1770,18577
1788184979,100,349.07,1890,18577
1788184980,0,216.48,1890,18577
1788184981,0,152.07,1890,18577
1788184982,0,139.91,1740,18577
1788184983,42,165.45,1905,18577
1788184984,0,199.14,1905,18577
1788184985,0,145.87,1740,18577
1788184986,0,137.05,1740,18577
1788184987,100,232.71,1785,18577
1788184988,100,349.29,1785,18577
1788184989,100,348.96,1785,18577
1788184990,100,349.09,1785,18577
1788184992,100,348.96,1770,18577
1788184993,100,348.75,1890,18577
1788184994,0,203.75,1890,18577
1788184995,0,186.00,1740,18577
1788184996,0,149.74,1740,18577
1788184997,41,161.71,1905,18577
1788184998,0,192.55,1905,18577
1788184999,0,168.34,1740,18577
1788185000,0,145.86,1740,18577
1788185001,100,237.98,1785,18577
1788185002,100,349.26,1785,18577
1788185003,100,349.22,1785,18577
1788185004,100,348.69,1770,18577
1788185005,100,348.40,1770,18577
1788185006,100,348.44,1890,18577
1788185007,0,190.09,1890,18577
1788185008,0,172.11,1740,18577
1788185009,0,147.62,1740,18577
1788185010,41,166.83,1905,18577
1788185011,0,186.70,1905,18577
1788185012,0,174.00,1740,18577
1788185013,0,146.36,1740,18577
1788185014,100,151.60,1785,18577
1788185015,100,348.45,1785,18577
1788185016,100,349.24,1770,18577
1788185017,100,348.91,1770,18577
1788185018,100,347.94,1770,18577
1788185019,100,348.69,1890,18577
1788185020,0,179.62,1890,18577
1788185021,0,148.10,1740,18577
1788185023,0,139.01,1740,18577
1788185024,41,172.54,1890,18577
1788185025,0,177.14,1890,18577
1788185026,0,164.45,1740,18577
1788185027,0,144.90,1740,18577
1788185028,100,161.97,1800,18577
1788185029,100,349.30,1785,18577
1788185030,100,349.20,1770,18577
1788185031,100,348.76,1770,18577
1788185032,100,349.04,1770,18577
1788185033,64,342.57,1890,18577
1788185034,0,182.34,1890,18577
1788185035,0,147.96,1740,18577
1788185036,0,138.67,1740,18577
1788185037,45,218.76,1890,18577
1788185038,0,168.26,1890,18577
1788185039,0,145.00,1740,18577
1788185040,0,136.46,1740,18577
1788185041,100,194.49,1785,18577
1788185042,100,349.04,1770,18577
1788185043,100,348.87,1770,18577
1788185044,100,348.27,1785,18577
1788185045,100,348.64,1785,18577
1788185046,1,330.83,1890,18577
1788185047,0,170.97,1890,18577
1788185048,0,149.98,1740,18577
1788185049,0,140.07,1740,18577
1788185050,27,214.84,1905,18577
1788185051,0,170.91,1905,18577
1788185052,0,144.39,1740,18577
1788185054,0,136.41,1740,18577
1788185055,100,210.72,1785,18577
1788185056,100,349.06,1785,18577
1788185057,100,348.68,1785,18577
1788185058,100,348.48,1770,18577
1788185059,100,348.56,1770,18577
1788185060,100,348.38,1890,18577
1788185061,0,175.54,1890,18577
1788185062,0,150.44,1740,18577
1788185063,0,140.31,1740,18577
1788185064,0,210.52,1905,18577
1788185065,0,173.77,1905,18577
1788185066,0,145.22,1740,18577
1788185067,0,136.83,1740,18577
1788185068,100,218.48,1785,18577
1788185069,100,348.90,1785,18577
1788185070,100,348.56,1770,18577
1788185071,100,349.03,1770,18577
1788185072,100,348.63,1770,18577
1788185073,100,348.74,1890,18577
1788185074,0,216.88,1890,18577
1788185075,0,180.48,1740,18577
1788185076,0,140.21,1740,18577
1788185077,41,177.82,1905,18577
1788185078,0,189.05,1905,18577
1788185079,0,165.10,1905,18577
1788185080,0,146.58,1740,18577
1788185081,100,149.35,1785,18577
1788185082,100,346.95,1785,18577
1788185084,100,347.84,1785,18577
1788185085,100,348.73,1785,18577
1788185086,100,348.45,1785,18577
1788185087,100,348.20,1785,18577
1788185088,0,273.31,1890,18577
1788185089,0,184.06,1890,18577
1788185090,0,150.11,1740,18577
1788185091,43,168.07,1905,18577
1788185092,0,180.40,1905,18577
1788185093,0,167.77,1740,18577
1788185094,0,146.66,1740,18577
1788185095,100,156.46,1800,18577
1788185096,100,349.43,1770,18577
1788185097,100,349.21,1785,18577
1788185098,100,348.67,1770,18577
1788185099,100,348.87,1785,18577
1788185100,100,348.78,1785,18577
1788185101,0,260.85,1890,18577
1788185102,0,171.98,1890,18577
1788185103,0,148.54,1740,18577
1788185104,45,141.54,1905,18577
1788185105,0,220.50,1905,18577
1788185106,0,146.73,1740,18577
1788185107,0,137.77,1740,18577
1788185108,100,164.18,1800,18577
1788185109,100,349.02,1785,18577
1788185110,100,348.86,1785,18577
1788185111,100,349.04,1770,18577
1788185113,100,349.20,1785,18577
1788185114,100,348.95,1770,18577
1788185115,0,247.34,1890,18577
1788185116,0,175.80,1740,18577
1788185117,0,148.47,1740,18577
1788185118,45,145.68,1905,18577
1788185119,0,216.13,1905,18577
1788185120,0,173.30,1740,18577
1788185121,0,147.28,1740,18577
1788185122,100,224.23,1800,18577
1788185123,100,349.05,1785,18577
1788185124,100,348.68,1785,18577
1788185125,100,349.40,1770,18577
1788185126,100,349.08,1770,18577
1788185127,100,348.95,1770,18577
1788185128,0,211.64,1890,18577
1788185129,0,175.66,1740,18577
1788185130,0,148.58,1740,18577
1788185131,40,161.31,1905,18577
1788185132,0,198.89,1905,18577
1788185133,0,174.82,1740,18577
1788185134,0,147.01,1740,18577
1788185135,13,141.77,1785,18577
1788185136,100,349.13,1785,18577
1788185137,100,349.48,1785,18577
1788185138,100,348.87,1785,18577
1788185139,100,348.51,1770,18577
1788185140,100,348.49,1770,18577
1788185141,0,198.23,1890,18577
1788185142,0,180.21,1740,18577
1788185144,0,148.79,1740,18577
1788185145,41,164.68,1905,18577
1788185146,0,193.38,1905,18577
1788185147,0,169.35,1740,18577
1788185148,0,145.25,1740,18577
1788185149,100,146.10,1785,18577
1788185150,100,345.59,1785,18577
1788185151,100,347.86,1770,18577
1788185152,100,349.00,1770,18577
1788185153,100,348.59,1785,18577
1788185154,100,348.62,1785,18577
1788185155,0,191.43,1890,18577
1788185156,0,173.61,1740,18577
1788185157,0,150.40,1740,18577
1788185158,41,164.66,1905,18577
1788185159,0,185.73,1905,18577
1788185160,0,147.40,1740,18577
1788185161,0,138.96,1740,18577
1788185162,56,129.46,1905,483
1788185163,0,153.66,1905,185
1788185164,0,151.85,1905,185
1788185165,0,142.01,405,185
1788185166,0,89.28,240,185
1788185167,0,36.10,210,185
1788185168,0,32.63,210,185
1788185169,0,30.26,210,185
1788185170,0,30.06,210,185
1788185171,0,29.94,210,185
1788185172,0,29.67,210,185
1788185174,0,29.63,210,185
1788185175,0,29.63,210,185
1788185176,0,29.55,210,185
1788185177,0,29.22,210,185
1788185178,0,29.11,210,185
1788185179,0,29.26,210,185
1788185180,0,29.15,210,185
1788185181,0,29.00,210,185
1788185182,0,29.00,210,185
1788185183,0,28.77,210,185
1788185184,0,28.93,210,185
1788185185,0,29.06,210,185
1788185186,0,28.82,210,185
1788185187,0,28.91,210,185
1788185188,0,28.86,210,185
1788185189,0,28.86,210,185
1788185190,0,28.65,210,185
1788185191,0,28.40,210,185
1788185192,0,28.49,210,185
1788185193,0,28.31,210,185
1788185194,0,28.49,210,185
1788185195,0,28.60,210,185
1788185196,0,28.26,210,185
1788185197,0,28.20,210,185
1788185198,0,28.26,210,185
1788185199,0,28.35,210,185
1788185200,0,28.36,210,185
1788185201,0,28.14,210,185
1788185203,0,28.07,210,185
1788185204,0,28.36,210,185
1788185205,0,28.27,210,185
1788185206,0,28.03,210,185
1788185207,0,28.08,210,185
1788185208,0,27.93,210,185
1788185209,0,28.12,210,185
1788185210,0,28.23,210,185
1788185211,0,27.90,210,185
1788185212,0,27.85,210,185
1788185213,0,27.91,210,185
1788185214,0,28.01,210,185
1788185215,0,28.00,210,185
1788185216,0,27.87,210,185
1788185217,0,27.72,210,185
1788185218,0,27.68,210,185
1788185219,0,27.99,210,185
1788185220,0,30.73,210,185
1788185221,0,31.85,210,185
1788185222,0,28.95,210,185
1788185223,0,27.93,210,185
1788185224,0,27.72,210,185
1788185225,0,52.14,1740,18555
1788185226,0,119.26,1740,18557
1788185227,0,121.03,1740,18559
1788185228,0,121.65,1740,18559
1788185229,0,121.91,1740,18559
1788185231,1,124.75,1740,18559
1788185232,0,119.90,1740,18559
1788185233,0,119.66,1740,18559
1788185234,0,119.79,1740,18559
1788185235,6,119.96,1920,18571
1788185236,27,203.17,1935,18571
1788185237,0,147.80,1740,18571
1788185238,0,142.75,1740,18571
1788185239,4,214.54,1935,18571
1788185240,0,143.31,1935,18571
1788185241,0,137.15,1740,18571
1788185242,100,224.39,1815,18573
1788185243,100,349.11,1830,18573
1788185244,100,348.98,1830,18573
1788185245,100,349.02,1815,18573
1788185246,100,349.04,1920,18573
1788185247,73,237.18,1920,18573
1788185248,0,193.43,1920,18573
1788185249,0,144.10,1740,18573
1788185250,57,141.67,1920,18573
1788185251,0,166.06,1920,18573
1788185252,0,138.78,1740,18573
1788185253,7,123.02,1740,18573
1788185254,0,124.32,1740,18573
1788185255,0,171.60,1920,18573
1788185256,0,144.52,1920,18573
1788185257,0,144.45,1920,18573
1788185259,0,127.74,1740,18573
1788185260,41,139.91,1755,18573
1788185261,30,176.55,1800,18573
1788185262,0,136.91,1800,18573
1788185263,0,127.20,1800,18573
1788185264,0,124.89,1740,18573
1788185265,0,123.28,1740,18573
1788185266,100,174.48,1830,18573
1788185267,100,349.08,1800,18573
1788185268,100,348.56,1800,18573
1788185269,100,348.69,1800,18573
1788185270,0,326.55,1905,18575
1788185271,0,179.55,1920,18575
1788185272,0,141.48,1740,18575
1788185273,0,132.30,1740,18577
1788185274,43,181.17,1815,18577
1788185275,0,140.26,1815,18577
1788185276,0,128.18,1740,18577
1788185277,0,125.49,1740,18577
1788185278,100,162.86,1815,18577
1788185279,100,349.26,1800,18577
1788185280,100,348.84,1800,18577
1788185281,100,348.90,1800,18577
1788185282,0,329.83,1905,18577
1788185283,0,183.73,1905,18577
1788185284,0,144.21,1740,18577
1788185285,0,134.20,1740,18577
1788185286,40,190.72,1845,18577
1788185287,0,145.13,1845,18577
1788185288,0,127.47,1740,18577
1788185290,0,125.27,1740,18577
1788185291,100,165.15,1800,18577
1788185292,100,348.90,1800,18577
1788185293,100,348.74,1800,18577
1788185294,100,348.55,1800,18577
1788185295,100,348.69,1890,18577
1788185296,0,239.01,1905,18577
1788185297,0,183.74,1740,18577
1788185298,0,136.22,1740,18577
1788185299,40,188.81,1830,18577
1788185300,0,145.75,1830,18577
1788185301,0,131.97,1740,18577
1788185302,0,127.99,1740,18577
1788185303,100,164.43,1785,18577
1788185304,100,349.12,1800,18577
1788185305,100,348.85,1800,18577
1788185306,100,348.74,1800,18577
1788185307,100,349.01,1800,18577
1788185308,0,238.79,1905,18577
1788185309,0,183.95,1740,18577
1788185310,0,145.52,1740,18577
1788185311,39,138.82,1845,18577
1788185312,0,190.43,1845,18577
1788185313,0,133.19,1740,18577
1788185314,0,129.27,1740,18577
1788185315,100,160.71,1800,18577
1788185316,100,349.07,1800,18577
1788185317,100,348.63,1800,18577
1788185318,100,348.39,1800,18577
1788185320,100,348.31,1800,18577
1788185321,0,245.44,1905,18577
1788185322,0,172.65,1905,18577
1788185323,0,146.46,1740,18577
1788185324,40,139.18,1755,18577
1788185325,0,181.65,1755,18577
1788185326,0,142.86,1755,18577
1788185327,0,126.75,1740,18577
1788185328,0,125.86,1800,18577
1788185329,100,349.19,1785,18577
1788185330,100,349.14,1800,18577
1788185331,100,348.57,1800,18577
1788185332,100,348.77,1800,18577
1788185333,0,249.76,1905,18577
1788185334,0,176.63,1905,18577
1788185335,0,144.43,1740,18577
1788185336,42,139.92,1815,18577
1788185337,0,190.02,1815,18577
1788185338,0,149.88,1815,18577
1788185339,0,130.16,1740,18577
1788185340,0,126.20,1800,18577
1788185341,100,289.01,1800,18577
1788185342,100,349.07,1785,18577
1788185343,100,348.48,1785,18577
1788185344,100,348.54,1785,18577
1788185345,0,250.07,1905,18577
1788185346,0,178.03,1905,18577
1788185347,0,147.23,1740,18577
1788185348,43,139.53,1755,18577
1788185350,0,188.12,1800,18577
1788185351,0,149.00,1800,18577
1788185352,0,130.68,1740,18577
1788185353,0,126.60,1815,18577
1788185354,100,290.20,1800,18577
1788185355,100,349.11,1800,18577
1788185356,100,348.98,1800,18577
1788185357,100,348.86,1800,18577
1788185358,0,253.24,1905,18577
1788185359,0,180.22,1905,18577
1788185360,0,144.88,1740,18577
1788185361,43,139.14,1845,18577
1788185362,0,193.07,1845,18577
1788185363,0,156.55,1845,18577
1788185364,0,130.64,1740,18577
1788185365,1,126.41,1740,18577
1788185366,100,305.83,1770,18577
1788185367,100,349.01,1785,18577
1788185368,100,348.68,1785,18577
1788185369,100,348.75,1785,18577
1788185370,0,326.91,1890,18577
1788185371,0,183.21,1905,18577
1788185372,0,147.28,1740,18577
1788185373,41,141.26,1740,18577
1788185374,0,188.78,1815,18577
1788185375,0,147.41,1815,18577
1788185376,0,132.43,1740,18577
1788185377,1,126.80,1740,18577
1788185378,100,285.00,1800,18577
1788185380,100,348.72,1785,18577
1788185381,100,348.68,1785,18577
1788185382,100,349.06,1770,18577
1788185383,84,347.03,1890,18577
1788185384,0,184.37,1905,18577
1788185385,0,147.31,1740,18577
1788185386,0,137.78,1740,18577
1788185387,41,182.71,1845,18577
1788185388,0,156.61,1845,18577
1788185389,0,134.91,1740,18577
1788185390,3,127.13,1740,18577
1788185391,100,286.03,1800,18577
1788185392,100,349.12,1770,18577
1788185393,100,348.82,1785,18577
1788185394,100,348.46,1785,18577
1788185395,100,348.88,1890,18577
1788185396,0,169.55,1905,18577
1788185397,0,147.63,1740,18577
1788185398,0,137.72,1740,18577
1788185399,40,157.65,1830,18577
1788185400,0,157.63,1830,18577
1788185401,0,136.81,1830,18577
1788185402,0,129.99,1740,18577
1788185403,100,167.35,1800,18577
1788185404,100,348.91,1800,18577
1788185405,100,348.83,1785,18577
1788185406,100,348.64,1785,18577
1788185407,100,348.61,1890,18577
1788185408,0,175.79,1905,18577
1788185410,0,145.89,1740,18577
1788185411,0,137.15,1740,18577
1788185412,39,157.99,1815,18577
1788185413,0,159.16,1815,18577
1788185414,0,150.92,1740,18577
1788185415,0,132.79,1740,18577
1788185416,100,150.73,1800,18577
1788185417,100,346.50,1800,18577
1788185418,100,348.13,1785,18577
1788185419,100,348.89,1785,18577
1788185420,100,348.55,1785,18577
1788185421,0,181.92,1905,18577
1788185422,0,147.87,1740,18577
1788185423,0,138.02,1740,18577
1788185424,39,155.66,1830,18577
1788185425,0,165.79,1830,18577
1788185426,0,147.18,1740,18577
1788185427,0,132.48,1740,18577
1788185428,100,150.21,1800,18577
1788185429,100,348.76,1800,18577
1788185430,100,348.50,1785,18577
1788185431,100,348.51,1785,18577
1788185432,100,348.56,1785,18577
1788185433,0,276.08,1905,18577
1788185434,0,149.84,1905,18577
1788185435,0,139.35,1740,18577
1788185436,40,152.45,1830,18577
1788185437,0,169.76,1830,18577
1788185438,0,152.58,1830,18577
1788185439,0,133.49,1740,18577
1788185441,100,143.42,1800,18577
1788185442,100,347.05,1785,18577
1788185443,100,348.14,1770,18577
1788185444,100,348.45,1785,18577
1788185445,100,348.47,1785,18577
1788185446,0,286.25,1890,18577
1788185447,0,178.18,1905,18577
1788185448,0,146.01,1740,18577
1788185449,50,129.79,1785,18577
1788185450,0,166.75,1785,18577
1788185451,0,142.13,1785,18577
1788185452,0,131.41,1740,18577
1788185453,100,138.93,1800,18577
1788185454,100,344.70,1785,18577
1788185455,100,347.36,1770,18577
1788185456,100,348.38,1785,18577
1788185457,100,348.66,1785,18577
1788185458,0,294.02,1890,18577
1788185459,0,168.40,1905,18577
1788185460,0,142.12,1740,18577
1788185461,0,129.41,1770,18577
1788185462,0,189.94,1830,18577
1788185463,0,148.93,1830,18577
1788185464,0,132.71,1740,18577
1788185465,86,137.59,1815,18577
1788185466,100,343.44,1800,18577
1788185467,100,347.68,1785,18577
1788185468,100,347.82,1770,18577
1788185469,100,348.19,1785,18577
1788185471,0,297.43,1890,18577
1788185472,0,171.29,1905,18577
1788185473,0,148.18,1740,18577
1788185474,0,129.18,1740,18577
1788185475,0,185.59,1785,18577
1788185476,0,144.30,1785,18577
1788185477,0,131.30,1740,18577
1788185478,0,129.42,1740,18577
1788185479,100,227.41,1770,18577
1788185480,100,347.58,1770,18577
1788185481,100,347.67,1785,18577
1788185482,100,348.05,1785,18577
1788185483,0,301.95,1890,18577
1788185484,0,175.82,1905,18577
1788185485,0,146.43,1740,18577
1788185486,0,137.39,1740,18577
1788185487,0,185.38,1785,18577
1788185488,0,147.93,1785,18577
1788185489,0,131.48,1740,18577
1788185490,0,129.36,1740,18577
1788185491,100,221.21,1800,18577
1788185492,100,348.96,1785,18577
1788185493,100,348.91,1770,18577
1788185494,100,348.24,1770,18577
1788185495,0,306.36,1890,18577
1788185496,0,180.87,1905,18577
1788185497,0,148.13,1740,18577
1788185498,0,138.30,1740,18577
1788185499,17,190.35,1815,18577
