ecosystem,model,dataset,repetition,seed,precision,epoch,train_loss,test_loss,test_acc
Python/PyTorch,vgg16,tinyimagenet,4,1004,fp32,1,5.1358965811157224,5.070556187438965,1.5
Python/PyTorch,vgg16,tinyimagenet,4,1004,fp32,2,4.922588227996826,4.81906543045044,2.8
Python/PyTorch,vgg16,tinyimagenet,4,1004,fp32,3,4.716056020812989,4.538732940673828,5.41
Python/PyTorch,vgg16,tinyimagenet,4,1004,fp32,4,4.4360085206604,4.284154476165772,8.11
Python/PyTorch,vgg16,tinyimagenet,4,1004,fp32,5,4.245201363067627,4.2853159324645995,8.6
Python/PyTorch,vgg16,tinyimagenet,4,1004,fp32,6,4.0733615286254885,4.086348970794678,11.36
Python/PyTorch,vgg16,tinyimagenet,4,1004,fp32,7,3.873209219894409,4.068384041595459,11.65
Python/PyTorch,vgg16,tinyimagenet,4,1004,fp32,8,3.666178237533569,3.9433734771728517,13.98
Python/PyTorch,vgg16,tinyimagenet,4,1004,fp32,9,3.436923817977905,4.030622457885742,14.9
Python/PyTorch,vgg16,tinyimagenet,4,1004,fp32,10,3.194539935836792,4.0366505859375,15.08
Python/PyTorch,vgg16,tinyimagenet,4,1004,fp32,11,2.9223784162902833,4.12374518737793,15.5
Python/PyTorch,vgg16,tinyimagenet,4,1004,fp32,12,2.622827806625366,4.3218577812194825,15.62
Python/PyTorch,vgg16,tinyimagenet,4,1004,fp32,13,2.3240081229400635,4.60233670425415,14.91
Python/PyTorch,vgg16,tinyimagenet,4,1004,fp32,14,2.046513671798706,5.065997200012207,15.06
Python/PyTorch,vgg16,tinyimagenet,4,1004,fp32,15,1.7862927753448485,5.4251631721496585,15.65
Python/PyTorch,vgg16,tinyimagenet,4,1004,fp32,16,1.5515823559570312,5.776093629455566,14.75
Python/PyTorch,vgg16,tinyimagenet,4,1004,fp32,17,1.354792717666626,6.385454887390137,14.7
Python/PyTorch,vgg16,tinyimagenet,4,1004,fp32,18,1.1906341636657716,6.57852868423462,15.08
Python/PyTorch,vgg16,tinyimagenet,4,1004,fp32,19,1.055399591255188,6.9379953765869145,14.88
Python/PyTorch,vgg16,tinyimagenet,4,1004,fp32,20,0.9317443795394897,7.633300768280029,14.34
Python/PyTorch,vgg16,tinyimagenet,4,1004,fp32,21,0.8435507930374145,7.710741436767578,14.46
Python/PyTorch,vgg16,tinyimagenet,4,1004,fp32,22,0.7557297497177125,7.813984593200684,14.34
Python/PyTorch,vgg16,tinyimagenet,4,1004,fp32,23,0.6896904170417786,8.025347277832031,14.51
Python/PyTorch,vgg16,tinyimagenet,4,1004,fp32,24,0.639288736076355,8.447113522338867,14.39
Python/PyTorch,vgg16,tinyimagenet,4,1004,fp32,25,0.5928273101043701,8.913898637390137,14.17
Python/PyTorch,vgg16,tinyimagenet,4,1004,fp32,26,0.5556219779777527,8.992662358093261,14.34
Python/PyTorch,vgg16,tinyimagenet,4,1004,fp32,27,0.5153782957363129,8.95768572845459,14.25
Python/PyTorch,vgg16,tinyimagenet,4,1004,fp32,28,0.4811847981834412,8.851683660888671,14.75
Python/PyTorch,vgg16,tinyimagenet,4,1004,fp32,29,0.4634527312421799,9.168802020263671,14.48
Python/PyTorch,vgg16,tinyimagenet,4,1004,fp32,30,0.440259754781723,9.321640869140625,14.49
