phase,epoch,duration_s,gpu_j,cpu_package-0@intel-rapl:0_j,cpu_core@intel-rapl:0:0_j,cpu_package_total_j,hw_total_j
train,1,17.287789,5809.244,995.356744,25.759227,995.356744,6804.600744
eval,1,1.465514,267.216,80.513354,1.76683,80.513354,347.729354
train,2,16.978266,5789.578,969.657908,27.594215,969.657908,6759.235908
eval,2,1.450272,266.419,79.999174,1.454301,79.999174,346.418174
train,3,17.051097,5834.893,975.212155,32.627692,975.212155,6810.105155
eval,3,1.440577,261.486,78.954673,1.772675,78.954673,340.440673
train,4,17.061502,5830.152,971.378888,25.215996,971.378888,6801.530888
eval,4,1.452951,267.881,81.459365,1.539273,81.459365,349.340365
train,5,17.107933,5878.082,977.723973,23.788183,977.723973,6855.805973
eval,5,1.436284,272.893,80.068384,1.633964,80.068384,352.961384
train,6,17.14215,5880.696,985.221388,25.501153,985.221388,6865.917388
eval,6,1.453496,280.449,80.48621,1.891427,80.48621,360.93521
train,7,17.140948,5841.474,986.71568,21.967813,986.71568,6828.18968
eval,7,1.442287,264.883,79.951249,1.720049,79.951249,344.834249
train,8,17.166336,5842.4,989.670164,26.399437,989.670164,6832.070164
eval,8,1.454965,275.68,80.773518,1.8975,80.773518,356.453518
train,9,17.179641,5902.447,986.594608,24.54022,986.594608,6889.041608
eval,9,1.443074,273.258,80.463353,1.850169,80.463353,353.721353
train,10,17.174758,5874.603,987.734945,24.987904,987.734945,6862.337945
eval,10,1.461239,263.637,81.166335,2.016207,81.166335,344.803335
train,11,17.193718,5860.535,996.293066,26.403557,996.293066,6856.828066
eval,11,1.446099,267.4,81.388582,1.737215,81.388582,348.788582
train,12,17.189962,5871.969,991.492198,27.338048,991.492198,6863.461198
eval,12,1.437432,281.108,80.174656,1.947608,80.174656,361.282656
train,13,17.187111,5904.095,998.211821,27.298958,998.211821,6902.306821
eval,13,1.44512,276.5,81.031729,1.88714,81.031729,357.531729
train,14,17.205123,5914.203,991.95366,22.667071,991.95366,6906.15666
eval,14,1.44706,277.3,80.77251,1.976079,80.77251,358.07251
train,15,17.201199,5906.844,1001.010947,29.726871,1001.010947,6907.854947
eval,15,1.454014,283.23,81.825572,2.155254,81.825572,365.055572
train,16,17.203348,5867.157,998.336341,28.5813,998.336341,6865.493341
eval,16,1.434898,276.826,83.026697,1.948691,83.026697,359.852697
train,17,17.194444,5909.32,996.203364,23.77735,996.203364,6905.523364
eval,17,1.435464,267.446,80.244523,1.78247,80.244523,347.690523
train,18,17.194449,5862.758,998.798232,22.267434,998.798232,6861.556232
eval,18,1.456248,262.037,81.924185,1.70621,81.924185,343.961185
train,19,17.182476,5881.995,999.607653,24.934212,999.607653,6881.602653
eval,19,1.457734,268.026,82.094311,1.551677,82.094311,350.120311
train,20,17.217384,5870.878,1007.967115,31.423943,1007.967115,6878.845115
eval,20,1.45747,265.761,81.945896,1.906258,81.945896,347.706896
train,21,17.182623,5893.72,995.807175,23.659146,995.807175,6889.527175
eval,21,1.452204,265.74,82.412592,1.585047,82.412592,348.152592
train,22,17.180566,5841.224,1002.227528,25.531821,1002.227528,6843.451528
eval,22,1.449039,274.113,81.43576,1.677755,81.43576,355.54876
train,23,17.158834,5903.407,1001.875923,21.611187,1001.875923,6905.282923
eval,23,1.440013,270.62,81.389987,1.717638,81.389987,352.009987
train,24,17.148654,5853.32,999.053101,27.797437,999.053101,6852.373101
eval,24,1.446693,273.696,81.90502,1.706973,81.90502,355.60102
train,25,17.18637,5859.298,1007.257389,26.562439,1007.257389,6866.555389
eval,25,1.442177,269.52,81.250941,1.795699,81.250941,350.770941
train,26,17.187364,5891.959,1001.197964,30.370957,1001.197964,6893.156964
eval,26,1.465555,267.257,84.057634,2.006839,84.057634,351.314634
train,27,17.178259,5834.731,997.185003,27.548411,997.185003,6831.916003
eval,27,1.462896,271.04,82.022857,2.110532,82.022857,353.062857
train,28,17.211045,5843.444,1006.079395,30.642351,1006.079395,6849.523395
eval,28,1.452019,277.417,81.870095,1.552364,81.870095,359.287095
train,29,17.200774,5845.391,1000.86389,24.080039,1000.86389,6846.25489
eval,29,1.467645,271.594,82.670011,1.479034,82.670011,354.264011
train,30,17.202654,5892.334,1003.036934,22.864235,1003.036934,6895.370934
eval,30,1.460271,268.286,82.46003,1.680165,82.46003,350.74603
