phase,epoch,duration_s,gpu_j,cpu_package-0@intel-rapl:0_j,cpu_core@intel-rapl:0:0_j,cpu_package_total_j,hw_total_j
train,1,14.365743,4563.489,702.535903,15.691144,702.535903,5266.024903
eval,1,0.886917,250.275,43.418027,1.035499,43.418027,293.693027
train,2,14.030523,4562.243,686.179144,15.740672,686.179144,5248.422144
eval,2,0.856791,256.444,41.939939,0.941358,41.939939,298.383939
train,3,14.056717,4588.074,689.863982,15.610704,689.863982,5277.937982
eval,3,0.852834,255.646,41.859483,0.907896,41.859483,297.505483
train,4,14.069373,4632.638,690.476652,14.949621,690.476652,5323.114652
eval,4,0.852288,251.552,41.949826,0.876908,41.949826,293.501826
train,5,14.073595,4614.853,693.971055,15.608263,693.971055,5308.824055
eval,5,0.853441,232.132,42.1505,1.016808,42.1505,274.2825
train,6,14.076231,4609.898,692.070152,15.418087,692.070152,5301.968152
eval,6,0.854576,237.124,42.164079,0.913283,42.164079,279.288079
train,7,14.080046,4604.946,694.972986,15.021287,694.972986,5299.918986
eval,7,0.85892,237.983,42.284923,0.903853,42.284923,280.267923
train,8,14.087763,4624.329,693.908542,15.447794,693.908542,5318.237542
eval,8,0.853531,232.486,42.3386,1.023141,42.3386,274.8246
train,9,14.084652,4626.905,696.810659,15.95674,696.810659,5323.715659
eval,9,0.854985,232.686,42.138171,1.017205,42.138171,274.824171
train,10,14.092877,4637.397,694.93208,15.865223,694.93208,5332.32908
eval,10,0.853814,258.894,42.530607,1.001077,42.530607,301.424607
train,11,14.083487,4642.191,697.578366,16.458759,697.578366,5339.769366
eval,11,0.852876,232.502,42.292552,1.330941,42.292552,274.794552
train,12,14.10443,4610.981,696.249455,16.415426,696.249455,5307.230455
eval,12,0.854368,232.833,42.487976,1.027535,42.487976,275.320976
train,13,14.101732,4656.164,701.60869,16.183886,701.60869,5357.77269
eval,13,0.85678,261.559,42.491119,0.931913,42.491119,304.050119
train,14,14.09992,4628.45,697.922205,15.484948,697.922205,5326.372205
eval,14,0.855458,259.648,42.358878,0.974391,42.358878,302.006878
train,15,14.099658,4661.913,702.139745,15.816458,702.139745,5364.052745
eval,15,0.857213,261.99,42.812041,1.321541,42.812041,304.802041
train,16,14.091194,4674.008,698.813806,15.925186,698.813806,5372.821806
eval,16,0.853522,231.255,42.493194,0.940381,42.493194,273.748194
train,17,14.089884,4667.239,702.477053,17.01769,702.477053,5369.716053
eval,17,0.857871,262.538,42.684789,0.959606,42.684789,305.222789
train,18,14.09154,4694.75,702.503648,16.490725,702.503648,5397.253648
eval,18,0.854877,256.562,42.824873,0.959164,42.824873,299.386873
train,19,14.091118,4660.736,705.053657,15.863696,705.053657,5365.789657
eval,19,0.852835,260.643,43.174586,1.06275,43.174586,303.817586
train,20,14.087715,4678.949,704.014831,16.493669,704.014831,5382.963831
eval,20,0.855665,261.297,42.948722,0.945248,42.948722,304.245722
train,21,14.088814,4673.096,707.487216,16.502473,707.487216,5380.583216
eval,21,0.85512,230.987,43.640092,1.125904,43.640092,274.627092
train,22,14.088572,4654.195,705.85574,16.664787,705.85574,5360.05074
eval,22,0.857988,234.272,43.188334,1.283365,43.188334,277.460334
train,23,14.091052,4677.39,707.867491,16.692771,707.867491,5385.257491
eval,23,0.856656,234.276,43.517525,0.982539,43.517525,277.793525
train,24,14.088569,4678.861,706.232139,16.663094,706.232139,5385.093139
eval,24,0.855555,260.333,43.060335,1.026558,43.060335,303.393335
train,25,14.090265,4662.018,708.146743,16.877438,708.146743,5370.164743
eval,25,0.855442,259.669,44.045817,1.019143,44.045817,303.714817
train,26,14.08872,4681.928,708.199978,17.559258,708.199978,5390.127978
eval,26,0.856598,260.701,44.046748,1.136401,44.046748,304.747748
train,27,14.089705,4664.214,708.11728,16.111655,708.11728,5372.33128
eval,27,0.856167,259.42,44.145178,1.060584,44.145178,303.565178
train,28,14.096819,4665.16,713.02079,17.457395,713.02079,5378.18079
eval,28,0.853582,257.454,43.573613,1.023949,43.573613,301.027613
train,29,14.09319,4692.214,715.088324,16.604641,715.088324,5407.302324
eval,29,0.853716,257.75,43.948426,1.153337,43.948426,301.698426
train,30,14.090181,4686.942,717.749137,17.264396,717.749137,5404.691137
eval,30,0.854043,231.968,43.90311,1.022851,43.90311,275.87111
