timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-08-21T01:57:36,Python-TensorFlow_vgg16_tinyimagenet_rep3,b74ddd6c-c775-46e6-bd6f-10da7410ba25,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,15.836929364013486,0.0007420418246719039,4.6855157816013104e-05,49.08211428129915,324.3542781503444,20.0,0.00022704249357829477,0.0015036117584443787,8.7380966339131e-05,0.0018180352183618047,0.0,Denmark,DNK,capital region,,,Linux-7.0.0-29-generic-x86_64-with-glibc2.43,3.11.15,3.3.0,24,AMD Ryzen 9 5900X 12-Core Processor,1,1 x NVIDIA GeForce RTX 3090,12.5683,55.7056,30.241161346435547,machine,3.8466666666666667,95.2,24.5,7.41704584757487,N,1.0,0.0
