ecosystem,model,dataset,repetition,seed,precision,epoch,train_loss,train_acc,test_loss,test_acc
Python/TensorFlow,resnet18,cifar100,0,1000,fp32,1,3.964648723602295,12.632212042808533,3.6562976837158203,15.564903616905212
Python/TensorFlow,resnet18,cifar100,0,1000,fp32,2,3.098332405090332,25.046074390411377,3.3472492694854736,21.454326808452606
Python/TensorFlow,resnet18,cifar100,0,1000,fp32,3,2.6079204082489014,34.69751477241516,3.2582015991210938,23.237179219722748
Python/TensorFlow,resnet18,cifar100,0,1000,fp32,4,2.1385693550109863,44.809696078300476,3.2529191970825195,24.73958283662796
Python/TensorFlow,resnet18,cifar100,0,1000,fp32,5,1.6621047258377075,56.80689215660095,3.3600590229034424,24.939903616905212
Python/TensorFlow,resnet18,cifar100,0,1000,fp32,6,1.1965042352676392,69.09655332565308,3.5110790729522705,25.010016560554504
Python/TensorFlow,resnet18,cifar100,0,1000,fp32,7,0.7956711053848267,80.0040066242218,3.696641206741333,24.599358439445496
Python/TensorFlow,resnet18,cifar100,0,1000,fp32,8,0.4791008532047272,89.07451629638672,3.805466413497925,25.120192766189575
Python/TensorFlow,resnet18,cifar100,0,1000,fp32,9,0.2743893563747406,94.63942050933838,3.9804155826568604,24.899840354919434
Python/TensorFlow,resnet18,cifar100,0,1000,fp32,10,0.17322678864002228,96.97115421295166,4.132551193237305,25.060096383094788
Python/TensorFlow,resnet18,cifar100,0,1000,fp32,11,0.13182683289051056,97.76843190193176,4.262563228607178,24.809695780277252
Python/TensorFlow,resnet18,cifar100,0,1000,fp32,12,0.17082694172859192,96.23397588729858,4.616203308105469,23.56770783662796
Python/TensorFlow,resnet18,cifar100,0,1000,fp32,13,0.292706698179245,91.92307591438293,4.603460311889648,23.387420177459717
Python/TensorFlow,resnet18,cifar100,0,1000,fp32,14,0.20847290754318237,94.48918104171753,4.661667823791504,24.338942766189575
Python/TensorFlow,resnet18,cifar100,0,1000,fp32,15,0.12068086117506027,97.21754789352417,4.648006916046143,25.24038553237915
Python/TensorFlow,resnet18,cifar100,0,1000,fp32,16,0.08191825449466705,98.31330180168152,4.741881370544434,24.769631028175354
Python/TensorFlow,resnet18,cifar100,0,1000,fp32,17,0.09641662985086441,97.76241779327393,4.862399101257324,23.988381028175354
Python/TensorFlow,resnet18,cifar100,0,1000,fp32,18,0.19957953691482544,94.1366195678711,5.063098430633545,23.247195780277252
Python/TensorFlow,resnet18,cifar100,0,1000,fp32,19,0.23198676109313965,93.00280213356018,4.969385623931885,24.379006028175354
Python/TensorFlow,resnet18,cifar100,0,1000,fp32,20,0.11944238096475601,96.84295058250427,4.910879611968994,25.881409645080566
Python/TensorFlow,resnet18,cifar100,0,1000,fp32,21,0.07160721719264984,98.29727411270142,4.967377662658691,25.721153616905212
Python/TensorFlow,resnet18,cifar100,0,1000,fp32,22,0.059344321489334106,98.57572317123413,5.10646390914917,25.831329822540283
Python/TensorFlow,resnet18,cifar100,0,1000,fp32,23,0.1092585027217865,97.00320363044739,5.370951175689697,23.367388546466827
Python/TensorFlow,resnet18,cifar100,0,1000,fp32,24,0.212668314576149,93.48157048225403,5.281132221221924,23.127003014087677
Python/TensorFlow,resnet18,cifar100,0,1000,fp32,25,0.15150092542171478,95.49679756164551,5.159714221954346,24.809695780277252
Python/TensorFlow,resnet18,cifar100,0,1000,fp32,26,0.07675322145223618,97.87259697914124,5.139064311981201,25.811296701431274
Python/TensorFlow,resnet18,cifar100,0,1000,fp32,27,0.048072271049022675,98.81811141967773,5.196194171905518,25.95152258872986
Python/TensorFlow,resnet18,cifar100,0,1000,fp32,28,0.04561964049935341,98.88821840286255,5.356906414031982,25.56089758872986
Python/TensorFlow,resnet18,cifar100,0,1000,fp32,29,0.13038624823093414,96.06170058250427,5.649077415466309,23.227164149284363
Python/TensorFlow,resnet18,cifar100,0,1000,fp32,30,0.22963020205497742,92.82652139663696,5.612593650817871,23.52764457464218
