ecosystem,model,dataset,repetition,seed,epoch,train_loss,train_acc,test_loss,test_acc
Rust/tch,resnet18,cifar100,2,1002,1,3.79821,,3.351526,20.39
Rust/tch,resnet18,cifar100,2,1002,2,3.054409,,3.070604,25.27
Rust/tch,resnet18,cifar100,2,1002,3,2.634869,,2.936579,27.66
Rust/tch,resnet18,cifar100,2,1002,4,2.27079,,2.869305,29.6
Rust/tch,resnet18,cifar100,2,1002,5,1.895507,,2.888608,29.52
Rust/tch,resnet18,cifar100,2,1002,6,1.515247,,2.93254,30.46
Rust/tch,resnet18,cifar100,2,1002,7,1.128794,,3.137114,29.16
Rust/tch,resnet18,cifar100,2,1002,8,0.786814,,3.163839,30.58
Rust/tch,resnet18,cifar100,2,1002,9,0.502028,,3.346525,29.63
Rust/tch,resnet18,cifar100,2,1002,10,0.303623,,3.496554,29.69
Rust/tch,resnet18,cifar100,2,1002,11,0.191392,,3.598659,29.33
Rust/tch,resnet18,cifar100,2,1002,12,0.12501,,3.733686,29.46
Rust/tch,resnet18,cifar100,2,1002,13,0.108383,,3.861243,29.1
Rust/tch,resnet18,cifar100,2,1002,14,0.142129,,4.065377,28.54
Rust/tch,resnet18,cifar100,2,1002,15,0.233285,,4.172835,27.92
Rust/tch,resnet18,cifar100,2,1002,16,0.151564,,4.233834,27.93
Rust/tch,resnet18,cifar100,2,1002,17,0.087528,,4.240003,28.64
Rust/tch,resnet18,cifar100,2,1002,18,0.068599,,4.276654,29.32
Rust/tch,resnet18,cifar100,2,1002,19,0.068823,,4.502914,28.24
Rust/tch,resnet18,cifar100,2,1002,20,0.20523,,4.63931,27.42
Rust/tch,resnet18,cifar100,2,1002,21,0.146347,,4.475424,29.34
Rust/tch,resnet18,cifar100,2,1002,22,0.070297,,4.476771,30.54
Rust/tch,resnet18,cifar100,2,1002,23,0.054025,,4.519086,30.59
Rust/tch,resnet18,cifar100,2,1002,24,0.073531,,4.810846,27.93
Rust/tch,resnet18,cifar100,2,1002,25,0.149548,,4.909344,27.92
Rust/tch,resnet18,cifar100,2,1002,26,0.133529,,4.728354,29.11
Rust/tch,resnet18,cifar100,2,1002,27,0.058976,,4.70829,30.5
Rust/tch,resnet18,cifar100,2,1002,28,0.043687,,4.73154,30.22
Rust/tch,resnet18,cifar100,2,1002,29,0.067244,,4.932278,28.84
Rust/tch,resnet18,cifar100,2,1002,30,0.135988,,5.235203,26.37
