timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-09-03T15:01:14,codecarbon,fd714c3f-7d8d-41f1-a9a2-08f6361e491b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,55.794192536966875,0.0016474771866030688,2.9527753905776485e-05,42.5,90.31919620636036,188.83806037902832,0.0006585279216085231,0.0013972027844282309,0.002925785832534078,0.004981516538570833,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.18,2.8.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0
