ecosystem,model,dataset,repetition,seed,precision,epoch,train_loss,test_loss,test_acc
Python/PyTorch,vgg16,tinyimagenet,3,1003,fp32,1,5.16110678604126,5.062657772827149,1.42
Python/PyTorch,vgg16,tinyimagenet,3,1003,fp32,2,4.864749176635742,4.681019483947754,4.43
Python/PyTorch,vgg16,tinyimagenet,3,1003,fp32,3,4.597710341644287,4.496788957977295,5.95
Python/PyTorch,vgg16,tinyimagenet,3,1003,fp32,4,4.377723976898193,4.288866759490967,7.88
Python/PyTorch,vgg16,tinyimagenet,3,1003,fp32,5,4.192624936981201,4.167176459503174,10.18
Python/PyTorch,vgg16,tinyimagenet,3,1003,fp32,6,4.034181414794922,4.074711167907715,11.64
Python/PyTorch,vgg16,tinyimagenet,3,1003,fp32,7,3.8774016690063475,4.046195161437988,12.25
Python/PyTorch,vgg16,tinyimagenet,3,1003,fp32,8,3.706959236984253,4.029419990539551,12.89
Python/PyTorch,vgg16,tinyimagenet,3,1003,fp32,9,3.489628225021362,3.9640450119018555,14.65
Python/PyTorch,vgg16,tinyimagenet,3,1003,fp32,10,3.2527183110046387,4.004068719482422,15.41
Python/PyTorch,vgg16,tinyimagenet,3,1003,fp32,11,2.989683490447998,4.129393472290039,15.87
Python/PyTorch,vgg16,tinyimagenet,3,1003,fp32,12,2.7053024184417724,4.2320685455322264,16.21
Python/PyTorch,vgg16,tinyimagenet,3,1003,fp32,13,2.424702676925659,4.484194511413574,15.96
Python/PyTorch,vgg16,tinyimagenet,3,1003,fp32,14,2.1484468885040284,4.8272721969604495,16.2
Python/PyTorch,vgg16,tinyimagenet,3,1003,fp32,15,1.88427889793396,5.172099299621582,16.18
Python/PyTorch,vgg16,tinyimagenet,3,1003,fp32,16,1.6352388903808595,5.51077183380127,15.13
Python/PyTorch,vgg16,tinyimagenet,3,1003,fp32,17,1.4285507958984376,5.829490830993652,15.75
Python/PyTorch,vgg16,tinyimagenet,3,1003,fp32,18,1.232762632751465,6.380860401153565,15.54
Python/PyTorch,vgg16,tinyimagenet,3,1003,fp32,19,1.071165199432373,6.752908538818359,15.91
Python/PyTorch,vgg16,tinyimagenet,3,1003,fp32,20,0.9512995068740845,7.08313212814331,15.44
Python/PyTorch,vgg16,tinyimagenet,3,1003,fp32,21,0.8324452692031861,7.056306404876709,15.95
Python/PyTorch,vgg16,tinyimagenet,3,1003,fp32,22,0.7270216748332977,8.050148645782471,15.56
Python/PyTorch,vgg16,tinyimagenet,3,1003,fp32,23,0.6638500357818603,7.6954166748046875,15.78
Python/PyTorch,vgg16,tinyimagenet,3,1003,fp32,24,0.6051894472503662,8.087206769561767,15.04
Python/PyTorch,vgg16,tinyimagenet,3,1003,fp32,25,0.556498140449524,8.436327377319335,15.97
Python/PyTorch,vgg16,tinyimagenet,3,1003,fp32,26,0.5118351467704773,8.708028897857666,15.57
Python/PyTorch,vgg16,tinyimagenet,3,1003,fp32,27,0.46417443722724916,8.579488121032714,15.4
Python/PyTorch,vgg16,tinyimagenet,3,1003,fp32,28,0.44900421243667604,8.761780546569824,15.08
Python/PyTorch,vgg16,tinyimagenet,3,1003,fp32,29,0.4118324488067627,9.134847555541992,15.29
Python/PyTorch,vgg16,tinyimagenet,3,1003,fp32,30,0.39700928773880007,9.16452593536377,15.5
