ecosystem,model,dataset,repetition,seed,precision,epoch,train_loss,train_acc,test_loss,test_acc
Python/JAX,vgg16,cifar100,3,1003,fp32,1,4.307772636413574,3.3393430709838867,4.057394981384277,6.21995210647583
Python/JAX,vgg16,cifar100,3,1003,fp32,2,3.9477696418762207,7.289663791656494,3.7951018810272217,9.945913314819336
Python/JAX,vgg16,cifar100,3,1003,fp32,3,3.6512346267700195,12.045272827148438,3.520054340362549,14.673477172851562
Python/JAX,vgg16,cifar100,3,1003,fp32,4,3.3894593715667725,16.59455108642578,3.3209104537963867,18.699920654296875
Python/JAX,vgg16,cifar100,3,1003,fp32,5,3.1705729961395264,20.837339401245117,3.114624261856079,22.606170654296875
Python/JAX,vgg16,cifar100,3,1003,fp32,6,2.9538450241088867,24.825721740722656,2.946293354034424,26.16185760498047
Python/JAX,vgg16,cifar100,3,1003,fp32,7,2.753208875656128,28.587739944458008,2.8670575618743896,27.403846740722656
Python/JAX,vgg16,cifar100,3,1003,fp32,8,2.5679309368133545,32.36979293823242,2.7812371253967285,29.30689239501953
Python/JAX,vgg16,cifar100,3,1003,fp32,9,2.378358840942383,36.47035217285156,2.6691927909851074,31.720754623413086
Python/JAX,vgg16,cifar100,3,1003,fp32,10,2.187602996826172,40.3665885925293,2.607625722885132,33.47355651855469
Python/JAX,vgg16,cifar100,3,1003,fp32,11,2.0048482418060303,44.36899185180664,2.596832036972046,34.144630432128906
Python/JAX,vgg16,cifar100,3,1003,fp32,12,1.8003509044647217,49.05048370361328,2.538041353225708,36.29807662963867
Python/JAX,vgg16,cifar100,3,1003,fp32,13,1.592249870300293,53.98638153076172,2.668848991394043,35.32652282714844
Python/JAX,vgg16,cifar100,3,1003,fp32,14,1.3838608264923096,58.980369567871094,2.961857795715332,33.61378479003906
Python/JAX,vgg16,cifar100,3,1003,fp32,15,1.186638593673706,64.32091522216797,3.0402612686157227,34.765625
Python/JAX,vgg16,cifar100,3,1003,fp32,16,1.0050586462020874,68.79006958007812,3.228942632675171,35.206329345703125
Python/JAX,vgg16,cifar100,3,1003,fp32,17,0.8450911045074463,73.64183044433594,3.5299394130706787,33.38341522216797
Python/JAX,vgg16,cifar100,3,1003,fp32,18,0.7191066741943359,77.28966522216797,3.6960129737854004,34.30488586425781
Python/JAX,vgg16,cifar100,3,1003,fp32,19,0.604836642742157,80.47676849365234,4.183872699737549,34.45512771606445
Python/JAX,vgg16,cifar100,3,1003,fp32,20,0.5186794400215149,83.17107391357422,4.191600322723389,34.114585876464844
Python/JAX,vgg16,cifar100,3,1003,fp32,21,0.44139209389686584,85.6550521850586,4.6096367835998535,34.425079345703125
Python/JAX,vgg16,cifar100,3,1003,fp32,22,0.39607763290405273,86.95913696289062,4.621159553527832,34.78565979003906
Python/JAX,vgg16,cifar100,3,1003,fp32,23,0.3449283838272095,88.62981414794922,4.727302551269531,34.54527282714844
Python/JAX,vgg16,cifar100,3,1003,fp32,24,0.3166263699531555,89.44110870361328,5.065492630004883,34.184696197509766
Python/JAX,vgg16,cifar100,3,1003,fp32,25,0.2786094844341278,90.86138153076172,5.461442470550537,33.854164123535156
Python/JAX,vgg16,cifar100,3,1003,fp32,26,0.25278550386428833,91.74679565429688,5.28689432144165,35.026039123535156
Python/JAX,vgg16,cifar100,3,1003,fp32,27,0.24060070514678955,91.90104675292969,5.050163269042969,34.59535217285156
Python/JAX,vgg16,cifar100,3,1003,fp32,28,0.21419164538383484,92.890625,5.36500358581543,35.40665054321289
Python/JAX,vgg16,cifar100,3,1003,fp32,29,0.21117694675922394,93.01081848144531,5.586693286895752,34.214744567871094
Python/JAX,vgg16,cifar100,3,1003,fp32,30,0.19536958634853363,93.51362609863281,5.620296478271484,34.38501739501953
