phase,epoch,duration_s,gpu_j,cpu_package-0@intel-rapl:0_j,cpu_core@intel-rapl:0:0_j,cpu_package_total_j,hw_total_j
train,1,8.055191,2282.544,492.735932,15.767113,492.735932,2775.279932
eval,1,0.953042,240.09,67.85904,2.406324,67.85904,307.94904
train,2,5.011214,1704.403,264.222099,5.475623,264.222099,1968.625099
eval,2,0.295474,70.54,17.494365,0.628797,17.494365,88.034365
train,3,5.025849,1722.348,264.346345,5.420755,264.346345,1986.694345
eval,3,0.315055,96.019,18.740349,0.424569,18.740349,114.759349
train,4,5.026767,1699.303,263.059074,6.318963,263.059074,1962.362074
eval,4,0.296096,73.45,17.352008,0.504445,17.352008,90.802008
train,5,5.030141,1720.196,263.354224,6.65023,263.354224,1983.550224
eval,5,0.300888,94.638,17.579246,0.617262,17.579246,112.217246
train,6,5.035801,1696.937,265.562743,6.597987,265.562743,1962.499743
eval,6,0.317989,71.51,18.604354,0.457709,18.604354,90.114354
train,7,5.038449,1707.231,262.74308,7.01694,262.74308,1969.97408
eval,7,0.311252,79.483,18.230121,0.553011,18.230121,97.713121
train,8,5.031766,1741.038,262.655865,7.45219,262.655865,2003.693865
eval,8,0.322578,93.848,19.288111,0.544191,19.288111,113.136111
train,9,5.034155,1728.166,262.78742,6.474991,262.78742,1990.95342
eval,9,0.314933,101.838,18.253832,0.625914,18.253832,120.091832
train,10,5.040943,1694.726,262.711725,6.454256,262.711725,1957.437725
eval,10,0.29897,74.451,17.325642,0.445793,17.325642,91.776642
train,11,5.037045,1721.497,265.224428,6.418949,265.224428,1986.721428
eval,11,0.336671,94.525,19.615395,0.50179,19.615395,114.140395
train,12,5.041921,1729.296,263.542981,6.389486,263.542981,1992.838981
eval,12,0.329122,95.462,19.288782,0.593856,19.288782,114.750782
train,13,5.036548,1739.021,262.226093,6.715092,262.226093,2001.247093
eval,13,0.299781,67.926,18.003617,0.489629,18.003617,85.929617
train,14,5.040285,1701.995,262.749809,6.646385,262.749809,1964.744809
eval,14,0.311626,79.719,18.572922,0.537722,18.572922,98.291922
train,15,5.046511,1725.986,262.152504,6.688298,262.152504,1988.138504
eval,15,0.295895,86.863,17.16824,0.599563,17.16824,104.03124
train,16,5.035746,1692.925,264.389372,6.507506,264.389372,1957.314372
eval,16,0.33768,104.699,19.749955,0.503285,19.749955,124.448955
train,17,5.035024,1704.04,262.063565,6.804672,262.063565,1966.103565
eval,17,0.306471,73.05,17.785289,0.644223,17.785289,90.835289
train,18,5.039831,1724.271,262.571673,6.110188,262.571673,1986.842673
eval,18,0.329462,87.401,19.635643,0.546877,19.635643,107.036643
train,19,5.035486,1721.314,262.95712,6.59376,262.95712,1984.27112
eval,19,0.29541,94.541,17.022313,0.599624,17.022313,111.563313
train,20,5.035766,1711.194,261.762342,6.699971,261.762342,1972.956342
eval,20,0.309921,72.615,17.943133,0.651258,17.943133,90.558133
train,21,5.039891,1725.245,263.243665,6.454211,263.243665,1988.488665
eval,21,0.296961,88.494,17.268867,0.552858,17.268867,105.762867
train,22,5.033875,1700.139,261.504985,6.457628,261.504985,1961.643985
eval,22,0.300536,70.317,17.441451,0.522541,17.441451,87.758451
train,23,5.033871,1714.982,262.65492,5.766685,262.65492,1977.63692
eval,23,0.325493,84.869,19.701953,0.457465,19.701953,104.570953
train,24,5.051316,1725.678,261.862968,6.816039,261.862968,1987.540968
eval,24,0.299809,81.154,17.436263,0.436959,17.436263,98.590263
train,25,5.044949,1740.222,261.049717,6.73714,261.049717,2001.271717
eval,25,0.301153,99.199,17.32967,0.469626,17.32967,116.52867
train,26,5.038431,1717.719,261.748167,6.179521,261.748167,1979.467167
eval,26,0.332423,77.282,19.56605,0.553774,19.56605,96.84805
train,27,5.037581,1722.081,261.100297,6.521651,261.100297,1983.181297
eval,27,0.311612,85.971,18.01686,0.577439,18.01686,103.98786
train,28,5.035022,1735.326,260.138479,6.243009,260.138479,1995.464479
eval,28,0.320596,103.828,18.993113,0.550738,18.993113,122.821113
train,29,5.032535,1692.894,261.796871,6.851498,261.796871,1954.690871
eval,29,0.304422,71.42,17.708526,0.6266,17.708526,89.128526
train,30,5.037343,1725.664,261.231669,6.862179,261.231669,1986.895669
eval,30,0.294796,89.185,17.144759,0.557848,17.144759,106.329759
