ecosystem,model,dataset,repetition,seed,epoch,train_loss,train_acc,test_loss,test_acc
C++/LibTorch,resnet18,cifar100,2,1002,1,3.816197,,3.389837,19.41
C++/LibTorch,resnet18,cifar100,2,1002,2,3.083172,,3.112505,24.74
C++/LibTorch,resnet18,cifar100,2,1002,3,2.666653,,2.978473,27.39
C++/LibTorch,resnet18,cifar100,2,1002,4,2.295176,,2.932164,28.1
C++/LibTorch,resnet18,cifar100,2,1002,5,1.926019,,2.91795,29.39
C++/LibTorch,resnet18,cifar100,2,1002,6,1.53911,,2.988449,29.06
C++/LibTorch,resnet18,cifar100,2,1002,7,1.155765,,3.1312,29.27
C++/LibTorch,resnet18,cifar100,2,1002,8,0.79963,,3.215258,29.2
C++/LibTorch,resnet18,cifar100,2,1002,9,0.515254,,3.382239,28.91
C++/LibTorch,resnet18,cifar100,2,1002,10,0.310654,,3.508363,28.65
C++/LibTorch,resnet18,cifar100,2,1002,11,0.193668,,3.641447,28.92
C++/LibTorch,resnet18,cifar100,2,1002,12,0.126513,,3.747259,29.42
C++/LibTorch,resnet18,cifar100,2,1002,13,0.099968,,3.939694,27.59
C++/LibTorch,resnet18,cifar100,2,1002,14,0.133836,,4.15717,26.84
C++/LibTorch,resnet18,cifar100,2,1002,15,0.237487,,4.199487,27.87
C++/LibTorch,resnet18,cifar100,2,1002,16,0.177343,,4.243165,28.37
C++/LibTorch,resnet18,cifar100,2,1002,17,0.081173,,4.265233,28.94
C++/LibTorch,resnet18,cifar100,2,1002,18,0.066635,,4.355053,28.4
C++/LibTorch,resnet18,cifar100,2,1002,19,0.080314,,4.497088,27.96
C++/LibTorch,resnet18,cifar100,2,1002,20,0.187262,,4.597266,27.89
C++/LibTorch,resnet18,cifar100,2,1002,21,0.175748,,4.547158,28.55
C++/LibTorch,resnet18,cifar100,2,1002,22,0.080899,,4.520467,29.04
C++/LibTorch,resnet18,cifar100,2,1002,23,0.042283,,4.584395,29.28
C++/LibTorch,resnet18,cifar100,2,1002,24,0.037501,,4.682,29.33
C++/LibTorch,resnet18,cifar100,2,1002,25,0.107374,,4.984434,26.24
C++/LibTorch,resnet18,cifar100,2,1002,26,0.211273,,4.828489,27.63
C++/LibTorch,resnet18,cifar100,2,1002,27,0.085347,,4.760879,28.97
C++/LibTorch,resnet18,cifar100,2,1002,28,0.044278,,4.763277,29.76
C++/LibTorch,resnet18,cifar100,2,1002,29,0.031886,,4.878176,29.37
C++/LibTorch,resnet18,cifar100,2,1002,30,0.086309,,5.188344,26.61
