ecosystem,model,dataset,repetition,seed,precision,epoch,train_loss,train_acc,test_loss,test_acc
Python/TensorFlow,resnet18,fashionmnist,3,1003,fp32,1,0.4938427805900574,82.54874348640442,0.4539245665073395,83.88421535491943
Python/TensorFlow,resnet18,fashionmnist,3,1003,fp32,2,0.29186001420021057,89.22275900840759,0.35939911007881165,87.42988705635071
Python/TensorFlow,resnet18,fashionmnist,3,1003,fp32,3,0.22687645256519318,91.62159562110901,0.34127193689346313,88.00080418586731
Python/TensorFlow,resnet18,fashionmnist,3,1003,fp32,4,0.18101604282855988,93.22583079338074,0.3653419315814972,87.82051205635071
Python/TensorFlow,resnet18,fashionmnist,3,1003,fp32,5,0.1474733054637909,94.3893551826477,0.4175057113170624,86.95913553237915
Python/TensorFlow,resnet18,fashionmnist,3,1003,fp32,6,0.12083039432764053,95.47609686851501,0.41133642196655273,87.8004789352417
Python/TensorFlow,resnet18,fashionmnist,3,1003,fp32,7,0.0994078516960144,96.29740715026855,0.416870653629303,87.81049847602844
Python/TensorFlow,resnet18,fashionmnist,3,1003,fp32,8,0.08752750605344772,96.69638276100159,0.42814111709594727,88.10096383094788
Python/TensorFlow,resnet18,fashionmnist,3,1003,fp32,9,0.07378612458705902,97.25059866905212,0.4663199484348297,87.85055875778198
Python/TensorFlow,resnet18,fashionmnist,3,1003,fp32,10,0.06527957320213318,97.6195216178894,0.4914208948612213,87.4098539352417
Python/TensorFlow,resnet18,fashionmnist,3,1003,fp32,11,0.05900539830327034,97.79313802719116,0.47614920139312744,88.94230723381042
Python/TensorFlow,resnet18,fashionmnist,3,1003,fp32,12,0.05264175310730934,98.08861017227173,0.5061734318733215,88.21113705635071
Python/TensorFlow,resnet18,fashionmnist,3,1003,fp32,13,0.048867519944906235,98.25220108032227,0.46603551506996155,88.99238705635071
Python/TensorFlow,resnet18,fashionmnist,3,1003,fp32,14,0.04459591582417488,98.37072491645813,0.4892336130142212,88.83213400840759
Python/TensorFlow,resnet18,fashionmnist,3,1003,fp32,15,0.041235603392124176,98.44417572021484,0.48610052466392517,88.91226053237915
Python/TensorFlow,resnet18,fashionmnist,3,1003,fp32,16,0.03754805028438568,98.64950776100159,0.5108346343040466,89.25280570983887
Python/TensorFlow,resnet18,fashionmnist,3,1003,fp32,17,0.036926668137311935,98.70793223381042,0.532219409942627,88.84214758872986
Python/TensorFlow,resnet18,fashionmnist,3,1003,fp32,18,0.03652096539735794,98.69791865348816,0.5240925550460815,89.08253312110901
Python/TensorFlow,resnet18,fashionmnist,3,1003,fp32,19,0.03298136219382286,98.85316491127014,0.5478370785713196,88.59174847602844
Python/TensorFlow,resnet18,fashionmnist,3,1003,fp32,20,0.030840670689940453,98.84982705116272,0.5696621537208557,88.93229365348816
Python/TensorFlow,resnet18,fashionmnist,3,1003,fp32,21,0.0285711158066988,98.97502660751343,0.5591709613800049,88.55168223381042
Python/TensorFlow,resnet18,fashionmnist,3,1003,fp32,22,0.02956094965338707,98.96334409713745,0.5723360776901245,88.60176205635071
Python/TensorFlow,resnet18,fashionmnist,3,1003,fp32,23,0.026237336918711662,99.06851053237915,0.5365856885910034,88.84214758872986
Python/TensorFlow,resnet18,fashionmnist,3,1003,fp32,24,0.024105370044708252,99.13862347602844,0.5233911871910095,89.01242017745972
Python/TensorFlow,resnet18,fashionmnist,3,1003,fp32,25,0.02835128642618656,99.03846383094788,0.5941430330276489,88.68188858032227
Python/TensorFlow,resnet18,fashionmnist,3,1003,fp32,26,0.022745614871382713,99.23878312110901,0.5716814994812012,89.44311141967773
Python/TensorFlow,resnet18,fashionmnist,3,1003,fp32,27,0.025568483397364616,99.10189509391785,0.5266228318214417,89.3629789352417
Python/TensorFlow,resnet18,fashionmnist,3,1003,fp32,28,0.023813927546143532,99.167001247406,0.5627865195274353,88.65184187889099
Python/TensorFlow,resnet18,fashionmnist,3,1003,fp32,29,0.02207399718463421,99.24545884132385,0.5176073312759399,89.28285241127014
Python/TensorFlow,resnet18,fashionmnist,3,1003,fp32,30,0.019973985850811005,99.28051829338074,0.5724663138389587,89.61338400840759
