ecosystem,model,dataset,repetition,seed,epoch,train_loss,train_acc,test_loss,test_acc
R/torch,resnet18,cifar100,1,1001,1,3.716884,,3.327864,20.15
R/torch,resnet18,cifar100,1,1001,2,3.008063,,3.00748,26.42
R/torch,resnet18,cifar100,1,1001,3,2.616567,,2.86937,29.34
R/torch,resnet18,cifar100,1,1001,4,2.275927,,2.855193,30.63
R/torch,resnet18,cifar100,1,1001,5,1.948633,,2.754027,32.44
R/torch,resnet18,cifar100,1,1001,6,1.61532,,2.759666,33.27
R/torch,resnet18,cifar100,1,1001,7,1.282441,,2.913018,32.29
R/torch,resnet18,cifar100,1,1001,8,0.955313,,3.011173,32.83
R/torch,resnet18,cifar100,1,1001,9,0.667833,,3.221285,32.17
R/torch,resnet18,cifar100,1,1001,10,0.43949,,3.318691,33.18
R/torch,resnet18,cifar100,1,1001,11,0.29806,,3.456834,32.61
R/torch,resnet18,cifar100,1,1001,12,0.251405,,3.634269,31.85
R/torch,resnet18,cifar100,1,1001,13,0.240132,,3.689819,32.71
R/torch,resnet18,cifar100,1,1001,14,0.254965,,3.842441,31.4
R/torch,resnet18,cifar100,1,1001,15,0.208631,,3.86856,32.06
R/torch,resnet18,cifar100,1,1001,16,0.161512,,3.881959,33.07
R/torch,resnet18,cifar100,1,1001,17,0.166058,,3.982709,32.3
R/torch,resnet18,cifar100,1,1001,18,0.169159,,4.0747,31.76
R/torch,resnet18,cifar100,1,1001,19,0.184774,,4.148895,32.46
R/torch,resnet18,cifar100,1,1001,20,0.152706,,4.131469,33.35
R/torch,resnet18,cifar100,1,1001,21,0.130941,,4.241497,32.73
R/torch,resnet18,cifar100,1,1001,22,0.16053,,4.40937,31.25
R/torch,resnet18,cifar100,1,1001,23,0.15755,,4.357263,32.03
R/torch,resnet18,cifar100,1,1001,24,0.117503,,4.326067,32.73
R/torch,resnet18,cifar100,1,1001,25,0.124366,,4.346601,33.0
R/torch,resnet18,cifar100,1,1001,26,0.129508,,4.416871,32.54
R/torch,resnet18,cifar100,1,1001,27,0.138604,,4.536577,31.22
R/torch,resnet18,cifar100,1,1001,28,0.133893,,4.485644,32.19
R/torch,resnet18,cifar100,1,1001,29,0.09975,,4.492077,33.7
R/torch,resnet18,cifar100,1,1001,30,0.104287,,4.549461,32.24
