ecosystem,model,dataset,repetition,seed,precision,epoch,train_loss,train_acc,test_loss,test_acc
Python/JAX,resnet18,tinyimagenet,4,1004,fp32,1,4.865915298461914,5.411731719970703,4.487088680267334,8.463541030883789
Python/JAX,resnet18,tinyimagenet,4,1004,fp32,2,4.2294602394104,11.761763572692871,4.196712017059326,12.139423370361328
Python/JAX,resnet18,tinyimagenet,4,1004,fp32,3,3.854644775390625,16.918415069580078,4.060232162475586,14.232772827148438
Python/JAX,resnet18,tinyimagenet,4,1004,fp32,4,3.5187578201293945,22.04205322265625,3.9722368717193604,16.00560760498047
Python/JAX,resnet18,tinyimagenet,4,1004,fp32,5,3.1813039779663086,27.779888153076172,4.001116752624512,16.3962345123291
Python/JAX,resnet18,tinyimagenet,4,1004,fp32,6,2.8215434551239014,34.29997634887695,4.067723274230957,16.41626739501953
Python/JAX,resnet18,tinyimagenet,4,1004,fp32,7,2.433152198791504,42.21250534057617,4.188231468200684,16.035655975341797
Python/JAX,resnet18,tinyimagenet,4,1004,fp32,8,2.025543451309204,50.89728927612305,4.419907093048096,15.19431209564209
Python/JAX,resnet18,tinyimagenet,4,1004,fp32,9,1.6191118955612183,60.41433334350586,4.5753254890441895,14.653446197509766
Python/JAX,resnet18,tinyimagenet,4,1004,fp32,10,1.234315037727356,70.18045806884766,4.867522716522217,14.873798370361328
Python/JAX,resnet18,tinyimagenet,4,1004,fp32,11,0.910478413105011,78.4180908203125,5.102630615234375,14.012420654296875
Python/JAX,resnet18,tinyimagenet,4,1004,fp32,12,0.6607376933097839,84.59307098388672,5.342138290405273,13.762019157409668
Python/JAX,resnet18,tinyimagenet,4,1004,fp32,13,0.4866294860839844,88.89945220947266,5.624400615692139,13.431490898132324
Python/JAX,resnet18,tinyimagenet,4,1004,fp32,14,0.37524282932281494,91.59130859375,5.881807804107666,12.980769157409668
Python/JAX,resnet18,tinyimagenet,4,1004,fp32,15,0.32891011238098145,92.43858337402344,6.074702739715576,12.970752716064453
Python/JAX,resnet18,tinyimagenet,4,1004,fp32,16,0.3082261383533478,92.47259521484375,6.21718168258667,13.14102554321289
Python/JAX,resnet18,tinyimagenet,4,1004,fp32,17,0.2689859867095947,93.33386993408203,6.326519966125488,13.521635055541992
Python/JAX,resnet18,tinyimagenet,4,1004,fp32,18,0.243170827627182,93.93305969238281,6.560833930969238,13.131009101867676
Python/JAX,resnet18,tinyimagenet,4,1004,fp32,19,0.2381739467382431,93.82902526855469,6.712563514709473,13.181090354919434
Python/JAX,resnet18,tinyimagenet,4,1004,fp32,20,0.22936616837978363,93.95706939697266,6.75384521484375,13.221153259277344
Python/JAX,resnet18,tinyimagenet,4,1004,fp32,21,0.21403388679027557,94.315185546875,6.936939239501953,12.980769157409668
Python/JAX,resnet18,tinyimagenet,4,1004,fp32,22,0.19979888200759888,94.6402816772461,6.982565879821777,12.760416984558105
Python/JAX,resnet18,tinyimagenet,4,1004,fp32,23,0.2075565606355667,94.25716400146484,7.074207305908203,12.980769157409668
Python/JAX,resnet18,tinyimagenet,4,1004,fp32,24,0.19460353255271912,94.62327575683594,7.175218105316162,12.870593070983887
Python/JAX,resnet18,tinyimagenet,4,1004,fp32,25,0.18059027194976807,94.91637420654297,7.329349040985107,12.610176086425781
Python/JAX,resnet18,tinyimagenet,4,1004,fp32,26,0.18628725409507751,94.73731231689453,7.306662559509277,13.151041984558105
Python/JAX,resnet18,tinyimagenet,4,1004,fp32,27,0.17829672992229462,94.9423828125,7.3567585945129395,12.510016441345215
Python/JAX,resnet18,tinyimagenet,4,1004,fp32,28,0.16941212117671967,95.1634521484375,7.511828422546387,12.800480842590332
Python/JAX,resnet18,tinyimagenet,4,1004,fp32,29,0.1612260341644287,95.40853881835938,7.541798114776611,12.770432472229004
Python/JAX,resnet18,tinyimagenet,4,1004,fp32,30,0.17523135244846344,94.77932739257812,7.5843505859375,13.271233558654785
