ecosystem,model,dataset,repetition,seed,precision,epoch,train_loss,test_loss,test_acc
Python/PyTorch,vgg16,cifar100,0,1000,fp32,1,4.427198319091797,4.272577265930176,2.1
Python/PyTorch,vgg16,cifar100,0,1000,fp32,2,4.118334642333984,3.9500692993164064,5.96
Python/PyTorch,vgg16,cifar100,0,1000,fp32,3,3.812935915679932,3.7222632431030274,10.3
Python/PyTorch,vgg16,cifar100,0,1000,fp32,4,3.5871599219512937,3.5326341239929198,13.87
Python/PyTorch,vgg16,cifar100,0,1000,fp32,5,3.3835907334899904,3.3411854259490967,17.38
Python/PyTorch,vgg16,cifar100,0,1000,fp32,6,3.15768286239624,3.187657359313965,20.08
Python/PyTorch,vgg16,cifar100,0,1000,fp32,7,2.9001294048309325,3.066407327270508,23.39
Python/PyTorch,vgg16,cifar100,0,1000,fp32,8,2.6422254566955568,2.9560346305847167,26.05
Python/PyTorch,vgg16,cifar100,0,1000,fp32,9,2.361230623703003,2.899191212463379,28.86
Python/PyTorch,vgg16,cifar100,0,1000,fp32,10,2.0552891635894777,2.9446028450012207,30.13
Python/PyTorch,vgg16,cifar100,0,1000,fp32,11,1.7606303985595704,3.015436037826538,31.58
Python/PyTorch,vgg16,cifar100,0,1000,fp32,12,1.485027986793518,3.122659820175171,32.73
Python/PyTorch,vgg16,cifar100,0,1000,fp32,13,1.2320351503753662,3.4652453300476074,31.33
Python/PyTorch,vgg16,cifar100,0,1000,fp32,14,1.0111605151939391,3.606846901702881,33.24
Python/PyTorch,vgg16,cifar100,0,1000,fp32,15,0.8275013786315918,4.0302299190521245,33.53
Python/PyTorch,vgg16,cifar100,0,1000,fp32,16,0.6800678968429565,4.1438489419937135,33.46
Python/PyTorch,vgg16,cifar100,0,1000,fp32,17,0.5620830554389954,4.360109018516541,33.08
Python/PyTorch,vgg16,cifar100,0,1000,fp32,18,0.47353569566726683,4.75157308807373,32.15
Python/PyTorch,vgg16,cifar100,0,1000,fp32,19,0.4057637951850891,4.708517958068848,33.48
Python/PyTorch,vgg16,cifar100,0,1000,fp32,20,0.34249111161231993,5.1941118259429935,33.56
Python/PyTorch,vgg16,cifar100,0,1000,fp32,21,0.30868840871810915,5.047937560653686,33.67
Python/PyTorch,vgg16,cifar100,0,1000,fp32,22,0.2788463903141022,5.181512684631348,34.61
Python/PyTorch,vgg16,cifar100,0,1000,fp32,23,0.2483901105594635,5.331320388793945,33.09
Python/PyTorch,vgg16,cifar100,0,1000,fp32,24,0.24271649538993836,5.4132104476928715,34.01
Python/PyTorch,vgg16,cifar100,0,1000,fp32,25,0.22387818662643433,5.286120804595948,33.81
Python/PyTorch,vgg16,cifar100,0,1000,fp32,26,0.20791323684930801,5.543655931091308,34.64
Python/PyTorch,vgg16,cifar100,0,1000,fp32,27,0.19052593863010406,5.224019747543335,34.09
Python/PyTorch,vgg16,cifar100,0,1000,fp32,28,0.18997873267412185,5.605667134094238,34.53
Python/PyTorch,vgg16,cifar100,0,1000,fp32,29,0.17793761944770814,5.712918761062622,33.84
Python/PyTorch,vgg16,cifar100,0,1000,fp32,30,0.17216187180042267,5.32349335899353,34.4
