ecosystem,model,dataset,repetition,seed,epoch,train_loss,train_acc,test_loss,test_acc
C++/LibTorch,resnet18,fashionmnist,0,1000,1,0.442521,,0.372236,85.79
C++/LibTorch,resnet18,fashionmnist,0,1000,2,0.278029,,0.336627,87.58
C++/LibTorch,resnet18,fashionmnist,0,1000,3,0.226079,,0.318024,88.69
C++/LibTorch,resnet18,fashionmnist,0,1000,4,0.182933,,0.302387,89.33
C++/LibTorch,resnet18,fashionmnist,0,1000,5,0.153305,,0.337938,88.77
C++/LibTorch,resnet18,fashionmnist,0,1000,6,0.128407,,0.369631,87.88
C++/LibTorch,resnet18,fashionmnist,0,1000,7,0.110641,,0.342508,89.07
C++/LibTorch,resnet18,fashionmnist,0,1000,8,0.091969,,0.401308,88.59
C++/LibTorch,resnet18,fashionmnist,0,1000,9,0.082512,,0.352013,89.84
C++/LibTorch,resnet18,fashionmnist,0,1000,10,0.072056,,0.384693,89.66
C++/LibTorch,resnet18,fashionmnist,0,1000,11,0.061217,,0.427724,88.98
C++/LibTorch,resnet18,fashionmnist,0,1000,12,0.057535,,0.421112,89.79
C++/LibTorch,resnet18,fashionmnist,0,1000,13,0.052884,,0.402105,89.74
C++/LibTorch,resnet18,fashionmnist,0,1000,14,0.046705,,0.43085,89.93
C++/LibTorch,resnet18,fashionmnist,0,1000,15,0.041995,,0.455866,89.59
C++/LibTorch,resnet18,fashionmnist,0,1000,16,0.045771,,0.440845,90.06
C++/LibTorch,resnet18,fashionmnist,0,1000,17,0.041027,,0.454744,89.85
C++/LibTorch,resnet18,fashionmnist,0,1000,18,0.034169,,0.459288,90.38
C++/LibTorch,resnet18,fashionmnist,0,1000,19,0.035763,,0.477348,89.8
C++/LibTorch,resnet18,fashionmnist,0,1000,20,0.030397,,0.466607,90.06
C++/LibTorch,resnet18,fashionmnist,0,1000,21,0.03369,,0.439649,90.48
C++/LibTorch,resnet18,fashionmnist,0,1000,22,0.031593,,0.47096,90.19
C++/LibTorch,resnet18,fashionmnist,0,1000,23,0.027885,,0.476846,90.26
C++/LibTorch,resnet18,fashionmnist,0,1000,24,0.027893,,0.484279,90.21
C++/LibTorch,resnet18,fashionmnist,0,1000,25,0.027834,,0.491701,89.75
C++/LibTorch,resnet18,fashionmnist,0,1000,26,0.02517,,0.494574,89.95
C++/LibTorch,resnet18,fashionmnist,0,1000,27,0.023146,,0.532136,89.55
C++/LibTorch,resnet18,fashionmnist,0,1000,28,0.025937,,0.496882,90.46
C++/LibTorch,resnet18,fashionmnist,0,1000,29,0.022314,,0.490982,90.2
C++/LibTorch,resnet18,fashionmnist,0,1000,30,0.02133,,0.506451,90.36
