ecosystem,model,dataset,repetition,seed,precision,epoch,train_loss,test_loss,test_acc
Python/PyTorch,vgg16,fashionmnist,0,1000,fp32,1,0.7101654317220052,0.4066690546989441,84.79
Python/PyTorch,vgg16,fashionmnist,0,1000,fp32,2,0.3436309436003367,0.31258367609083654,89.05
Python/PyTorch,vgg16,fashionmnist,0,1000,fp32,3,0.2707873565832774,0.280626772621274,89.82
Python/PyTorch,vgg16,fashionmnist,0,1000,fp32,4,0.23544872707525888,0.25527453235685826,90.92
Python/PyTorch,vgg16,fashionmnist,0,1000,fp32,5,0.20635602822303772,0.2460509428679943,91.25
Python/PyTorch,vgg16,fashionmnist,0,1000,fp32,6,0.18028381604353585,0.27869733199316543,90.42
Python/PyTorch,vgg16,fashionmnist,0,1000,fp32,7,0.16199568458795546,0.24039387183263897,91.85
Python/PyTorch,vgg16,fashionmnist,0,1000,fp32,8,0.14026727615594864,0.2476149993956089,91.81
Python/PyTorch,vgg16,fashionmnist,0,1000,fp32,9,0.12338015408118566,0.27020712732151153,91.32
Python/PyTorch,vgg16,fashionmnist,0,1000,fp32,10,0.10746496115922928,0.2386241140022874,92.15
Python/PyTorch,vgg16,fashionmnist,0,1000,fp32,11,0.09387800189356009,0.2650585257858038,91.95
Python/PyTorch,vgg16,fashionmnist,0,1000,fp32,12,0.08010067684253057,0.28464350739987565,91.85
Python/PyTorch,vgg16,fashionmnist,0,1000,fp32,13,0.07267110126217206,0.30918329962084534,92.22
Python/PyTorch,vgg16,fashionmnist,0,1000,fp32,14,0.06467573122978211,0.2969676465711789,92.53
Python/PyTorch,vgg16,fashionmnist,0,1000,fp32,15,0.0543423628769815,0.344266135074012,91.97
Python/PyTorch,vgg16,fashionmnist,0,1000,fp32,16,0.051275469349573055,0.30713538715592587,92.18
Python/PyTorch,vgg16,fashionmnist,0,1000,fp32,17,0.04662137830009063,0.3480663118869066,92.39
Python/PyTorch,vgg16,fashionmnist,0,1000,fp32,18,0.04272167603944739,0.3412982682861388,92.68
Python/PyTorch,vgg16,fashionmnist,0,1000,fp32,19,0.039338694537431,0.32833760529384015,91.87
Python/PyTorch,vgg16,fashionmnist,0,1000,fp32,20,0.03479871578042706,0.35247394226118905,92.01
Python/PyTorch,vgg16,fashionmnist,0,1000,fp32,21,0.03574745246097445,0.41251871918458927,91.92
Python/PyTorch,vgg16,fashionmnist,0,1000,fp32,22,0.029667340330407025,0.3752806112176622,92.3
Python/PyTorch,vgg16,fashionmnist,0,1000,fp32,23,0.029888910301712653,0.39779988705844443,92.49
Python/PyTorch,vgg16,fashionmnist,0,1000,fp32,24,0.030863941639413438,0.3942089059365913,91.92
Python/PyTorch,vgg16,fashionmnist,0,1000,fp32,25,0.03155640341900289,0.4182869157518282,92.58
Python/PyTorch,vgg16,fashionmnist,0,1000,fp32,26,0.02636295653358102,0.45061667819869616,92.4
Python/PyTorch,vgg16,fashionmnist,0,1000,fp32,27,0.024206281831488013,0.4272709303343203,92.49
Python/PyTorch,vgg16,fashionmnist,0,1000,fp32,28,0.02342231840553383,0.4200742180160218,92.62
Python/PyTorch,vgg16,fashionmnist,0,1000,fp32,29,0.02437773077422753,0.37948021452445535,92.81
Python/PyTorch,vgg16,fashionmnist,0,1000,fp32,30,0.020046990090686206,0.3866764032811856,92.51
