phase,epoch,duration_s,gpu_j,cpu_package-0@intel-rapl:0_j,cpu_core@intel-rapl:0:0_j,cpu_package_total_j,hw_total_j
train,1,9.988313,1711.423,504.940821,13.545213,504.940821,2216.363821
eval,1,0.505269,60.43,27.450332,1.058829,27.450332,87.880332
train,2,2.441656,728.316,135.219295,4.356357,135.219295,863.535295
eval,2,0.334129,37.987,19.312799,0.453117,19.312799,57.299799
train,3,2.439579,737.421,135.633702,4.08507,135.633702,873.054702
eval,3,0.321341,46.549,18.834307,0.554949,18.834307,65.383307
train,4,2.426659,737.053,134.195926,4.572655,134.195926,871.248926
eval,4,0.344085,40.181,19.725344,0.511525,19.725344,59.906344
train,5,2.42962,748.526,132.874247,4.872459,132.874247,881.400247
eval,5,0.336287,45.983,19.389668,0.544711,19.389668,65.372668
train,6,2.461824,754.335,135.307059,5.129877,135.307059,889.642059
eval,6,0.311851,49.035,17.990525,0.600982,17.990525,67.025525
train,7,2.458342,735.309,134.248475,4.917074,134.248475,869.557475
eval,7,0.314951,40.221,18.363247,0.704782,18.363247,58.584247
train,8,2.446582,751.174,134.259948,4.422913,134.259948,885.433948
eval,8,0.338319,50.705,19.520124,0.430917,19.520124,70.225124
train,9,2.429599,736.933,134.157536,4.408692,134.157536,871.090536
eval,9,0.318633,37.516,18.761435,0.649198,18.761435,56.277435
train,10,2.430704,751.303,134.262664,4.774914,134.262664,885.565664
eval,10,0.340335,43.633,19.54121,0.519398,19.54121,63.17421
train,11,2.443242,749.206,134.699211,4.853524,134.699211,883.905211
eval,11,0.29961,35.925,17.537591,0.534274,17.537591,53.462591
train,12,2.440573,744.975,134.788196,4.696427,134.788196,879.763196
eval,12,0.340583,44.081,19.517042,0.57988,19.517042,63.598042
train,13,2.421163,728.734,133.887409,5.043639,133.887409,862.621409
eval,13,0.314639,36.948,18.079952,0.590012,18.079952,55.027952
train,14,2.444268,744.984,133.914278,5.118021,133.914278,878.898278
eval,14,0.327689,47.152,19.003977,0.679713,19.003977,66.155977
train,15,2.471916,757.134,135.6386,5.200994,135.6386,892.7726
eval,15,0.307986,49.121,18.018707,0.551257,18.018707,67.139707
train,16,2.435116,738.815,134.89845,4.471845,134.89845,873.71345
eval,16,0.340899,55.916,19.556224,0.514271,19.556224,75.472224
train,17,2.438431,734.281,133.72955,4.982637,133.72955,868.01055
eval,17,0.330505,41.725,19.010965,0.47132,19.010965,60.735965
train,18,2.438666,745.718,135.052815,4.336583,135.052815,880.770815
eval,18,0.344458,50.233,19.841732,0.39648,19.841732,70.074732
train,19,2.435907,744.706,134.941554,4.209332,134.941554,879.647554
eval,19,0.309784,40.963,18.419061,0.550799,18.419061,59.382061
train,20,2.430462,730.705,135.14357,3.645823,135.14357,865.84857
eval,20,0.338067,53.729,19.51959,0.548693,19.51959,73.24859
train,21,2.447552,743.152,134.975198,4.56562,134.975198,878.127198
eval,21,0.320234,53.649,18.626081,0.476462,18.626081,72.275081
train,22,2.456717,740.06,136.488746,4.028662,136.488746,876.548746
eval,22,0.286985,44.84,16.849775,0.609114,16.849775,61.689775
train,23,2.454559,737.104,136.301712,3.790301,136.301712,873.405712
eval,23,0.334913,48.081,19.821149,0.479376,19.821149,67.902149
train,24,2.428395,742.961,134.648875,4.110581,134.648875,877.609875
eval,24,0.343032,55.176,19.790923,0.423882,19.790923,74.966923
train,25,2.427143,743.93,134.813753,4.272011,134.813753,878.743753
eval,25,0.314031,47.245,18.112298,0.717156,18.112298,65.357298
train,26,2.440636,734.335,136.004242,4.518245,136.004242,870.339242
eval,26,0.288988,41.925,17.153181,0.592102,17.153181,59.078181
train,27,2.428679,736.828,136.084927,4.085436,136.084927,872.912927
eval,27,0.303731,39.465,18.103037,0.491079,18.103037,57.568037
train,28,2.437054,731.344,135.917257,3.78374,135.917257,867.261257
eval,28,0.296484,37.193,17.352222,0.570848,17.352222,54.545222
train,29,2.430683,727.099,135.375003,4.043202,135.375003,862.474003
eval,29,0.332636,44.186,19.50218,0.634565,19.50218,63.68818
train,30,2.438658,726.491,135.783184,4.393525,135.783184,862.274184
eval,30,0.295629,50.257,17.608632,0.679942,17.608632,67.865632
