ecosystem,model,dataset,repetition,seed,precision,epoch,train_loss,test_loss,test_acc
Python/PyTorch,resnet18,tinyimagenet,0,1000,fp32,1,4.786591799621582,4.423513294219971,8.67
Python/PyTorch,resnet18,tinyimagenet,0,1000,fp32,2,4.1772080310058595,4.125400232696533,12.18
Python/PyTorch,resnet18,tinyimagenet,0,1000,fp32,3,3.8299962864685058,3.991907012939453,14.56
Python/PyTorch,resnet18,tinyimagenet,0,1000,fp32,4,3.5360029262542723,3.878515340423584,17.03
Python/PyTorch,resnet18,tinyimagenet,0,1000,fp32,5,3.243778979797363,3.8724839035034178,17.24
Python/PyTorch,resnet18,tinyimagenet,0,1000,fp32,6,2.9420418033599853,3.869018292236328,18.13
Python/PyTorch,resnet18,tinyimagenet,0,1000,fp32,7,2.6168568168640136,3.977449097442627,16.87
Python/PyTorch,resnet18,tinyimagenet,0,1000,fp32,8,2.2636264791870118,4.126411741638184,16.8
Python/PyTorch,resnet18,tinyimagenet,0,1000,fp32,9,1.8982003913116454,4.28604663696289,16.07
Python/PyTorch,resnet18,tinyimagenet,0,1000,fp32,10,1.539558782081604,4.458955239868164,15.66
Python/PyTorch,resnet18,tinyimagenet,0,1000,fp32,11,1.2128621497344971,4.7139186668396,15.12
Python/PyTorch,resnet18,tinyimagenet,0,1000,fp32,12,0.9203668859863281,4.977480564880371,14.45
Python/PyTorch,resnet18,tinyimagenet,0,1000,fp32,13,0.6845069604492188,5.318088854980469,13.25
Python/PyTorch,resnet18,tinyimagenet,0,1000,fp32,14,0.5125814340209961,5.440649508666993,14.25
Python/PyTorch,resnet18,tinyimagenet,0,1000,fp32,15,0.3942108369064331,5.725016454315186,13.7
Python/PyTorch,resnet18,tinyimagenet,0,1000,fp32,16,0.33708704738616946,5.890708764648437,13.84
Python/PyTorch,resnet18,tinyimagenet,0,1000,fp32,17,0.290063569278717,6.122527797698974,13.87
Python/PyTorch,resnet18,tinyimagenet,0,1000,fp32,18,0.26635770025253297,6.223629148864746,14.14
Python/PyTorch,resnet18,tinyimagenet,0,1000,fp32,19,0.26386589579582215,6.498792600250244,13.11
Python/PyTorch,resnet18,tinyimagenet,0,1000,fp32,20,0.23219278840065002,6.55781968536377,13.55
Python/PyTorch,resnet18,tinyimagenet,0,1000,fp32,21,0.21796695636749266,6.713304179382324,13.64
Python/PyTorch,resnet18,tinyimagenet,0,1000,fp32,22,0.2171441703891754,6.833745639038086,12.88
Python/PyTorch,resnet18,tinyimagenet,0,1000,fp32,23,0.1977112721824646,6.955753179168701,13.42
Python/PyTorch,resnet18,tinyimagenet,0,1000,fp32,24,0.18647019625663758,6.988855278015136,13.42
Python/PyTorch,resnet18,tinyimagenet,0,1000,fp32,25,0.19995369008541108,7.0321105743408205,13.23
Python/PyTorch,resnet18,tinyimagenet,0,1000,fp32,26,0.1868564639568329,7.159993989562988,13.46
Python/PyTorch,resnet18,tinyimagenet,0,1000,fp32,27,0.1729140794658661,7.234778526306152,13.37
Python/PyTorch,resnet18,tinyimagenet,0,1000,fp32,28,0.17349671599388122,7.361069258117676,12.95
Python/PyTorch,resnet18,tinyimagenet,0,1000,fp32,29,0.16971086569786073,7.42823205871582,13.43
Python/PyTorch,resnet18,tinyimagenet,0,1000,fp32,30,0.158821012134552,7.450036360931397,13.37
