ecosystem,model,dataset,repetition,seed,epoch,train_loss,train_acc,test_loss,test_acc
R/torch,vgg16,cifar100,1,1001,1,4.465927,,4.288817,2.31
R/torch,vgg16,cifar100,1,1001,2,4.210779,,4.014981,5.77
R/torch,vgg16,cifar100,1,1001,3,3.914208,,3.679904,10.41
R/torch,vgg16,cifar100,1,1001,4,3.637933,,3.491603,13.69
R/torch,vgg16,cifar100,1,1001,5,3.432158,,3.301633,17.2
R/torch,vgg16,cifar100,1,1001,6,3.256606,,3.177378,19.34
R/torch,vgg16,cifar100,1,1001,7,3.072921,,3.102127,21.79
R/torch,vgg16,cifar100,1,1001,8,2.894083,,2.942039,24.32
R/torch,vgg16,cifar100,1,1001,9,2.691396,,2.876964,26.21
R/torch,vgg16,cifar100,1,1001,10,2.486475,,2.947096,25.63
R/torch,vgg16,cifar100,1,1001,11,2.287884,,2.841418,28.66
R/torch,vgg16,cifar100,1,1001,12,2.076937,,2.855725,29.94
R/torch,vgg16,cifar100,1,1001,13,1.860735,,2.923214,29.95
R/torch,vgg16,cifar100,1,1001,14,1.652847,,3.1079,30.46
R/torch,vgg16,cifar100,1,1001,15,1.461565,,3.155427,30.97
R/torch,vgg16,cifar100,1,1001,16,1.288135,,3.420674,30.78
R/torch,vgg16,cifar100,1,1001,17,1.112265,,3.552456,31.13
R/torch,vgg16,cifar100,1,1001,18,0.969097,,3.708668,31.72
R/torch,vgg16,cifar100,1,1001,19,0.849794,,4.183912,30.9
R/torch,vgg16,cifar100,1,1001,20,0.736934,,4.568277,30.77
R/torch,vgg16,cifar100,1,1001,21,0.647796,,4.584044,31.35
R/torch,vgg16,cifar100,1,1001,22,0.557625,,4.774132,31.63
R/torch,vgg16,cifar100,1,1001,23,0.505046,,4.949966,30.74
R/torch,vgg16,cifar100,1,1001,24,0.45001,,5.289585,31.88
R/torch,vgg16,cifar100,1,1001,25,0.398579,,5.457032,31.43
R/torch,vgg16,cifar100,1,1001,26,0.362787,,5.469453,31.68
R/torch,vgg16,cifar100,1,1001,27,0.326883,,5.501837,32.2
R/torch,vgg16,cifar100,1,1001,28,0.300735,,5.879958,31.57
R/torch,vgg16,cifar100,1,1001,29,0.284116,,6.07891,32.41
R/torch,vgg16,cifar100,1,1001,30,0.262389,,5.972443,31.6
