timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-08-27T19:31:24,Rust-tch_resnet18_fashionmnist_rep0,8c89878f-cb25-4c07-828f-edc6ae99c775,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,8.191830559982918,1.5827100437346639e-06,1.932059058284482e-07,44.40124928463529,186.33691527054887,20.0,7.053700198511072e-05,0.0003042105211470414,2.7225383309673313e-05,0.0004019729064418254,0.0,Canada,CAN,quebec,,,Linux-7.0.0-29-generic-x86_64-with-glibc2.43,3.11.15,3.3.0,24,AMD Ryzen 9 5900X 12-Core Processor,1,1 x NVIDIA GeForce RTX 3090,-71.2,46.8,30.241161346435547,machine,2.525,64.75,19.8,5.9944047927856445,N,1.0,0.0
