ecosystem,model,dataset,repetition,seed,epoch,train_loss,train_acc,test_loss,test_acc
C++/LibTorch,vgg16,fashionmnist,3,1003,1,0.672596,,0.390946,85.92
C++/LibTorch,vgg16,fashionmnist,3,1003,2,0.338945,,0.300131,89.3
C++/LibTorch,vgg16,fashionmnist,3,1003,3,0.272302,,0.287031,89.69
C++/LibTorch,vgg16,fashionmnist,3,1003,4,0.234483,,0.260587,90.67
C++/LibTorch,vgg16,fashionmnist,3,1003,5,0.207446,,0.260152,90.96
C++/LibTorch,vgg16,fashionmnist,3,1003,6,0.181174,,0.258161,91.07
C++/LibTorch,vgg16,fashionmnist,3,1003,7,0.158357,,0.271461,90.77
C++/LibTorch,vgg16,fashionmnist,3,1003,8,0.140723,,0.236075,91.95
C++/LibTorch,vgg16,fashionmnist,3,1003,9,0.125653,,0.254791,91.86
C++/LibTorch,vgg16,fashionmnist,3,1003,10,0.110509,,0.244899,92.16
C++/LibTorch,vgg16,fashionmnist,3,1003,11,0.094195,,0.251306,92.23
C++/LibTorch,vgg16,fashionmnist,3,1003,12,0.084516,,0.313378,92.06
C++/LibTorch,vgg16,fashionmnist,3,1003,13,0.074269,,0.266425,92.59
C++/LibTorch,vgg16,fashionmnist,3,1003,14,0.068324,,0.27251,92.53
C++/LibTorch,vgg16,fashionmnist,3,1003,15,0.055131,,0.286904,92.33
C++/LibTorch,vgg16,fashionmnist,3,1003,16,0.052891,,0.372059,92.13
C++/LibTorch,vgg16,fashionmnist,3,1003,17,0.044996,,0.376252,91.62
C++/LibTorch,vgg16,fashionmnist,3,1003,18,0.045422,,0.315556,92.45
C++/LibTorch,vgg16,fashionmnist,3,1003,19,0.034328,,0.377008,92.33
C++/LibTorch,vgg16,fashionmnist,3,1003,20,0.038344,,0.448258,92.29
C++/LibTorch,vgg16,fashionmnist,3,1003,21,0.035475,,0.368613,92.3
C++/LibTorch,vgg16,fashionmnist,3,1003,22,0.033245,,0.387615,92.7
C++/LibTorch,vgg16,fashionmnist,3,1003,23,0.028728,,0.366775,91.94
C++/LibTorch,vgg16,fashionmnist,3,1003,24,0.030153,,0.390071,92.62
C++/LibTorch,vgg16,fashionmnist,3,1003,25,0.026597,,0.438192,92.75
C++/LibTorch,vgg16,fashionmnist,3,1003,26,0.0241,,0.406644,91.91
C++/LibTorch,vgg16,fashionmnist,3,1003,27,0.02098,,0.418708,92.62
C++/LibTorch,vgg16,fashionmnist,3,1003,28,0.022771,,0.414707,92.13
C++/LibTorch,vgg16,fashionmnist,3,1003,29,0.022412,,0.395433,92.49
C++/LibTorch,vgg16,fashionmnist,3,1003,30,0.031033,,0.37922,92.46
