ecosystem,model,dataset,repetition,seed,epoch,train_loss,train_acc,test_loss,test_acc
R/torch,vgg16,cifar100,4,1004,1,4.386677,,4.077994,4.84
R/torch,vgg16,cifar100,4,1004,2,4.00658,,3.76693,9.2
R/torch,vgg16,cifar100,4,1004,3,3.775549,,3.603296,12.1
R/torch,vgg16,cifar100,4,1004,4,3.598244,,3.465971,14.91
R/torch,vgg16,cifar100,4,1004,5,3.42089,,3.346372,17.13
R/torch,vgg16,cifar100,4,1004,6,3.23844,,3.099401,21.83
R/torch,vgg16,cifar100,4,1004,7,3.05756,,3.020067,24.08
R/torch,vgg16,cifar100,4,1004,8,2.858304,,2.882266,27.03
R/torch,vgg16,cifar100,4,1004,9,2.667239,,2.790576,29.19
R/torch,vgg16,cifar100,4,1004,10,2.473558,,2.640131,31.77
R/torch,vgg16,cifar100,4,1004,11,2.292706,,2.627893,32.98
R/torch,vgg16,cifar100,4,1004,12,2.085437,,2.680762,32.67
R/torch,vgg16,cifar100,4,1004,13,1.910783,,2.695615,33.81
R/torch,vgg16,cifar100,4,1004,14,1.703822,,2.710678,34.81
R/torch,vgg16,cifar100,4,1004,15,1.529233,,2.749847,35.35
R/torch,vgg16,cifar100,4,1004,16,1.340154,,2.872865,34.08
R/torch,vgg16,cifar100,4,1004,17,1.174732,,3.04657,34.97
R/torch,vgg16,cifar100,4,1004,18,1.008372,,3.28509,34.48
R/torch,vgg16,cifar100,4,1004,19,0.869343,,3.51825,33.88
R/torch,vgg16,cifar100,4,1004,20,0.777079,,3.629076,35.07
R/torch,vgg16,cifar100,4,1004,21,0.670894,,3.895171,35.01
R/torch,vgg16,cifar100,4,1004,22,0.574366,,4.048642,35.48
R/torch,vgg16,cifar100,4,1004,23,0.500666,,4.409464,34.6
R/torch,vgg16,cifar100,4,1004,24,0.444879,,4.485562,34.65
R/torch,vgg16,cifar100,4,1004,25,0.397274,,4.474144,34.84
R/torch,vgg16,cifar100,4,1004,26,0.359239,,4.481725,35.32
R/torch,vgg16,cifar100,4,1004,27,0.323337,,4.894096,34.08
R/torch,vgg16,cifar100,4,1004,28,0.296267,,5.08581,34.21
R/torch,vgg16,cifar100,4,1004,29,0.258248,,5.300517,33.94
R/torch,vgg16,cifar100,4,1004,30,0.252106,,5.174547,35.69
