ecosystem,model,dataset,repetition,seed,precision,epoch,train_loss,test_loss,test_acc
Python/PyTorch,resnet18,tinyimagenet,4,1004,fp32,1,4.788160443115235,4.444405146789551,8.71
Python/PyTorch,resnet18,tinyimagenet,4,1004,fp32,2,4.168340640411377,4.14167989578247,12.5
Python/PyTorch,resnet18,tinyimagenet,4,1004,fp32,3,3.8064516096496583,4.0002179542541505,14.88
Python/PyTorch,resnet18,tinyimagenet,4,1004,fp32,4,3.505760225982666,3.829150269317627,17.47
Python/PyTorch,resnet18,tinyimagenet,4,1004,fp32,5,3.216624154815674,3.8503619453430176,17.9
Python/PyTorch,resnet18,tinyimagenet,4,1004,fp32,6,2.9144429877471922,3.860937844467163,17.92
Python/PyTorch,resnet18,tinyimagenet,4,1004,fp32,7,2.5893762670135496,3.959531735229492,18.09
Python/PyTorch,resnet18,tinyimagenet,4,1004,fp32,8,2.243790207824707,4.066446351242066,17.29
Python/PyTorch,resnet18,tinyimagenet,4,1004,fp32,9,1.8899590592193602,4.166244923400879,17.19
Python/PyTorch,resnet18,tinyimagenet,4,1004,fp32,10,1.536098589401245,4.43007264251709,16.35
Python/PyTorch,resnet18,tinyimagenet,4,1004,fp32,11,1.2096739085388184,4.624694737625122,15.95
Python/PyTorch,resnet18,tinyimagenet,4,1004,fp32,12,0.9170718320846558,4.890164939117431,15.44
Python/PyTorch,resnet18,tinyimagenet,4,1004,fp32,13,0.6891685454177856,5.132253815460205,15.46
Python/PyTorch,resnet18,tinyimagenet,4,1004,fp32,14,0.5157418344116211,5.370963557434082,14.53
Python/PyTorch,resnet18,tinyimagenet,4,1004,fp32,15,0.39811352397918703,5.60208314666748,14.5
Python/PyTorch,resnet18,tinyimagenet,4,1004,fp32,16,0.33483622007369995,5.8215657928466795,14.23
Python/PyTorch,resnet18,tinyimagenet,4,1004,fp32,17,0.2988492806053162,6.115764535522461,13.23
Python/PyTorch,resnet18,tinyimagenet,4,1004,fp32,18,0.2782878296661377,6.277165867614746,13.52
Python/PyTorch,resnet18,tinyimagenet,4,1004,fp32,19,0.2629484044551849,6.294628730773926,14.45
Python/PyTorch,resnet18,tinyimagenet,4,1004,fp32,20,0.21629539582252502,6.550313864898682,13.99
Python/PyTorch,resnet18,tinyimagenet,4,1004,fp32,21,0.23688997490882874,6.588605431365967,14.15
Python/PyTorch,resnet18,tinyimagenet,4,1004,fp32,22,0.208145337600708,6.7883008804321285,13.88
Python/PyTorch,resnet18,tinyimagenet,4,1004,fp32,23,0.1946886760902405,6.769948486328125,14.33
Python/PyTorch,resnet18,tinyimagenet,4,1004,fp32,24,0.20191366261482238,6.897458679199219,14.25
Python/PyTorch,resnet18,tinyimagenet,4,1004,fp32,25,0.20170893577098847,6.918135864257812,14.31
Python/PyTorch,resnet18,tinyimagenet,4,1004,fp32,26,0.16433370203018188,7.026529871368409,14.1
Python/PyTorch,resnet18,tinyimagenet,4,1004,fp32,27,0.17295722220420837,7.137622954559326,13.93
Python/PyTorch,resnet18,tinyimagenet,4,1004,fp32,28,0.18740091333866118,7.173172608184815,14.39
Python/PyTorch,resnet18,tinyimagenet,4,1004,fp32,29,0.16614138370513917,7.279976661682129,14.34
Python/PyTorch,resnet18,tinyimagenet,4,1004,fp32,30,0.15295790702342987,7.340991491699219,14.45
