ecosystem,model,dataset,repetition,seed,precision,epoch,train_loss,train_acc,test_loss,test_acc
Python/JAX,resnet18,tinyimagenet,2,1002,fp32,1,4.89041805267334,5.146646976470947,4.534793376922607,7.572115421295166
Python/JAX,resnet18,tinyimagenet,2,1002,fp32,2,4.244619369506836,11.515685081481934,4.222317695617676,11.528446197509766
Python/JAX,resnet18,tinyimagenet,2,1002,fp32,3,3.86683988571167,16.70834732055664,4.073515892028809,13.701923370361328
Python/JAX,resnet18,tinyimagenet,2,1002,fp32,4,3.531960964202881,21.767967224121094,4.017176151275635,15.294471740722656
Python/JAX,resnet18,tinyimagenet,2,1002,fp32,5,3.192983627319336,27.495798110961914,4.0086750984191895,15.76522445678711
Python/JAX,resnet18,tinyimagenet,2,1002,fp32,6,2.829890012741089,34.23695373535156,4.071528911590576,15.935497283935547
Python/JAX,resnet18,tinyimagenet,2,1002,fp32,7,2.440511703491211,42.04545593261719,4.273234844207764,15.514823913574219
Python/JAX,resnet18,tinyimagenet,2,1002,fp32,8,2.026534080505371,51.01732635498047,4.392778396606445,15.264423370361328
Python/JAX,resnet18,tinyimagenet,2,1002,fp32,9,1.6167205572128296,60.675418853759766,4.631697654724121,14.493189811706543
Python/JAX,resnet18,tinyimagenet,2,1002,fp32,10,1.231914758682251,70.1324462890625,4.896969318389893,13.942307472229004
Python/JAX,resnet18,tinyimagenet,2,1002,fp32,11,0.9042177796363831,78.63417053222656,5.131443500518799,13.822115898132324
Python/JAX,resnet18,tinyimagenet,2,1002,fp32,12,0.6583104133605957,84.74811553955078,5.3715105056762695,13.24118709564209
Python/JAX,resnet18,tinyimagenet,2,1002,fp32,13,0.47775503993034363,89.26356506347656,5.663947105407715,13.090946197509766
Python/JAX,resnet18,tinyimagenet,2,1002,fp32,14,0.38018694519996643,91.51329040527344,5.850754261016846,12.560096740722656
Python/JAX,resnet18,tinyimagenet,2,1002,fp32,15,0.32267558574676514,92.57862854003906,6.016811370849609,12.790465354919434
Python/JAX,resnet18,tinyimagenet,2,1002,fp32,16,0.2907078266143799,93.04777526855469,6.204477310180664,12.930689811706543
Python/JAX,resnet18,tinyimagenet,2,1002,fp32,17,0.27403247356414795,93.24484252929688,6.345761775970459,13.040865898132324
Python/JAX,resnet18,tinyimagenet,2,1002,fp32,18,0.24900445342063904,93.62596130371094,6.56730842590332,12.630208015441895
Python/JAX,resnet18,tinyimagenet,2,1002,fp32,19,0.2407912015914917,93.83002471923828,6.615273475646973,13.301281929016113
Python/JAX,resnet18,tinyimagenet,2,1002,fp32,20,0.22157549858093262,94.274169921875,6.810252666473389,12.810497283935547
Python/JAX,resnet18,tinyimagenet,2,1002,fp32,21,0.2114698588848114,94.41321563720703,6.911509990692139,12.580127716064453
Python/JAX,resnet18,tinyimagenet,2,1002,fp32,22,0.20232966542243958,94.5372543334961,7.020852088928223,12.720352172851562
Python/JAX,resnet18,tinyimagenet,2,1002,fp32,23,0.21822291612625122,93.83602905273438,7.059726238250732,13.050881385803223
Python/JAX,resnet18,tinyimagenet,2,1002,fp32,24,0.18535208702087402,94.83434295654297,7.145623683929443,13.050881385803223
Python/JAX,resnet18,tinyimagenet,2,1002,fp32,25,0.18390916287899017,94.74732208251953,7.263567924499512,12.71033763885498
Python/JAX,resnet18,tinyimagenet,2,1002,fp32,26,0.18605346977710724,94.75933074951172,7.282188415527344,13.060897827148438
Python/JAX,resnet18,tinyimagenet,2,1002,fp32,27,0.17228788137435913,95.1324462890625,7.392227649688721,12.960738182067871
Python/JAX,resnet18,tinyimagenet,2,1002,fp32,28,0.16245593130588531,95.44254302978516,7.456536769866943,12.510016441345215
Python/JAX,resnet18,tinyimagenet,2,1002,fp32,29,0.16900692880153656,95.14644622802734,7.519795894622803,12.900641441345215
Python/JAX,resnet18,tinyimagenet,2,1002,fp32,30,0.15924133360385895,95.52356719970703,7.587367057800293,12.730368614196777
