phase,epoch,duration_s,gpu_j,cpu_package-0@intel-rapl:0_j,cpu_core@intel-rapl:0:0_j,cpu_package_total_j,hw_total_j
train,1,4.822947,959.387,323.894169,12.28121,323.894169,1283.281169
eval,1,0.669477,79.019,42.797775,1.548184,42.797775,121.816775
train,2,1.631338,505.731,95.051359,2.647431,95.051359,600.782359
eval,2,0.215116,21.52,12.397842,0.324279,12.397842,33.917842
train,3,1.626755,498.866,93.062036,3.08265,93.062036,591.928036
eval,3,0.21625,18.052,12.562019,0.360699,12.562019,30.614019
train,4,1.62425,536.543,93.159611,2.461069,93.159611,629.702611
eval,4,0.218795,29.909,12.682175,0.537036,12.682175,42.591175
train,5,1.625453,516.689,93.148533,2.630341,93.148533,609.837533
eval,5,0.227657,23.851,12.956803,0.528949,12.956803,36.807803
train,6,1.624144,507.884,94.983827,2.857518,94.983827,602.867827
eval,6,0.204282,18.291,11.818359,0.497792,11.818359,30.109359
train,7,1.628755,538.426,93.299771,3.017453,93.299771,631.725771
eval,7,0.231643,30.392,13.312071,0.400568,13.312071,43.704071
train,8,1.637128,501.966,93.051005,2.507438,93.051005,595.017005
eval,8,0.240981,23.214,13.92648,0.381557,13.92648,37.14048
train,9,1.635674,532.633,93.42542,2.643387,93.42542,626.05842
eval,9,0.250781,30.092,14.553812,0.364925,14.553812,44.645812
train,10,1.634941,506.165,94.593191,2.310503,94.593191,600.758191
eval,10,0.231724,35.282,13.805195,0.364971,13.805195,49.087195
train,11,1.650261,520.083,94.227625,2.779794,94.227625,614.310625
eval,11,0.220767,24.128,12.7978,0.594864,12.7978,36.9258
train,12,1.635024,499.451,93.426229,2.924013,93.426229,592.877229
eval,12,0.236205,33.149,13.64613,0.482122,13.64613,46.79513
train,13,1.635947,507.618,94.012137,2.904909,94.012137,601.630137
eval,13,0.224189,19.196,13.092478,0.304458,13.092478,32.288478
train,14,1.635303,533.459,94.662661,2.399976,94.662661,628.121661
eval,14,0.233307,28.984,14.027869,0.295654,14.027869,43.011869
train,15,1.633333,509.669,94.185437,2.445202,94.185437,603.854437
eval,15,0.240431,34.796,13.883193,0.403529,13.883193,48.679193
train,16,1.64033,522.329,93.510194,2.749171,93.510194,615.839194
eval,16,0.244583,26.101,14.0131,0.429879,14.0131,40.1141
train,17,1.634965,504.942,93.219468,2.785852,93.219468,598.161468
eval,17,0.22428,33.94,13.131142,0.439842,13.131142,47.071142
train,18,1.63725,527.507,94.846414,2.454097,94.846414,622.353414
eval,18,0.254665,25.361,14.669453,0.372723,14.669453,40.030453
train,19,1.646774,531.479,96.537869,1.887216,96.537869,628.016869
eval,19,0.25296,26.553,14.731568,0.349484,14.731568,41.284568
train,20,1.638547,541.584,94.740355,2.555257,94.740355,636.324355
eval,20,0.256596,30.395,14.80203,0.331968,14.80203,45.19703
train,21,1.643308,517.628,94.628728,2.290439,94.628728,612.256728
eval,21,0.243373,34.364,14.229916,0.32907,14.229916,48.593916
train,22,1.643863,513.706,95.255068,2.403532,95.255068,608.961068
eval,22,0.227391,23.469,12.973725,0.445015,12.973725,36.442725
train,23,1.642825,538.235,96.017831,2.559438,96.017831,634.252831
eval,23,0.253843,31.2,14.749725,0.359692,14.749725,45.949725
train,24,1.635356,513.967,93.99784,3.003644,93.99784,607.96484
eval,24,0.221403,19.507,12.896824,0.316619,12.896824,32.403824
train,25,1.647706,532.071,96.457353,2.148174,96.457353,628.528353
eval,25,0.21852,28.967,12.641909,0.435631,12.641909,41.608909
train,26,1.643006,509.442,94.870155,2.185525,94.870155,604.312155
eval,26,0.256714,35.59,14.874246,0.533618,14.874246,50.464246
train,27,1.634431,520.263,93.937601,2.651093,93.937601,614.200601
eval,27,0.221846,24.924,13.341763,0.535907,13.341763,38.265763
train,28,1.633479,512.204,94.028295,2.771737,94.028295,606.232295
eval,28,0.247901,33.181,14.288538,0.502781,14.288538,47.469538
train,29,1.649643,506.97,96.159807,3.638636,96.159807,603.129807
eval,29,0.240816,37.561,13.960429,0.469474,13.960429,51.521429
train,30,1.632903,539.735,94.521753,2.830527,94.521753,634.256753
eval,30,0.25058,28.484,14.51875,0.545642,14.51875,43.00275
