ecosystem,model,dataset,repetition,seed,epoch,train_loss,train_acc,test_loss,test_acc
C++/LibTorch,vgg16,cifar100,0,1000,1,4.385159,,4.177133,2.88
C++/LibTorch,vgg16,cifar100,0,1000,2,4.093213,,3.987756,5.55
C++/LibTorch,vgg16,cifar100,0,1000,3,3.867751,,3.775564,8.87
C++/LibTorch,vgg16,cifar100,0,1000,4,3.601687,,3.415101,14.21
C++/LibTorch,vgg16,cifar100,0,1000,5,3.321172,,3.256266,17.86
C++/LibTorch,vgg16,cifar100,0,1000,6,3.077901,,3.139656,20.57
C++/LibTorch,vgg16,cifar100,0,1000,7,2.83529,,3.026368,24.24
C++/LibTorch,vgg16,cifar100,0,1000,8,2.582658,,2.95764,26.68
C++/LibTorch,vgg16,cifar100,0,1000,9,2.310945,,2.937126,27.88
C++/LibTorch,vgg16,cifar100,0,1000,10,2.029538,,3.024577,28.94
C++/LibTorch,vgg16,cifar100,0,1000,11,1.753845,,3.144862,30.25
C++/LibTorch,vgg16,cifar100,0,1000,12,1.485416,,3.421749,29.8
C++/LibTorch,vgg16,cifar100,0,1000,13,1.246305,,3.503409,30.09
C++/LibTorch,vgg16,cifar100,0,1000,14,1.035839,,3.791048,30.6
C++/LibTorch,vgg16,cifar100,0,1000,15,0.862186,,4.296827,30.67
C++/LibTorch,vgg16,cifar100,0,1000,16,0.726686,,4.367888,31.05
C++/LibTorch,vgg16,cifar100,0,1000,17,0.622857,,4.50098,31.04
C++/LibTorch,vgg16,cifar100,0,1000,18,0.518632,,4.717899,31.88
C++/LibTorch,vgg16,cifar100,0,1000,19,0.441998,,4.991624,31.84
C++/LibTorch,vgg16,cifar100,0,1000,20,0.406857,,5.257749,31.99
C++/LibTorch,vgg16,cifar100,0,1000,21,0.340291,,5.254278,32.03
C++/LibTorch,vgg16,cifar100,0,1000,22,0.309627,,5.346459,32.34
C++/LibTorch,vgg16,cifar100,0,1000,23,0.28817,,5.273735,31.8
C++/LibTorch,vgg16,cifar100,0,1000,24,0.260066,,5.663154,31.89
C++/LibTorch,vgg16,cifar100,0,1000,25,0.248073,,5.315061,32.39
C++/LibTorch,vgg16,cifar100,0,1000,26,0.236262,,5.671694,32.08
C++/LibTorch,vgg16,cifar100,0,1000,27,0.213928,,5.85568,32.76
C++/LibTorch,vgg16,cifar100,0,1000,28,0.209579,,5.667239,32.2
C++/LibTorch,vgg16,cifar100,0,1000,29,0.197373,,5.823701,33.26
C++/LibTorch,vgg16,cifar100,0,1000,30,0.180155,,5.621148,33.21
