phase,epoch,duration_s,gpu_j,cpu_package-0@intel-rapl:0_j,cpu_core@intel-rapl:0:0_j,cpu_package_total_j,hw_total_j
train,1,17.498999,4430.987,921.339133,27.959095,921.339133,5352.326133
eval,1,1.37466,332.034,69.121791,1.763275,69.121791,401.155791
train,2,9.424122,3179.4,452.35655,11.131734,452.35655,3631.75655
eval,2,0.352923,90.149,18.847948,0.512897,18.847948,108.996948
train,3,9.413353,3182.456,443.515196,12.191631,443.515196,3625.971196
eval,3,0.350048,91.271,18.777318,0.803898,18.777318,110.048318
train,4,9.418871,3187.804,449.800896,10.551731,449.800896,3637.604896
eval,4,0.351463,88.991,18.787709,0.576539,18.787709,107.778709
train,5,9.443888,3233.153,447.038878,10.101559,447.038878,3680.191878
eval,5,0.351258,113.84,18.834308,0.495687,18.834308,132.674308
train,6,9.433735,3236.877,448.003275,9.025962,448.003275,3684.880275
eval,6,0.351582,110.257,18.809758,0.664165,18.809758,129.066758
train,7,9.451136,3235.56,446.82345,11.812942,446.82345,3682.38345
eval,7,0.354636,92.792,18.794988,0.48348,18.794988,111.586988
train,8,9.443127,3224.101,452.16874,11.958794,452.16874,3676.26974
eval,8,0.353396,78.27,18.696329,0.654431,18.696329,96.966329
train,9,9.442331,3212.491,449.017139,11.974234,449.017139,3661.508139
eval,9,0.353867,106.541,19.094059,0.62271,19.094059,125.635059
train,10,9.457338,3218.83,453.414632,11.895885,453.414632,3672.244632
eval,10,0.352921,92.915,18.90486,0.595169,18.90486,111.81986
train,11,9.444308,3211.653,449.11154,12.142759,449.11154,3660.76454
eval,11,0.354475,83.956,18.968974,0.527179,18.968974,102.924974
train,12,9.447491,3206.95,449.974533,12.49264,449.974533,3656.924533
eval,12,0.352153,109.459,19.128146,0.503896,19.128146,128.587146
train,13,9.446401,3218.575,450.067851,9.795438,450.067851,3668.642851
eval,13,0.35255,94.349,18.958797,0.409891,18.958797,113.307797
train,14,9.441929,3198.839,450.134757,10.082517,450.134757,3648.973757
eval,14,0.353223,86.435,19.67606,0.521274,19.67606,106.11106
train,15,9.437773,3231.516,450.921627,10.440653,450.921627,3682.437627
eval,15,0.353617,112.96,19.346046,0.421518,19.346046,132.306046
train,16,9.44265,3207.361,451.588204,10.056273,451.588204,3658.949204
eval,16,0.351909,106.353,19.834973,0.587906,19.834973,126.187973
train,17,9.448761,3208.993,450.99926,9.73796,450.99926,3659.99226
eval,17,0.350638,93.218,18.761587,0.620375,18.761587,111.979587
train,18,9.444395,3233.475,454.168499,11.013347,454.168499,3687.643499
eval,18,0.350557,81.38,19.425951,0.44593,19.425951,100.805951
train,19,9.438125,3249.948,450.548722,9.835551,450.548722,3700.496722
eval,19,0.351458,110.291,19.364934,0.554781,19.364934,129.655934
train,20,9.430718,3237.232,453.491715,10.919876,453.491715,3690.723715
eval,20,0.352482,106.919,18.86046,0.554231,18.86046,125.77946
train,21,9.438106,3216.392,454.875417,12.411529,454.875417,3671.267417
eval,21,0.353814,92.848,18.99862,0.63107,18.99862,111.84662
train,22,9.441767,3203.002,455.015837,12.533913,455.015837,3658.017837
eval,22,0.351679,80.904,19.166245,0.484976,19.166245,100.070245
train,23,9.437479,3223.725,458.717687,11.490937,458.717687,3682.442687
eval,23,0.353429,110.445,19.511625,0.517933,19.511625,129.956625
train,24,9.435826,3210.853,456.641302,12.241875,456.641302,3667.494302
eval,24,0.352751,107.594,19.010171,0.570481,19.010171,126.604171
train,25,9.439919,3214.758,459.383134,11.756289,459.383134,3674.141134
eval,25,0.35428,104.212,19.100377,0.537067,19.100377,123.312377
train,26,9.440372,3221.298,453.699956,12.385987,453.699956,3674.997956
eval,26,0.352766,87.339,19.404026,0.560289,19.404026,106.743026
train,27,9.427531,3234.838,457.154382,12.752637,457.154382,3691.992382
eval,27,0.352811,113.827,19.320045,0.610305,19.320045,133.147045
train,28,9.433917,3223.719,457.202629,11.954688,457.202629,3680.921629
eval,28,0.351762,110.133,19.134585,0.632963,19.134585,129.267585
train,29,9.434208,3223.593,456.158081,13.091624,456.158081,3679.751081
eval,29,0.349906,109.026,19.006128,0.580323,19.006128,128.032128
train,30,9.431686,3232.705,452.153115,12.739133,452.153115,3684.858115
eval,30,0.35279,94.438,18.75341,0.671276,18.75341,113.19141
