ecosystem,model,dataset,repetition,seed,epoch,train_loss,train_acc,test_loss,test_acc
R/torch,resnet18,cifar100,3,1003,1,3.708669,,3.285889,21.31
R/torch,resnet18,cifar100,3,1003,2,2.985346,,3.022046,26.0
R/torch,resnet18,cifar100,3,1003,3,2.573842,,2.859542,29.84
R/torch,resnet18,cifar100,3,1003,4,2.228113,,2.809228,31.02
R/torch,resnet18,cifar100,3,1003,5,1.903248,,2.793069,31.55
R/torch,resnet18,cifar100,3,1003,6,1.564892,,2.720674,34.75
R/torch,resnet18,cifar100,3,1003,7,1.234878,,2.833178,33.67
R/torch,resnet18,cifar100,3,1003,8,0.907113,,2.977542,33.34
R/torch,resnet18,cifar100,3,1003,9,0.638393,,3.13941,33.66
R/torch,resnet18,cifar100,3,1003,10,0.432729,,3.393069,32.59
R/torch,resnet18,cifar100,3,1003,11,0.291133,,3.384639,33.38
R/torch,resnet18,cifar100,3,1003,12,0.224697,,3.512693,33.16
R/torch,resnet18,cifar100,3,1003,13,0.23606,,3.744072,31.58
R/torch,resnet18,cifar100,3,1003,14,0.237184,,3.733947,33.27
R/torch,resnet18,cifar100,3,1003,15,0.194222,,3.791065,33.7
R/torch,resnet18,cifar100,3,1003,16,0.168174,,3.939528,32.99
R/torch,resnet18,cifar100,3,1003,17,0.184688,,4.011526,31.74
R/torch,resnet18,cifar100,3,1003,18,0.178964,,4.156329,32.69
R/torch,resnet18,cifar100,3,1003,19,0.178771,,4.071572,32.23
R/torch,resnet18,cifar100,3,1003,20,0.135388,,4.08889,33.23
R/torch,resnet18,cifar100,3,1003,21,0.111469,,4.26832,32.48
R/torch,resnet18,cifar100,3,1003,22,0.19543,,4.255934,32.54
R/torch,resnet18,cifar100,3,1003,23,0.155322,,4.308331,32.4
R/torch,resnet18,cifar100,3,1003,24,0.118117,,4.323599,32.16
R/torch,resnet18,cifar100,3,1003,25,0.111167,,4.380701,32.86
R/torch,resnet18,cifar100,3,1003,26,0.10411,,4.537421,31.85
R/torch,resnet18,cifar100,3,1003,27,0.160186,,4.471786,32.31
R/torch,resnet18,cifar100,3,1003,28,0.135836,,4.379612,33.29
R/torch,resnet18,cifar100,3,1003,29,0.108794,,4.388235,33.81
R/torch,resnet18,cifar100,3,1003,30,0.088501,,4.516569,32.76
