ecosystem,model,dataset,repetition,seed,epoch,train_loss,train_acc,test_loss,test_acc
Rust/tch,vgg16,tinyimagenet,0,1000,1,5.150774,,5.057149,1.28
Rust/tch,vgg16,tinyimagenet,0,1000,2,4.9499,,4.892741,2.47
Rust/tch,vgg16,tinyimagenet,0,1000,3,4.725287,,4.569268,4.65
Rust/tch,vgg16,tinyimagenet,0,1000,4,4.461541,,4.337192,7.82
Rust/tch,vgg16,tinyimagenet,0,1000,5,4.234184,,4.208512,9.15
Rust/tch,vgg16,tinyimagenet,0,1000,6,4.054438,,4.085761,11.37
Rust/tch,vgg16,tinyimagenet,0,1000,7,3.86271,,3.972016,13.63
Rust/tch,vgg16,tinyimagenet,0,1000,8,3.641118,,3.922401,14.78
Rust/tch,vgg16,tinyimagenet,0,1000,9,3.408209,,3.912573,15.67
Rust/tch,vgg16,tinyimagenet,0,1000,10,3.15948,,4.019756,15.18
Rust/tch,vgg16,tinyimagenet,0,1000,11,2.862761,,4.139372,15.9
Rust/tch,vgg16,tinyimagenet,0,1000,12,2.556425,,4.438244,15.99
Rust/tch,vgg16,tinyimagenet,0,1000,13,2.256002,,4.711196,16.09
Rust/tch,vgg16,tinyimagenet,0,1000,14,1.976779,,5.027236,15.79
Rust/tch,vgg16,tinyimagenet,0,1000,15,1.713844,,5.478206,16.18
Rust/tch,vgg16,tinyimagenet,0,1000,16,1.489676,,5.856159,15.51
Rust/tch,vgg16,tinyimagenet,0,1000,17,1.294346,,6.245705,15.7
Rust/tch,vgg16,tinyimagenet,0,1000,18,1.124297,,6.520253,15.46
Rust/tch,vgg16,tinyimagenet,0,1000,19,0.977899,,7.179416,14.35
Rust/tch,vgg16,tinyimagenet,0,1000,20,0.874755,,7.429539,14.45
Rust/tch,vgg16,tinyimagenet,0,1000,21,0.769733,,7.914799,15.3
Rust/tch,vgg16,tinyimagenet,0,1000,22,0.704573,,7.960952,14.98
Rust/tch,vgg16,tinyimagenet,0,1000,23,0.626852,,8.377042,15.32
Rust/tch,vgg16,tinyimagenet,0,1000,24,0.574715,,8.737042,14.9
Rust/tch,vgg16,tinyimagenet,0,1000,25,0.532455,,8.822318,15.13
Rust/tch,vgg16,tinyimagenet,0,1000,26,0.499078,,8.790568,14.93
Rust/tch,vgg16,tinyimagenet,0,1000,27,0.464438,,9.284873,15.18
Rust/tch,vgg16,tinyimagenet,0,1000,28,0.437135,,9.373536,14.57
Rust/tch,vgg16,tinyimagenet,0,1000,29,0.414093,,9.443702,15.39
Rust/tch,vgg16,tinyimagenet,0,1000,30,0.388095,,9.114364,15.31
