ecosystem,model,dataset,repetition,seed,epoch,train_loss,train_acc,test_loss,test_acc
Rust/tch,vgg16,cifar100,3,1003,1,4.368086,,4.156596,4.41
Rust/tch,vgg16,cifar100,3,1003,2,3.968808,,3.815666,8.24
Rust/tch,vgg16,cifar100,3,1003,3,3.72815,,3.614939,12.32
Rust/tch,vgg16,cifar100,3,1003,4,3.527938,,3.485457,13.71
Rust/tch,vgg16,cifar100,3,1003,5,3.321036,,3.275922,18.8
Rust/tch,vgg16,cifar100,3,1003,6,3.055148,,3.070843,23.02
Rust/tch,vgg16,cifar100,3,1003,7,2.781006,,2.979365,25.76
Rust/tch,vgg16,cifar100,3,1003,8,2.520025,,2.942032,27.71
Rust/tch,vgg16,cifar100,3,1003,9,2.238136,,3.047322,26.98
Rust/tch,vgg16,cifar100,3,1003,10,1.953833,,3.006166,30.61
Rust/tch,vgg16,cifar100,3,1003,11,1.655521,,3.215693,30.72
Rust/tch,vgg16,cifar100,3,1003,12,1.377817,,3.367977,31.81
Rust/tch,vgg16,cifar100,3,1003,13,1.147003,,3.648547,32.28
Rust/tch,vgg16,cifar100,3,1003,14,0.927372,,3.768358,31.35
Rust/tch,vgg16,cifar100,3,1003,15,0.7709,,4.282883,31.39
Rust/tch,vgg16,cifar100,3,1003,16,0.634062,,4.532361,31.81
Rust/tch,vgg16,cifar100,3,1003,17,0.541684,,4.736512,32.74
Rust/tch,vgg16,cifar100,3,1003,18,0.463193,,4.82511,32.05
Rust/tch,vgg16,cifar100,3,1003,19,0.404634,,4.849189,32.83
Rust/tch,vgg16,cifar100,3,1003,20,0.344893,,5.140444,31.93
Rust/tch,vgg16,cifar100,3,1003,21,0.307733,,5.261889,32.06
Rust/tch,vgg16,cifar100,3,1003,22,0.289287,,5.3854,32.9
Rust/tch,vgg16,cifar100,3,1003,23,0.278928,,5.273027,32.2
Rust/tch,vgg16,cifar100,3,1003,24,0.257675,,5.28569,32.96
Rust/tch,vgg16,cifar100,3,1003,25,0.235956,,5.183189,32.99
Rust/tch,vgg16,cifar100,3,1003,26,0.227102,,5.373236,33.01
Rust/tch,vgg16,cifar100,3,1003,27,0.214182,,5.299854,32.81
Rust/tch,vgg16,cifar100,3,1003,28,0.196438,,5.631705,32.72
Rust/tch,vgg16,cifar100,3,1003,29,0.191328,,5.613754,33.36
Rust/tch,vgg16,cifar100,3,1003,30,0.189094,,5.3771,33.92
