ecosystem,model,dataset,repetition,seed,precision,epoch,train_loss,test_loss,test_acc
Python/PyTorch,vgg16,tinyimagenet,0,1000,fp32,1,5.141592655334473,5.049634267425537,1.23
Python/PyTorch,vgg16,tinyimagenet,0,1000,fp32,2,4.933597345733642,4.817710449981689,3.34
Python/PyTorch,vgg16,tinyimagenet,0,1000,fp32,3,4.680525056304932,4.510771534729004,5.62
Python/PyTorch,vgg16,tinyimagenet,0,1000,fp32,4,4.411067778625489,4.300015086364746,8.17
Python/PyTorch,vgg16,tinyimagenet,0,1000,fp32,5,4.223223594970703,4.203772183227539,9.43
Python/PyTorch,vgg16,tinyimagenet,0,1000,fp32,6,4.05656597694397,4.099506726074218,10.78
Python/PyTorch,vgg16,tinyimagenet,0,1000,fp32,7,3.884870018539429,4.052459590911865,11.91
Python/PyTorch,vgg16,tinyimagenet,0,1000,fp32,8,3.6842584230804443,3.9475027336120605,13.6
Python/PyTorch,vgg16,tinyimagenet,0,1000,fp32,9,3.461865010910034,3.860466337585449,15.59
Python/PyTorch,vgg16,tinyimagenet,0,1000,fp32,10,3.2220786768341063,3.9673350730895995,15.83
Python/PyTorch,vgg16,tinyimagenet,0,1000,fp32,11,2.954278938140869,3.9910173873901367,17.08
Python/PyTorch,vgg16,tinyimagenet,0,1000,fp32,12,2.6630952462768556,4.221211842346191,16.47
Python/PyTorch,vgg16,tinyimagenet,0,1000,fp32,13,2.3726913739013673,4.41045584487915,16.78
Python/PyTorch,vgg16,tinyimagenet,0,1000,fp32,14,2.0826890811538696,4.820349247741699,16.62
Python/PyTorch,vgg16,tinyimagenet,0,1000,fp32,15,1.8195627006530761,5.142667510986328,16.47
Python/PyTorch,vgg16,tinyimagenet,0,1000,fp32,16,1.558920280342102,5.5627308929443355,16.52
Python/PyTorch,vgg16,tinyimagenet,0,1000,fp32,17,1.3612294232177735,6.0769127777099605,15.58
Python/PyTorch,vgg16,tinyimagenet,0,1000,fp32,18,1.1745064127349853,6.526345095062256,16.1
Python/PyTorch,vgg16,tinyimagenet,0,1000,fp32,19,1.0318342365264892,6.79096833190918,16.09
Python/PyTorch,vgg16,tinyimagenet,0,1000,fp32,20,0.9134733246421815,7.2642878181457515,15.41
Python/PyTorch,vgg16,tinyimagenet,0,1000,fp32,21,0.8019828931808471,7.456439439392089,15.28
Python/PyTorch,vgg16,tinyimagenet,0,1000,fp32,22,0.7192054078483582,7.7567370391845705,15.28
Python/PyTorch,vgg16,tinyimagenet,0,1000,fp32,23,0.6546587294578552,8.03756611328125,15.42
Python/PyTorch,vgg16,tinyimagenet,0,1000,fp32,24,0.593491077709198,8.688764453125,15.56
Python/PyTorch,vgg16,tinyimagenet,0,1000,fp32,25,0.551487859954834,8.430728219604493,15.81
Python/PyTorch,vgg16,tinyimagenet,0,1000,fp32,26,0.49444093898773195,9.099837048339843,15.57
Python/PyTorch,vgg16,tinyimagenet,0,1000,fp32,27,0.4787327759552002,8.767569189453125,15.44
Python/PyTorch,vgg16,tinyimagenet,0,1000,fp32,28,0.44522988912582395,8.955488859558105,15.86
Python/PyTorch,vgg16,tinyimagenet,0,1000,fp32,29,0.425959437789917,8.671336363220215,15.77
Python/PyTorch,vgg16,tinyimagenet,0,1000,fp32,30,0.3967387728881836,9.136120492553712,15.25
