modello,dataset,fase,epoca,timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,model,language
vgg16,tiny,train,1,2025-09-05T17:21:51,codecarbon,97ef24db-6544-46df-a098-5405b2e48002,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,20.33296251401771,0.0008821741300221,4.338640419043464e-05,42.5,248.44265440570052,188.83806037902832,0.0002399442872258,0.0013614774780705,0.0010660294469814,0.0026674512122779,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.16,2.8.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,vgg16,pytorch
vgg16,tiny,eval,1,2025-09-05T17:21:58,codecarbon,61d2e517-99ef-4b6a-8106-170d80a524ee,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.2765226589981467,7.262484104922298e-05,3.1901655255732776e-05,42.5,116.53804321393612,188.83806037902832,2.683500217285149e-05,7.358839220472646e-05,0.0001191740906375,0.000219597485015,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.16,2.8.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,vgg16,pytorch
vgg16,tiny,train,2,2025-09-05T17:22:22,codecarbon,7e373bf2-6d00-4c38-8532-309a6cd81262,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,19.975486308103427,0.0008722935729814,4.366820209166188e-05,42.5,253.28475800236933,188.83806037902832,0.0002356959787372,0.0013546869170824,0.0010471922376217,0.0026375751334414,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.16,2.8.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,vgg16,pytorch
vgg16,tiny,eval,2,2025-09-05T17:22:29,codecarbon,febcdfb1-ed70-4319-8d13-0723595a3d1a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.580158876022324,8.232225828973483e-05,3.1905887290416054e-05,42.5,117.01861330692304,188.83806037902832,3.037584173022576e-05,8.364006691508052e-05,0.0001349038909716,0.0002489197996169,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.16,2.8.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,vgg16,pytorch
vgg16,tiny,train,3,2025-09-05T17:22:54,codecarbon,c93fb6c8-6bb4-4362-9d76-6660d1b50e5e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,20.005237336969003,0.0008734309147623,4.366011260202557e-05,42.5,250.4807721728676,188.83806037902832,0.0002360922043135,0.0013559977514638,0.0010489241854616,0.0026410141412391,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.16,2.8.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,vgg16,pytorch
vgg16,tiny,eval,3,2025-09-05T17:23:00,codecarbon,61433034-dd53-43f8-91ef-ba096ead117b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.4607012449996546,7.938226609640574e-05,3.2260017853738635e-05,42.5,120.48256822431512,188.83806037902832,2.9002601540802668e-05,8.222506577837407e-05,0.0001288024069326,0.0002400300742517,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.16,2.8.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,vgg16,pytorch
vgg16,tiny,train,4,2025-09-05T17:23:25,codecarbon,e0e9961c-b3a0-46c3-b9d2-e09dae5ef31c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,20.33803856698796,0.0008872069341761,4.3623033325164194e-05,42.5,253.36976824746955,188.83806037902832,0.0002399813036512,0.0013764711011816,0.0010662166188554,0.0026826690236884,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.16,2.8.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,vgg16,pytorch
vgg16,tiny,eval,4,2025-09-05T17:23:32,codecarbon,31eb7364-7c99-4ca8-9ba4-1e999708179f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.383024340029806,7.642789353338115e-05,3.207180566708992e-05,42.5,118.39621352737744,188.83806037902832,2.8090781181688527e-05,7.826117371578789e-05,0.0001247449117181,0.0002310968666156,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.16,2.8.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,vgg16,pytorch
vgg16,tiny,train,5,2025-09-05T17:23:57,codecarbon,05593b3b-d27b-4509-9b17-4d7f2c09ad11,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,20.517267697956413,0.0008943852646395,4.359183093023031e-05,42.5,253.99548968684024,188.83806037902832,0.0002421097502241,0.0013865922203777,0.0010756723441907,0.0027043743147926,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.16,2.8.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,vgg16,pytorch
vgg16,tiny,eval,5,2025-09-05T17:24:04,codecarbon,cfc03436-de18-44c2-92b7-74ffed5bed71,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.2876409090822563,7.390142767217982e-05,3.230464509477023e-05,42.5,120.93505179403952,188.83806037902832,2.6965623290581992e-05,7.6737839169283e-05,0.0001197540683433,0.0002234575308032,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.16,2.8.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,vgg16,pytorch
