timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-08-19T22:16:40,Cpp-LibTorch_vgg16_tinyimagenet_rep0,f11c16d5-8daa-4953-b9dc-947168426f8e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,28.20745767201879,1.1919912552257572e-05,4.2258018042093443e-07,36.779422565958804,114.04272067453554,20.0,0.000380369258184052,0.0023699085625921157,0.00027711302199443,0.0030273908427705977,0.0,Canada,CAN,quebec,,,Linux-7.0.0-29-generic-x86_64-with-glibc2.43,3.11.15,3.3.0,24,AMD Ryzen 9 5900X 12-Core Processor,1,1 x NVIDIA GeForce RTX 3090,-71.2,46.8,30.241161346435547,machine,5.4,99.0,32.2,9.749313354492188,N,1.0,0.0
