ecosystem,model,dataset,repetition,seed,epoch,train_loss,train_acc,test_loss,test_acc
Rust/tch,resnet18,fashionmnist,1,1001,1,0.442399,,0.370298,86.37
Rust/tch,resnet18,fashionmnist,1,1001,2,0.280677,,0.318658,88.3
Rust/tch,resnet18,fashionmnist,1,1001,3,0.222112,,0.326555,88.43
Rust/tch,resnet18,fashionmnist,1,1001,4,0.181427,,0.304254,89.68
Rust/tch,resnet18,fashionmnist,1,1001,5,0.146704,,0.350633,88.86
Rust/tch,resnet18,fashionmnist,1,1001,6,0.123209,,0.324854,89.68
Rust/tch,resnet18,fashionmnist,1,1001,7,0.103645,,0.350903,89.34
Rust/tch,resnet18,fashionmnist,1,1001,8,0.089285,,0.376651,89.16
Rust/tch,resnet18,fashionmnist,1,1001,9,0.075083,,0.388061,89.46
Rust/tch,resnet18,fashionmnist,1,1001,10,0.067497,,0.462803,88.19
Rust/tch,resnet18,fashionmnist,1,1001,11,0.062401,,0.417037,90.05
Rust/tch,resnet18,fashionmnist,1,1001,12,0.051253,,0.439057,89.5
Rust/tch,resnet18,fashionmnist,1,1001,13,0.048507,,0.448263,89.51
Rust/tch,resnet18,fashionmnist,1,1001,14,0.044104,,0.533167,87.64
Rust/tch,resnet18,fashionmnist,1,1001,15,0.042325,,0.43735,89.47
Rust/tch,resnet18,fashionmnist,1,1001,16,0.040634,,0.454843,89.36
Rust/tch,resnet18,fashionmnist,1,1001,17,0.037761,,0.47676,88.99
Rust/tch,resnet18,fashionmnist,1,1001,18,0.034922,,0.447951,89.81
Rust/tch,resnet18,fashionmnist,1,1001,19,0.032023,,0.454613,89.91
Rust/tch,resnet18,fashionmnist,1,1001,20,0.029621,,0.477023,90.08
Rust/tch,resnet18,fashionmnist,1,1001,21,0.029757,,0.525499,89.25
Rust/tch,resnet18,fashionmnist,1,1001,22,0.029598,,0.472338,90.23
Rust/tch,resnet18,fashionmnist,1,1001,23,0.029277,,0.47547,89.61
Rust/tch,resnet18,fashionmnist,1,1001,24,0.024121,,0.511018,89.98
Rust/tch,resnet18,fashionmnist,1,1001,25,0.026956,,0.468229,90.26
Rust/tch,resnet18,fashionmnist,1,1001,26,0.020913,,0.470378,90.59
Rust/tch,resnet18,fashionmnist,1,1001,27,0.023574,,0.473067,90.09
Rust/tch,resnet18,fashionmnist,1,1001,28,0.025283,,0.501905,89.85
Rust/tch,resnet18,fashionmnist,1,1001,29,0.024387,,0.482841,90.28
Rust/tch,resnet18,fashionmnist,1,1001,30,0.018033,,0.49972,90.14
