modello,dataset,fase,epoca,lang,timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
vgg16,fashion,test,1,java,2025-09-21T13:16:44,codecarbon,c60d3dc0-f298-4aba-82a2-eb2842f45e6f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4.20661375997588,9.768510088554015e-05,2.322178989071254e-05,37.038688189750005,158.71703259106974,70.0,3.808666025746167e-05,0.0001853265371494,7.195960021991697e-05,0.0002953727976268,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0
vgg16,fashion,test,2,java,2025-09-21T13:17:31,codecarbon,8399e7ac-9da2-490b-9a02-d7bd99c3f318,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.036322779022157,7.66219125945169e-05,2.523510119671561e-05,37.00102897,185.69579004006223,70.0,2.6019671485998088e-05,0.0001564595696166,4.920428563168065e-05,0.0002316835267343,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0
vgg16,fashion,test,3,java,2025-09-21T13:18:18,codecarbon,c7de550d-3625-41cf-a778-b3afdbebb440,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.992920797783881,7.649616962939306e-05,2.555903573727541e-05,37.002025972000006,189.4869841486401,70.0,2.557398228506612e-05,0.0001573698481251,4.835948428501272e-05,0.0002313033146952,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0
vgg16,fashion,test,4,java,2025-09-21T13:19:05,codecarbon,fe6fde50-95b8-4e6b-836e-ee43a3bfd7db,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.0349574401043355,7.706177291679114e-05,2.539138503179205e-05,37.001029747,187.4775879297316,70.0,2.5997312461966208e-05,0.0001578526262804,4.916360426642415e-05,0.0002330135430088,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0
vgg16,fashion,test,5,java,2025-09-21T13:19:53,codecarbon,fd961e6b-f580-409b-b502-e192ec38dd66,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.016178452875465,7.680517206307903e-05,2.5464399160420048e-05,37.000763125000006,188.3015663580624,70.0,2.581334463553134e-05,0.0001576031816412,4.882112653641444e-05,0.0002322376528132,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0
vgg16,fashion,test,6,java,2025-09-21T13:20:40,codecarbon,d9464e75-bc4c-4339-9e8b-f280e437386f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.0392021988518536,7.726444994744089e-05,2.54226092547017e-05,37.001183704,187.8244472450916,70.0,2.603885630678893e-05,0.0001583490155638,4.923851056826405e-05,0.0002336263824389,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0
vgg16,fashion,test,7,java,2025-09-21T13:21:29,codecarbon,59357e38-7155-4b29-9631-ad2689b48df9,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.2859776820987463,8.360189753711307e-05,2.544201623539839e-05,37.00267732,186.6458297876784,70.0,2.857727254379604e-05,0.0001701645805738,5.40472225816403e-05,0.0002527890756992,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0
vgg16,fashion,test,8,java,2025-09-21T13:22:17,codecarbon,e6e7e965-7c08-4509-8948-13f7bd8a69c6,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4.117199867032468,9.844656075020754e-05,2.391104729660946e-05,37.0199675125,166.52452280934253,70.0,3.714646143427717e-05,0.0001903040411335,7.02247396331384e-05,0.0002976752422009,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0
vgg16,fashion,test,9,java,2025-09-21T13:23:04,codecarbon,e9127c46-ee89-4a8e-83b0-73b3ac0de5ed,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4.202387324068695,0.0001013027585842,2.4106002320166943e-05,37.00290184525001,168.39980942747167,70.0,3.800370457221464e-05,0.0001964326571481,7.187523481875866e-05,0.0003063115965391,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0
vgg16,fashion,test,10,java,2025-09-21T13:23:52,codecarbon,59389fe5-4836-4d06-b122-f13504d63566,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.023785207886249,7.748505552385657e-05,2.5625185056719632e-05,37.000640248,190.01817920919456,70.0,2.589060480382152e-05,0.0001594390164427,4.896381159908035e-05,0.0002342934328456,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0
