modello,dataset,fase,epoca,lang,timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
resnet18,cifar100,test,1,java,2025-09-21T14:56:32,codecarbon,fb007b99-2d3b-4a6f-a548-e57fece92898,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,6.353206353262067,0.0001132900911686,1.7831955215880538e-05,37.004761067500006,95.6952397825022,70.0,6.010625740412681e-05,0.000168772079462,0.0001136796465777,0.0003425579834439,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0
resnet18,cifar100,test,2,java,2025-09-21T14:57:38,codecarbon,9975aee9-d20d-4e61-9106-024f4c3331aa,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.22084437822923,5.4109656201946696e-05,1.6799835647972328e-05,37.000819069,92.74972843184204,70.0,2.791609664184532e-05,8.290117742859593e-05,5.2795399572803744e-05,0.0001636126736432,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0
resnet18,cifar100,test,3,java,2025-09-21T14:58:47,codecarbon,14c70cd7-d047-470f-9b5c-c365464bea2d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.2608166709542274,5.524062303840832e-05,1.6940732525831636e-05,37.00159729000001,94.5476226137589,70.0,2.8249144565663284e-05,8.536229050548627e-05,5.342097029659069e-05,0.0001670324053677,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0
resnet18,cifar100,test,4,java,2025-09-21T14:59:51,codecarbon,acfcae3e-ac26-4c21-be7f-823f2acd6a2e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.24988186918199,5.450943555590832e-05,1.6772743671950323e-05,37.002733375,92.30282435906123,70.0,2.8215979458794743e-05,8.324839993179012e-05,5.3357116735747294e-05,0.0001648214961263,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0
resnet18,cifar100,test,5,java,2025-09-21T15:00:52,codecarbon,0c5e2e91-405c-4d5b-83f0-20d5fa4d3d69,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.236589035950601,5.5098458956446e-05,1.7023619107781886e-05,37.000879453,95.10795722591644,70.0,2.8078383131199416e-05,8.54272905641551e-05,5.309686670597229e-05,0.0001666025404013,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0
resnet18,cifar100,test,6,java,2025-09-21T15:01:58,codecarbon,cc1bcbd3-1ef5-4ad2-8a4d-f38a86029ce3,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,5.087756016757339,8.761114889576562e-05,1.7219998090947024e-05,37.0881519598,91.0495625835866,70.0,4.721543337657384e-05,0.0001285989917647,8.909752067281968e-05,0.0002649119458141,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0
resnet18,cifar100,test,7,java,2025-09-21T15:02:58,codecarbon,10e2f909-77d8-429b-85f4-fd35294a40c4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.326293024700135,5.669757214581936e-05,1.704527283820121e-05,37.001036629,95.29984335267866,70.0,2.892901128261543e-05,8.779395912483778e-05,5.471484714653344e-05,0.0001714378175539,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0
resnet18,cifar100,test,8,java,2025-09-21T15:04:10,codecarbon,96a73de9-5ec2-4e79-9180-5ade1406e9fb,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.369284351821989,5.716522188795204e-05,1.696657685096811e-05,37.001313796000005,94.3323576101768,70.0,2.9354083103671755e-05,8.798507039387005e-05,5.5512707870608816e-05,0.0001728518613681,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0
resnet18,cifar100,test,9,java,2025-09-21T15:05:20,codecarbon,9375b709-31e0-404f-ac25-2ac8c917f8a7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,13.093496526125818,0.0002342180018135,1.7888117306652655e-05,37.00200906584616,91.93864251955078,70.0,0.0001293447229943,0.000334192489575,0.0002446734134431,0.0007082106260124,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0
resnet18,cifar100,test,10,java,2025-09-21T15:06:21,codecarbon,c053c630-c21f-4000-a9b3-f768b45db78e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.438384904991836,5.7829488738311335e-05,1.6818794386386086e-05,37.001409589,91.88486230782816,70.0,3.015274079111609e-05,8.768257014679648e-05,5.702511014080504e-05,0.0001748604210787,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0
resnet18,cifar100,test,11,java,2025-09-21T15:07:32,codecarbon,202a26b2-40bf-45d6-8dd1-6c6a7151c477,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.2521820538677275,5.45160101700911e-05,1.6762902342830643e-05,37.001109778,92.17910737263718,70.0,2.8238978043796955e-05,8.319534433809395e-05,5.340705356405427e-05,0.0001648413759459,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0
resnet18,cifar100,test,12,java,2025-09-21T15:08:39,codecarbon,906019a7-ee71-48e7-b523-0b98f10e638a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,8.327449146658182,0.000147035393392,1.7656714655657716e-05,37.03899738025,91.6952155641803,70.0,8.048147551117886e-05,0.0002120248918444,0.0001520881010193,0.000444594468375,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0
resnet18,cifar100,test,13,java,2025-09-21T15:09:38,codecarbon,71859ddc-b327-4703-b140-51ff843fbd76,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.29700693115592,5.574445984593507e-05,1.690759558894565e-05,37.00075846300001,93.52723403387152,70.0,2.869958832263228e-05,8.557617957194452e-05,5.428010099050072e-05,0.000168555868885,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0
resnet18,cifar100,test,14,java,2025-09-21T15:10:40,codecarbon,01babe47-30b7-4400-aa3f-ecfadff5ee32,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.30938485218212,5.556731538295737e-05,1.6790829070942826e-05,37.00087246000001,92.1973060697381,70.0,2.882655016510285e-05,8.467617885798973e-05,5.451750387308292e-05,0.0001680202328961,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0
resnet18,cifar100,test,15,java,2025-09-21T15:11:40,codecarbon,d6b3132b-58af-4d26-b326-d6747b51c500,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.394705299753696,5.743958973182552e-05,1.692034643949596e-05,37.001005327,93.20033267209602,70.0,2.9702189725393407e-05,8.780534802355078e-05,5.617393629185649e-05,0.0001736814740408,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0
