phase,epoch,duration_s,gpu_j,cpu_package-0@intel-rapl:0_j,cpu_core@intel-rapl:0:0_j,cpu_package_total_j,hw_total_j
train,1,3.979103,932.831,215.553244,3.901181,215.553244,1148.384244
eval,1,0.270527,43.843,15.781563,0.328505,15.781563,59.624563
train,2,3.465087,870.783,188.403648,4.036107,188.403648,1059.186648
eval,2,0.245202,45.434,14.165833,0.276063,14.165833,59.599833
train,3,3.470326,873.861,188.66102,4.037359,188.66102,1062.52202
eval,3,0.243245,24.35,14.065343,0.275102,14.065343,38.415343
train,4,3.470533,883.689,187.102095,4.183256,187.102095,1070.791095
eval,4,0.244542,25.337,14.125597,0.320967,14.125597,39.462597
train,5,3.476478,884.525,187.006808,4.318869,187.006808,1071.531808
eval,5,0.248925,42.202,14.783767,0.300491,14.783767,56.985767
train,6,3.490127,885.123,188.980904,7.345781,188.980904,1074.103904
eval,6,0.249549,37.644,14.381062,0.278336,14.381062,52.025062
train,7,3.482506,908.504,187.359421,5.351591,187.359421,1095.863421
eval,7,0.250513,29.254,14.445038,0.281617,14.445038,43.699038
train,8,3.47773,891.201,186.779312,5.616256,186.779312,1077.980312
eval,8,0.246371,45.026,14.367742,0.286912,14.367742,59.393742
train,9,3.476366,896.656,186.470582,4.102418,186.470582,1083.126582
eval,9,0.246718,39.527,14.445085,0.273637,14.445085,53.972085
train,10,3.480683,887.238,188.689857,3.32275,188.689857,1075.927857
eval,10,0.246151,38.781,14.255702,0.231219,14.255702,53.036702
train,11,3.485428,882.548,187.145413,3.940867,187.145413,1069.693413
eval,11,0.251468,37.453,14.455262,0.280412,14.455262,51.908262
train,12,3.478098,911.164,187.062836,4.130112,187.062836,1098.226836
eval,12,0.248831,34.677,14.24728,0.272859,14.24728,48.92428
train,13,3.482791,904.556,186.92858,3.980781,186.92858,1091.48458
eval,13,0.250241,26.387,14.649785,0.495595,14.649785,41.036785
train,14,3.487235,900.251,189.953083,7.672195,189.953083,1090.204083
eval,14,0.249324,44.005,14.450852,0.310043,14.450852,58.455852
train,15,3.48779,890.439,187.434886,7.393554,187.434886,1077.873886
eval,15,0.250225,37.396,14.412921,0.285233,14.412921,51.808921
train,16,3.49391,907.923,187.104261,4.019216,187.104261,1095.027261
eval,16,0.249773,30.376,14.383671,0.450614,14.383671,44.759671
train,17,3.476466,905.091,186.550274,3.944971,186.550274,1091.641274
eval,17,0.248946,27.424,14.46048,0.517796,14.46048,41.88448
train,18,3.48019,897.297,187.995023,4.080188,187.995023,1085.292023
eval,18,0.251818,43.045,14.763336,0.285599,14.763336,57.808336
train,19,3.477683,894.844,186.578013,3.946573,186.578013,1081.422013
eval,19,0.249382,35.087,14.258753,0.311614,14.258753,49.345753
train,20,3.476951,911.181,186.101399,3.963204,186.101399,1097.282399
eval,20,0.247295,29.106,14.221173,0.358762,14.221173,43.327173
train,21,3.485152,897.524,186.579402,4.542199,186.579402,1084.103402
eval,21,0.249077,42.653,14.67841,0.281968,14.67841,57.33141
train,22,3.475979,899.972,188.379311,5.510091,188.379311,1088.351311
eval,22,0.250163,45.806,14.312843,0.285279,14.312843,60.118843
train,23,3.481298,895.061,186.650062,3.979958,186.650062,1081.711062
eval,23,0.244669,41.841,14.314949,0.274521,14.314949,56.155949
train,24,3.486091,884.905,186.448442,3.968118,186.448442,1071.353442
eval,24,0.249358,36.968,14.36292,0.273729,14.36292,51.33092
train,25,3.475753,913.884,186.266215,4.516291,186.266215,1100.150215
eval,25,0.248748,30.076,14.341284,0.284989,14.341284,44.417284
train,26,3.494545,898.282,189.667667,7.440366,189.667667,1087.949667
eval,26,0.247908,42.954,14.626395,0.363293,14.626395,57.580395
train,27,3.479367,899.94,186.051672,4.188413,186.051672,1085.991672
eval,27,0.246013,44.82,14.149399,0.2697,14.149399,58.969399
train,28,3.480115,892.905,185.931516,4.009162,185.931516,1078.836516
eval,28,0.247564,38.192,14.245815,0.793538,14.245815,52.437815
train,29,3.488448,912.03,186.596215,4.535441,186.596215,1098.626215
eval,29,0.248431,36.55,14.37859,0.301269,14.37859,50.92859
train,30,3.474881,914.474,187.342561,4.315222,187.342561,1101.816561
eval,30,0.250578,36.138,14.489195,0.277116,14.489195,50.627195
