phase,epoch,duration_s,gpu_j,cpu_package-0@intel-rapl:0_j,cpu_core@intel-rapl:0:0_j,cpu_package_total_j,hw_total_j
train,1,15.172279,5028.729,760.29877,16.206758,760.29877,5789.02777
eval,1,0.521069,152.168,27.82304,0.697367,27.82304,179.99104
train,2,14.811704,5024.442,740.665066,15.618226,740.665066,5765.107066
eval,2,0.50522,142.003,27.209652,0.552293,27.209652,169.212652
train,3,14.841149,5060.618,745.40237,15.807273,745.40237,5806.02037
eval,3,0.508207,159.809,27.145446,0.558916,27.145446,186.954446
train,4,14.871408,5046.667,744.239771,16.577772,744.239771,5790.906771
eval,4,0.509041,158.586,27.525997,0.642576,27.525997,186.111997
train,5,14.886024,5082.936,744.665836,16.795351,744.665836,5827.601836
eval,5,0.509009,157.125,27.190672,0.564652,27.190672,184.315672
train,6,14.891763,5090.923,748.904997,15.867924,748.904997,5839.827997
eval,6,0.508492,156.742,27.612372,0.484274,27.612372,184.354372
train,7,14.897262,5091.287,751.78418,12.981583,751.78418,5843.07118
eval,7,0.508675,145.714,28.141947,0.475179,28.141947,173.855947
train,8,14.899102,5088.311,751.471453,16.61587,751.471453,5839.782453
eval,8,0.50856,144.064,27.778364,0.586075,27.778364,171.842364
train,9,14.900294,5085.921,749.87835,16.822067,749.87835,5835.79935
eval,9,0.508351,141.776,27.889442,0.578278,27.889442,169.665442
train,10,14.900497,5085.227,749.684482,17.102341,749.684482,5834.911482
eval,10,0.507756,137.805,27.439407,0.589691,27.439407,165.244407
train,11,14.899131,5084.782,756.283841,16.887966,756.283841,5841.065841
eval,11,0.507984,139.586,27.70421,0.572252,27.70421,167.29021
train,12,14.900152,5089.666,756.116247,16.793657,756.116247,5845.782247
eval,12,0.508563,140.105,27.781217,0.601287,27.781217,167.886217
train,13,14.913109,5100.328,760.396421,17.353747,760.396421,5860.724421
eval,13,0.508129,169.484,27.799405,0.591033,27.799405,197.283405
train,14,14.91418,5100.781,758.086407,17.442381,758.086407,5858.867407
eval,14,0.510607,158.944,28.183403,0.65376,28.183403,187.127403
train,15,14.916301,5082.644,760.412946,17.393052,760.412946,5843.056946
eval,15,0.509776,148.563,27.867562,0.605254,27.867562,176.430562
train,16,14.904606,5091.631,765.685424,17.484355,765.685424,5857.316424
eval,16,0.510114,142.993,28.021622,0.597534,28.021622,171.014622
train,17,14.898771,5091.513,759.280115,17.501582,759.280115,5850.793115
eval,17,0.511131,143.683,28.014893,0.642591,28.014893,171.697893
train,18,14.903357,5092.582,768.6259,17.167538,768.6259,5861.2079
eval,18,0.510036,141.541,27.949207,0.600143,27.949207,169.490207
train,19,14.900309,5092.187,763.937574,16.913905,763.937574,5856.124574
eval,19,0.510983,139.558,28.218999,0.601409,28.218999,167.776999
train,20,14.894765,5089.669,767.320457,16.915995,767.320457,5856.989457
eval,20,0.510446,139.242,28.008638,0.588471,28.008638,167.250638
train,21,14.895213,5090.948,771.135078,17.337742,771.135078,5862.083078
eval,21,0.510349,137.965,28.132365,0.606658,28.132365,166.097365
train,22,14.896184,5087.351,766.377634,17.085282,766.377634,5853.728634
eval,22,0.510658,138.18,28.014619,0.626463,28.014619,166.194619
train,23,14.895342,5087.967,772.42267,16.988334,772.42267,5860.38967
eval,23,0.51,138.177,28.159035,0.6062,28.159035,166.336035
train,24,14.895114,5088.785,768.70576,17.063525,768.70576,5857.49076
eval,24,0.509564,168.633,28.39201,0.609771,28.39201,197.02501
train,25,14.893278,5087.464,768.476998,17.949892,768.476998,5855.940998
eval,25,0.511948,136.741,28.256977,0.759406,28.256977,164.997977
train,26,14.89582,5087.367,776.066144,17.150755,776.066144,5863.433144
eval,26,0.510155,136.774,28.249165,0.675487,28.249165,165.023165
train,27,14.893533,5090.9,775.11612,17.084413,775.11612,5866.01612
eval,27,0.512545,137.371,28.241001,0.635801,28.241001,165.612001
train,28,14.892042,5093.614,777.149355,17.848442,777.149355,5870.763355
eval,28,0.511338,137.709,28.299501,1.122012,28.299501,166.008501
train,29,14.893499,5093.925,773.2932,17.82615,773.2932,5867.2182
eval,29,0.511717,138.245,28.656645,0.656643,28.656645,166.901645
train,30,14.894195,5095.584,769.964011,17.241769,769.964011,5865.548011
eval,30,0.509542,138.156,28.06468,0.619704,28.06468,166.22068
