ecosystem,model,dataset,repetition,seed,precision,epoch,train_loss,test_loss,test_acc
Python/PyTorch,resnet18,cifar100,1,1001,fp32,1,3.780549088668823,3.3808129821777344,19.65
Python/PyTorch,resnet18,cifar100,1,1001,fp32,2,3.0473969342803957,3.0994504932403566,25.39
Python/PyTorch,resnet18,cifar100,1,1001,fp32,3,2.6228549882507326,2.9126675857543947,28.84
Python/PyTorch,resnet18,cifar100,1,1001,fp32,4,2.2467034831237793,2.888774269866943,29.17
Python/PyTorch,resnet18,cifar100,1,1001,fp32,5,1.8736538397979736,2.918063585662842,30.29
Python/PyTorch,resnet18,cifar100,1,1001,fp32,6,1.5022493126678467,2.9510203872680663,30.34
Python/PyTorch,resnet18,cifar100,1,1001,fp32,7,1.1241236319732666,3.088498460006714,29.25
Python/PyTorch,resnet18,cifar100,1,1001,fp32,8,0.7833932760620117,3.2135217124938964,29.72
Python/PyTorch,resnet18,cifar100,1,1001,fp32,9,0.5030211423301697,3.3355107372283936,29.89
Python/PyTorch,resnet18,cifar100,1,1001,fp32,10,0.30071272590637205,3.458805192565918,30.08
Python/PyTorch,resnet18,cifar100,1,1001,fp32,11,0.18041692353248595,3.642528966140747,29.7
Python/PyTorch,resnet18,cifar100,1,1001,fp32,12,0.11949435297012329,3.69421003036499,30.28
Python/PyTorch,resnet18,cifar100,1,1001,fp32,13,0.10872295422554017,3.9487178066253663,28.3
Python/PyTorch,resnet18,cifar100,1,1001,fp32,14,0.159632828540802,4.224000050354004,26.34
Python/PyTorch,resnet18,cifar100,1,1001,fp32,15,0.22283749137878417,4.126469035339356,28.82
Python/PyTorch,resnet18,cifar100,1,1001,fp32,16,0.13816583706378938,4.228193110656738,29.27
Python/PyTorch,resnet18,cifar100,1,1001,fp32,17,0.09728684149265289,4.22939910621643,29.52
Python/PyTorch,resnet18,cifar100,1,1001,fp32,18,0.08262188955307007,4.326248107910156,29.29
Python/PyTorch,resnet18,cifar100,1,1001,fp32,19,0.0799095751953125,4.4027932952880855,28.71
Python/PyTorch,resnet18,cifar100,1,1001,fp32,20,0.13072014509677887,4.622885479736328,27.86
Python/PyTorch,resnet18,cifar100,1,1001,fp32,21,0.17451895796775818,4.572860111999511,29.1
Python/PyTorch,resnet18,cifar100,1,1001,fp32,22,0.08838705915927887,4.5113945434570315,29.72
Python/PyTorch,resnet18,cifar100,1,1001,fp32,23,0.06174810799121857,4.623566169738769,29.49
Python/PyTorch,resnet18,cifar100,1,1001,fp32,24,0.07876430080652237,4.73438306427002,28.5
Python/PyTorch,resnet18,cifar100,1,1001,fp32,25,0.1291893966960907,4.735569258117676,29.02
Python/PyTorch,resnet18,cifar100,1,1001,fp32,26,0.1308942902851105,4.742551725006104,29.33
Python/PyTorch,resnet18,cifar100,1,1001,fp32,27,0.07507820494174958,4.8365240585327145,29.18
Python/PyTorch,resnet18,cifar100,1,1001,fp32,28,0.05623376588344574,4.833833452606201,29.76
Python/PyTorch,resnet18,cifar100,1,1001,fp32,29,0.0658438244152069,5.077145188140869,28.56
Python/PyTorch,resnet18,cifar100,1,1001,fp32,30,0.11072522463321685,4.990568774414062,28.99
